POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,11,Classified,9,20:54.190,-,-,5,2:17.959,150.6,GTDRIVE,,,,MITJET 2L,,,,,,,,,,,,Jérémy,TOURNISSOUX,,,FRA,,,,,,,
2,101,Classified,9,20:54.602,+0.412,+0.412,6,2:17.822,150.7,GTDRIVE,,,,MITJET 2L,,,,,,,,,,,,Romain,DAMIANI,,,FRA,,,,,,,
3,88,Classified,9,20:55.248,+1.058,+0.646,9,2:18.019,150.5,MV2S RACING,J,,,MITJET 2L,,,,,,,,,,,,Mathias,CAZAUX,,,FRA,,,,,,,
4,128,Classified,9,21:02.840,+8.650,+7.592,4,2:18.791,149.7,GTDRIVE,J,,,MITJET 2L,,,,,,,,,,,,Matteo,NOMBLOT,,,FRA,,,,,,,
5,6,Classified,9,21:05.208,+11.018,+2.368,6,2:18.639,149.9,FP RACING,,,,MITJET 2L,,,,,,,,,,,,Fabien,PERDU,,,FRA,,,,,,,
6,94,Classified,9,21:18.362,+24.172,+13.154,7,2:20.309,148.1,GAS RACING,,,,MITJET 2L,,,,,,,,,,,,Guillaume,PATZE,,,BEL,,,,,,,
7,69,Classified,9,21:28.862,+34.672,+10.500,2,2:19.913,148.5,GTDRIVE,G,,,MITJET 2L,,,,,,,,,,,,Xavier,BOURLARD,,,BEL,,,,,,,
8,64,Classified,9,21:30.138,+35.948,+1.276,6,2:21.706,146.6,MV2S RACING,,,,MITJET 2L,,,,,,,,,,,,Thomas,LAISNE,,,FRA,,,,,,,
9,24,Classified,9,21:32.967,+38.777,+2.829,7,2:18.710,149.8,GENERATION STUNT,G,,,MITJET 2L,,,,,,,,,,,,Sebastien,SEVEAU,,,FRA,,,,,,,
10,116,Classified,9,21:34.928,+40.738,+1.961,4,2:19.371,149.1,TEAM LUCAS,S,,,MITJET 2L,,,,,,,,,,,,Jérôme,THIEL,,,FRA,,,,,,,
11,8,Classified,9,21:38.003,+43.813,+3.075,5,2:20.969,147.4,GTDRIVE,S,,,MITJET 2L,,,,,,,,,,,,Jean-Marc,BOURGINEAU,,,FRA,,,,,,,
12,66,Classified,9,21:41.265,+47.075,+3.262,7,2:20.654,147.7,GTDRIVE,S,,,MITJET 2L,,,,,,,,,,,,Eric,GERARD,,,FRA,,,,,,,
13,14,Classified,9,21:46.380,+52.190,+5.115,7,2:23.288,145.0,BJP RACING,,,,MITJET 2L,,,,,,,,,,,,Arnaud,BLAISE,,,BEL,,,,,,,
14,7,Classified,9,21:46.612,+52.422,+0.232,4,2:19.740,148.7,MITJET INTERNATIONNAL,S,,,MITJET 2L,,,,,,,,,,,,Jean Marc,GOUNON,,,FRA,,,,,,,
15,55,Classified,9,21:47.679,+53.489,+1.067,6,2:21.749,146.6,DNS,G,,,MITJET 2L,,,,,,,,,,,,Jonathan,POTIER,,,FRA,,,,,,,
16,77,Classified,9,22:07.399,+1:13.209,+19.720,2,2:25.657,142.6,VPS RACING,S,,,MITJET 2L,,,,,,,,,,,,Denis,VAN LITSENBORGH,,,FRA,,,,,,,
17,78,Classified,9,22:15.240,+1:21.050,+7.841,7,2:25.225,143.1,VPS,G,,,MITJET 2L,,,,,,,,,,,,Arthur,VAN UITERT,,,FRA,,,,,,,
18,99,Classified,1,2:24.512,8 Laps,8 Laps,0,,,MV2S RACING,,,,MITJET 2L,,,,,,,,,,,,Julien,DE MIGUEL,,,FRA,,,,,,,
