POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,101,Classified,9,21:05.469,-,-,9,2:19.520,148.9,GTDRIVE,,,,MITJET 2L,,,,,,,,,,,,Romain,DAMIANI,,,FRA,,,,,,,
2,99,Classified,9,21:06.665,+1.196,+1.196,5,2:19.344,149.1,MV2S RACING,,,,MITJET 2L,,,,,,,,,,,,Julien,DE MIGUEL,,,FRA,,,,,,,
3,128,Classified,9,21:08.667,+3.198,+2.002,5,2:19.794,148.6,GTDRIVE,J,,,MITJET 2L,,,,,,,,,,,,Matteo,NOMBLOT,,,FRA,,,,,,,
4,8,Classified,9,21:31.306,+25.837,+22.639,2,2:22.191,146.1,GTDRIVE,S,,,MITJET 2L,,,,,,,,,,,,Jean-Marc,BOURGINEAU,,,FRA,,,,,,,
5,6,Classified,9,21:34.607,+29.138,+3.301,4,2:22.287,146.0,FP RACING,G,,,MITJET 2L,,,,,,,,,,,,Yohann,SADARGUES,,,FRA,,,,,,,
6,11,Classified,9,21:36.413,+30.944,+1.806,8,2:19.444,149.0,GTDRIVE,,,,MITJET 2L,,,,,,,,,,,,Jérémy,TOURNISSOUX,,,FRA,,,,,,,
7,94,Classified,9,21:43.332,+37.863,+6.919,5,2:22.757,145.5,GAS RACING,G,,,MITJET 2L,,,,,,,,,,,,André,PATZE,,,BEL,,,,,,,
8,55,Classified,9,22:04.750,+59.281,+21.418,4,2:23.072,145.2,DNS,G,,,MITJET 2L,,,,,,,,,,,,Jonathan,POTIER,,,FRA,,,,,,,
9,14,Classified,9,22:16.621,+1:11.152,+11.871,5,2:23.167,145.1,BJP RACING,G,,,MITJET 2L,,,,,,,,,,,,Jean Pierre,BLAISE,,,BEL,,,,,,,
10,66,Classified,9,22:16.797,+1:11.328,+0.176,7,2:22.419,145.9,GTDRIVE,S,,,MITJET 2L,,,,,,,,,,,,Eric,GERARD,,,FRA,,,,,,,
11,77,Classified,9,23:16.373,+2:10.904,+59.576,6,2:25.115,143.2,VPS RACING,S,,,MITJET 2L,,,,,,,,,,,,Denis,VAN LITSENBORGH,,,FRA,,,,,,,
12,88,Classified,8,21:08.956,1 Lap,1 Lap,6,2:20.739,147.6,MV2S RACING,J,,,MITJET 2L,,,,,,,,,,,,Mathias,CAZAUX,,,FRA,,,,,,,
13,116,Classified,7,17:31.519,2 Laps,1 Lap,5,2:20.888,147.5,TEAM LUCAS,S,,,MITJET 2L,,,,,,,,,,,,Jérôme,THIEL,,,FRA,,,,,,,
14,7,Classified,7,17:57.938,2 Laps,+26.419,4,2:25.526,142.8,MITJET INTERNATIONNAL,,,,MITJET 2L,,,,,,,,,,,,Bastien,OSTAN,,,FRA,,,,,,,
15,64,Classified,7,18:04.012,2 Laps,+6.074,6,2:22.335,146.0,MV2S RACING,,,,MITJET 2L,,,,,,,,,,,,Thomas,LAISNE,,,FRA,,,,,,,
16,78,Classified,6,22:50.859,3 Laps,1 Lap,5,2:42.263,128.0,VPS,G,,,MITJET 2L,,,,,,,,,,,,Stéphane,DILOUYA,,,FRA,,,,,,,
,69,Not started,0,,,,0,,,GTDRIVE,G,,,MITJET 2L,,,,,,,,,,,,Xavier,BOURLARD,,,BEL,,,,,,,
