POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,101,Classified,9,21:04.638,-,-,5,2:19.694,148.7,GTDRIVE,,,,,,,,,,,,,,,,Romain,DAMIANI,,,FRA,,,,,,,
2,11,Classified,9,21:04.827,+0.189,+0.189,7,2:19.209,149.2,GTDRIVE,,,,,,,,,,,,,,,,Jérémy,TOURNISSOUX,,,FRA,,,,,,,
3,99,Classified,9,21:06.730,+2.092,+1.903,9,2:18.768,149.7,MV2S RACING,,,,,,,,,,,,,,,,Julien,DE MIGUEL,,,FRA,,,,,,,
4,24,Classified,9,21:11.149,+6.511,+4.419,6,2:19.378,149.1,GENERATION STUNT,G,,,,,,,,,,,,,,,Sebastien,SEVEAU,,,FRA,,,,,,,
5,128,Classified,9,21:11.941,+7.303,+0.792,4,2:20.113,148.3,GTDRIVE,J,,,,,,,,,,,,,,,Matteo,NOMBLOT,,,FRA,,,,,,,
6,88,Classified,9,21:11.988,+7.350,+0.047,5,2:20.109,148.3,MV2S RACING,J,,,,,,,,,,,,,,,Mathias,CAZAUX,,,FRA,,,,,,,
7,6,Classified,9,21:16.884,+12.246,+4.896,6,2:20.600,147.8,FP RACING,,,,,,,,,,,,,,,,Fabien,PERDU,,,FRA,,,,,,,
8,69,Classified,9,21:17.318,+12.680,+0.434,5,2:19.938,148.5,GTDRIVE,G,,,,,,,,,,,,,,,Xavier,BOURLARD,,,BEL,,,,,,,
9,116,Classified,9,21:17.341,+12.703,+0.023,5,2:19.696,148.7,TEAM LUCAS,S,,,,,,,,,,,,,,,Jérôme,THIEL,,,FRA,,,,,,,
10,66,Classified,9,21:44.200,+39.562,+26.859,3,2:21.836,146.5,GTDRIVE,S,,,,,,,,,,,,,,,Eric,GERARD,,,FRA,,,,,,,
11,64,Classified,9,21:44.628,+39.990,+0.428,3,2:21.300,147.0,MV2S RACING,,,,,,,,,,,,,,,,Thomas,LAISNE,,,FRA,,,,,,,
12,14,Classified,9,21:57.077,+52.439,+12.449,7,2:24.439,143.8,BJP RACING,,,,,,,,,,,,,,,,Arnaud,BLAISE,,,BEL,,,,,,,
13,8,Classified,9,21:58.161,+53.523,+1.084,8,2:22.627,145.7,GTDRIVE,S,,,,,,,,,,,,,,,Jean-Marc,BOURGINEAU,,,FRA,,,,,,,
14,77,Classified,9,22:05.967,+1:01.329,+7.806,5,2:24.824,143.5,VPS RACING,S,,,,,,,,,,,,,,,Denis,VAN LITSENBORGH,,,FRA,,,,,,,
15,55,Classified,9,22:20.651,+1:16.013,+14.684,3,2:24.445,143.8,DNS,G,,,,,,,,,,,,,,,Jonathan,POTIER,,,FRA,,,,,,,
16,78,Classified,9,22:42.022,+1:37.384,+21.371,9,2:27.605,140.8,VPS,G,,,,,,,,,,,,,,,Arthur,VAN UITERT,,,FRA,,,,,,,
17,7,Classified,8,21:08.368,1 Lap,1 Lap,4,2:22.162,146.1,MITJET INTERNATIONNAL,S,,,,,,,,,,,,,,,Jean Marc,GOUNON,,,FRA,,,,,,,
,94,Not classified,3,7:59.426,,,2,2:27.838,140.5,GAS RACING,,,,,,,,,,,,,,,,Guillaume,PATZE,,,BEL,,,,,,,
