POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,99,8,2:20.626,-,-,179.3,12,Belgium Racing,PRO,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Dylan,DERDAELE,,,,,,,,,,
2,10,10,2:21.201,+0.575,+0.575,178.6,13,#Team PGZ by JW RaceService,PRO,,,Huub vanEijndhoven,,,,,,,,,,,,Huub,VAN EIJNDHOVEN,,,,VEI,,,,,,
3,72,10,2:21.637,+1.011,+0.436,178.0,12,Team GP Elite,PRO,,,Steven van Rhee,,,,,,,,,,,,Steven,VAN RHEE,,,,VRE,,,,,,
4,33,9,2:21.924,+1.298,+0.287,177.7,11,PG Motorsport,PRO,,,Felix Neuhofer,,,,,,,,,,,,Felix,NEUHOFER,,,,,,,,,,
5,15,11,2:22.097,+1.471,+0.173,177.4,12,NGT Racing,PRO,,,Glenn van Parijs,,,,,,,,,,,,Glenn,VAN PARIJS,,,,VPA,,,,,,
6,31,5,2:22.226,+1.600,+0.129,177.3,13,PG Motorsport,PRO,,,AKF-Motorsport e.V.,,,,,,,,,,,,Sebastian,FREYMUTH,,,,,,,,,,
7,69,11,2:22.226,+1.600,+0.000,177.3,11,Team GP Elite,PRO,,,Thierry Vermeulen,,,,,,,,,,,,Thierry,VERMEULEN,,,,,,,,,,
8,54,9,2:22.965,+2.339,+0.739,176.4,11,Q1 Trackracing by EMG Motorsport,AM,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Jan,LAURYSSEN,,,,,,,,,,
9,4,4,2:23.126,+2.500,+0.161,176.2,10,Team GP Elite,P/AM,,,Floris Dullaart,,,,,,,,,,,,Floris,DULLAART,,,,,,,,,,
10,2,9,2:24.216,+3.590,+1.090,174.8,12,Team GP Elite,PRO,,,Ghislain Cordeel,,,,,,,,,,,,Ghislain,CORDEEL,,,,,,,,,,
11,97,10,2:24.506,+3.880,+0.290,174.5,13,Belgium Racing,P/AM,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Nicolas,SAELENS,,,,,,,,,,
12,22,9,2:24.584,+3.958,+0.078,174.4,10,DUWO Racing,P/AM,,,,,,,,,,,,,,,Andrey,MUKOVOZ,,,,,,,,,,
13,3,10,2:25.257,+4.631,+0.673,173.6,12,Team GP Elite,P/AM,,,Ziad Geris,,,,,,,,,,,,Ziad,GERIS,,,,,,,,,,
14,55,11,2:26.146,+5.520,+0.889,172.5,12,Q1 Trackracing by EMG Motorsport,P/AM,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Filip,TEUNKENS,,,,,,,,,,
15,53,12,2:26.282,+5.656,+0.136,172.4,12,Q1 Trackracing by EMG Motorsport,P/AM,,,Nicolas Vandierendonck,,,,,,,,,,,,Nicolas,VANDIERENDONCK,,,,VDI,,,,,,
16,14,3,2:26.473,+5.847,+0.191,172.1,11,NGT Racing,P/AM,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Michaël,COOL,,,,,,,,,,
17,21,3,2:27.140,+6.514,+0.667,171.4,10,Speedlover,P/AM,,,John de Wilde,,,,,,,,,,,,John,DE WILDE,,,,,,,,,,
18,11,11,2:27.884,+7.258,+0.744,170.5,13,#Team PGZ by Red Ant Racing,AM,,,Luc Vanderfeesten,,,,,,,,,,,,Luc,VANDERFEESTEN,,,,VDE,,,,,,
19,917,8,2:36.669,+16.043,+8.785,160.9,10,Parker Revs Motorsport,AM,,,Parker Revs Motorsport,,,,,,,,,,,,Jeroen,KREEFT,,,,,,,,,,
