POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,29,11,2:24.205,-,-,174.8,11,MP Motorsport,R,,,,,,,,,,,,,,,Georg,KELSTRUP,,,DNK,,,,,,,
2,17,11,2:24.338,+0.133,+0.133,174.7,11,MP Motorsport,R,,,,,,,,,,,,,,,Dilano,VAN'T HOFF,,,NLD,,,,,,,
3,34,8,2:24.802,+0.597,+0.464,174.1,15,Formula de Campeones,,,,,,,,,,,,,,,,Enric,BORDÁS,,,ESP,,,,,,,
4,8,11,2:24.859,+0.654,+0.057,174.1,12,Jenzer Motorsport,R,,,,,,,,,,,,,,,Santiago,RAMOS,,,MEX,,,,,,,
5,44,10,2:24.912,+0.707,+0.053,174.0,11,MP Motorsport,R,,,,,,,,,,,,,,,Manuel,ESPIRITO SANTO,,,PRT,,,,,,,
6,23,12,2:24.941,+0.736,+0.029,174.0,13,Campos Racing,R,,,,,,,,,,,,,,,Josep María,MARTÍ,,,ESP,,,,,,,
7,52,9,2:24.956,+0.751,+0.015,173.9,11,MP Motorsport,,,,,,,,,,,,,,,,Suleiman,ZANFARI,,,MAR,,,,,,,
8,28,7,2:24.962,+0.757,+0.006,173.9,15,Formula de Campeones,R,,,,,,,,,,,,,,,Daniel,MACIA,,,ESP,,,,,,,
9,24,10,2:24.986,+0.781,+0.024,173.9,10,Campos Racing,,,,,,,,,,,,,,,,Alejandro,GARCÍA,,,MEX,,,,,,,
10,9,11,2:25.133,+0.928,+0.147,173.7,11,MP Motorsport,R,,,,,,,,,,,,,,,Rik,KOEN,,,NLD,,,,,,,
11,77,7,2:25.149,+0.944,+0.016,173.7,11,MP Motorsport,R,,,,,,,,,,,,,,,Noah,DEGNBOL,,,DNK,,,,,,,
12,19,12,2:25.268,+1.063,+0.119,173.6,14,Teo Martin Motorsport,R,,,,,,,,,,,,,,,Filip,JENIC,,,SRB,,,,,,,
13,12,12,2:25.318,+1.113,+0.050,173.5,12,MP Motorsport,,,,,,,,,,,,,,,,Gil,MOLINA,,,MEX,,,,,,,
14,11,11,2:25.461,+1.256,+0.143,173.3,13,Pinnacle Motorsport,R,,,,,,,,,,,,,,,Alex,DUNNE,,,IRL,,,,,,,
15,6,10,2:25.471,+1.266,+0.010,173.3,12,Jenzer Motorsport,R,,,,,,,,,,,,,,,Francesco,BRASCHI,,,ITA,,,,,,,
16,1,13,2:25.587,+1.382,+0.116,173.2,14,Drivex School,R,,,,,,,,,,,,,,,Maksim,ARKHANGELSKII,,,RAF,,,,,,,
17,25,13,2:25.750,+1.545,+0.163,173.0,13,Campos Racing,,,,,,,,,,,,,,,,Sebastian,OGAARD,,,DNK,,,,,,,
18,3,12,2:25.973,+1.768,+0.223,172.7,14,Teo Martin Motorsport,R,,,,,,,,,,,,,,,Oliver,MICHL,,,HUN,,,,,,,
19,68,7,2:26.109,+1.904,+0.136,172.6,14,Drivex School,R,,,,,,,,,,,,,,,Branden,LEE OXLEY,,,GBR,,,,,,,
20,5,13,2:26.466,+2.261,+0.357,172.2,13,Jenzer Motorsport,R,,,,,,,,,,,,,,,Jorge,GARCIARCE,,,MEX,,,,,,,
21,26,8,2:26.497,+2.292,+0.031,172.1,14,GRS Team,R,,,,,,,,,,,,,,,Vladislav,RYABOV,,,RAF,,,,,,,
22,4,12,2:26.631,+2.426,+0.134,172.0,13,Jenzer Motorsport,R,,,,,,,,,,,,,,,Samir,BEN,,,CHE,,,,,,,
23,14,10,2:27.121,+2.916,+0.490,171.4,12,Drivex School,R,,,,,,,,,,,,,,,Guilherme,OLIVEIRA,,,PRT,,,,,,,
24,27,13,2:27.144,+2.939,+0.023,171.4,14,Campos Racing,R,,,,,,,,,,,,,,,Oleksandr,PARTYSHEV,,,UKR,,,,,,,
25,75,8,2:27.429,+3.224,+0.285,171.0,14,Drivex School,R,,,,,,,,,,,,,,,Noam,ABRAMCZYCK,,,FRA,,,,,,,
26,7,10,2:28.280,+4.075,+0.851,170.0,11,MP Motorsport,R,,,,,,,,,,,,,,,Emely,DE HEUS,,,DEU,,,,,,,
27,10,12,2:31.401,+7.196,+3.121,166.5,14,Drivex School,R,,,,,,,,,,,,,,,Lola,LOVINFOSSE,,,FRA,,,,,,,
28,13,0,,,,,0,MP Motorsport,R,,,,,,,,,,,,,,,Santiago,TRISINI,,,ITA,,,,,,,
