POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,69,12,2:22.482,-,-,177.0,14,Team GP Elite,PRO,,,Thierry Vermeulen,,,,,,,,,,,,Thierry,VERMEULEN,,,,,,,,,,
2,72,10,2:23.375,+0.893,+0.893,175.9,11,Team GP Elite,PRO,,,Steven van Rhee,,,,,,,,,,,,Steven,VAN RHEE,,,,,,,,,,
3,10,5,2:23.794,+1.312,+0.419,175.3,14,#Team PGZ by Red Ant Racing,PRO,,,Huub vanEijndhoven,,,,,,,,,,,,Huub,VAN EIJNDHOVEN,,,,,,,,,,
4,99,11,2:24.139,+1.657,+0.345,174.9,13,Belgium Racing,PRO,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Dylan,DERDAELE,,,,,,,,,,
5,15,15,2:24.313,+1.831,+0.174,174.7,15,NGT Racing,PRO,,,Glenn van Parijs,,,,,,,,,,,,Glenn,VAN PARIJS,,,,,,,,,,
6,31,12,2:24.451,+1.969,+0.138,174.6,14,PG Motorsport,PRO,,,AKF-Motorsport e.V.,,,,,,,,,,,,Sebastian,FREYMUTH,,,,,,,,,,
7,3,10,2:24.603,+2.121,+0.152,174.4,13,Team GP Elite,P/AM,,,Ziad Geris,,,,,,,,,,,,Ziad,GERIS,,,,,,,,,,
8,4,11,2:24.764,+2.282,+0.161,174.2,14,Team GP Elite,P/AM,,,Floris Dullaart,,,,,,,,,,,,Floris,DULLAART,,,,,,,,,,
9,22,10,2:25.291,+2.809,+0.527,173.5,14,DUWO Racing,P/AM,,,,,,,,,,,,,,,Andrey,MUKOVOZ,,,,,,,,,,
10,97,14,2:26.698,+4.216,+1.407,171.9,14,Belgium Racing,P/AM,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Nicolas,SAELENS,,,,,,,,,,
11,33,12,2:26.779,+4.297,+0.081,171.8,15,PG Motorsport,PRO,,,Felix Neuhofer,,,,,,,,,,,,Felix,NEUHOFER,,,,,,,,,,
12,55,6,2:26.880,+4.398,+0.101,171.7,12,Q1 Trackracing by EMG Motorsport,P/AM,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Filip,TEUNKENS,,,,,,,,,,
13,21,12,2:27.457,+4.975,+0.577,171.0,13,Speedlover,P/AM,,,John de Wilde,,,,,,,,,,,,John,DE WILDE,,,,,,,,,,
14,53,6,2:27.693,+5.211,+0.236,170.7,12,Q1 Trackracing by EMG Motorsport,P/AM,,,Nicolas Vandierendonck,,,,,,,,,,,,Nicolas,VANDIERENDONCK,,,,,,,,,,
15,14,14,2:27.756,+5.274,+0.063,170.6,15,NGT Racing,P/AM,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Michaël,COOL,,,,,,,,,,
16,54,10,2:28.122,+5.640,+0.366,170.2,13,Q1 Trackracing by EMG Motorsport,AM,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Jan,LAURYSSEN,,,,,,,,,,
17,2,14,2:28.486,+6.004,+0.364,169.8,14,Team GP Elite,PRO,,,Ghislain Cordeel,,,,,,,,,,,,Ghislain,CORDEEL,,,,,,,,,,
18,11,12,2:29.233,+6.751,+0.747,169.0,14,#Team PGZ by Red Ant Racing,AM,,,Luc Vanderfeesten,,,,,,,,,,,,Luc,VANDERFEESTEN,,,,,,,,,,
19,917,7,2:39.583,+17.101,+10.350,158.0,13,Parker Revs Motorsport,AM,,,Parker Revs Motorsport,,,,,,,,,,,,Jeroen,KREEFT,,,,,,,,,,
20,9,0,,,,,0,#Team PGZ by Red Ant Racing,PRO,,,,,,,,,,,,,,,Xavier,MAASSEN,,,,,,,,,,
