POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,10,11,2:21.845,-,-,177.8,12,#Team PGZ by JW RaceService,PRO,,,Huub vanEijndhoven,,,,,,,,,,,,Huub,VAN EIJNDHOVEN,,,,,,,,,,
2,69,8,2:22.373,+0.528,+0.528,177.1,12,Team GP Elite,PRO,,,Thierry Vermeulen,,,,,,,,,,,,Thierry,VERMEULEN,,,,,,,,,,
3,99,11,2:22.494,+0.649,+0.121,176.9,12,Belgium Racing,PRO,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Dylan,DERDAELE,,,,,,,,,,
4,72,8,2:22.658,+0.813,+0.164,176.7,11,Team GP Elite,PRO,,,Steven van Rhee,,,,,,,,,,,,Steven,VAN RHEE,,,,,,,,,,
5,15,8,2:23.202,+1.357,+0.544,176.1,11,NGT Racing,PRO,,,Glenn van Parijs,,,,,,,,,,,,Glenn,VAN PARIJS,,,,,,,,,,
6,54,9,2:23.524,+1.679,+0.322,175.7,12,Q1 Trackracing by EMG Motorsport,AM,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Jan,LAURYSSEN,,,,,,,,,,
7,31,12,2:23.647,+1.802,+0.123,175.5,13,PG Motorsport,PRO,,,AKF-Motorsport e.V.,,,,,,,,,,,,Sebastian,FREYMUTH,,,,,,,,,,
8,4,10,2:23.666,+1.821,+0.019,175.5,12,Team GP Elite,P/AM,,,Floris Dullaart,,,,,,,,,,,,Floris,DULLAART,,,,,,,,,,
9,21,10,2:24.359,+2.514,+0.693,174.7,13,Speedlover,P/AM,,,John de Wilde,,,,,,,,,,,,John,DE WILDE,,,,,,,,,,
10,22,9,2:24.969,+3.124,+0.610,173.9,12,DUWO Racing,P/AM,,,,,,,,,,,,,,,Andrey,MUKOVOZ,,,,,,,,,,
11,33,11,2:24.993,+3.148,+0.024,173.9,13,PG Motorsport,PRO,,,Felix Neuhofer,,,,,,,,,,,,Felix,NEUHOFER,,,,,,,,,,
12,97,10,2:25.220,+3.375,+0.227,173.6,13,Belgium Racing,P/AM,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Nicolas,SAELENS,,,,,,,,,,
13,3,8,2:25.306,+3.461,+0.086,173.5,11,Team GP Elite,P/AM,,,Ziad Geris,,,,,,,,,,,,Ziad,GERIS,,,,,,,,,,
14,14,10,2:26.692,+4.847,+1.386,171.9,13,NGT Racing,P/AM,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Michaël,COOL,,,,,,,,,,
15,11,13,2:28.193,+6.348,+1.501,170.1,13,#Team PGZ by Red Ant Racing,AM,,,Luc Vanderfeesten,,,,,,,,,,,,Luc,VANDERFEESTEN,,,,,,,,,,
16,55,12,2:28.469,+6.624,+0.276,169.8,12,Q1 Trackracing by EMG Motorsport,P/AM,,,Nationale Autoclub Excelsior,,,,,,,,,,,,Filip,TEUNKENS,,,,,,,,,,
17,2,10,2:28.972,+7.127,+0.503,169.3,12,Team GP Elite,PRO,,,Ghislain Cordeel,,,,,,,,,,,,Ghislain,CORDEEL,,,,,,,,,,
18,53,4,2:32.100,+10.255,+3.128,165.8,4,Q1 Trackracing by EMG Motorsport,P/AM,,,Nicolas Vandierendonck,,,,,,,,,,,,Nicolas,VANDIERENDONCK,,,,,,,,,,
19,917,8,2:37.598,+15.753,+5.498,160.0,11,Parker Revs Motorsport,AM,,,Parker Revs Motorsport,,,,,,,,,,,,Jeroen,KREEFT,,,,,,,,,,
