POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,8,10,2:35.024,-,-,162.6,10,Jenzer Motorsport,R,,,,,,,,,,,,,,,Santiago,RAMOS,,,MEX,,,,,,,
2,23,9,2:36.063,+1.039,+1.039,161.6,9,Campos Racing,R,,,,,,,,,,,,,,,Josep María,MARTÍ,,,ESP,,,,,,,
3,25,11,2:36.476,+1.452,+0.413,161.1,11,Campos Racing,,,,,,,,,,,,,,,,Sebastian,OGAARD,,,DNK,,,,,,,
4,9,11,2:37.482,+2.458,+1.006,160.1,11,MP Motorsport,R,,,,,,,,,,,,,,,Rik,KOEN,,,NLD,,,,,,,
5,77,11,2:37.659,+2.635,+0.177,159.9,11,MP Motorsport,R,,,,,,,,,,,,,,,Noah,DEGNBOL,,,DNK,,,,,,,
6,6,9,2:38.129,+3.105,+0.470,159.5,9,Jenzer Motorsport,R,,,,,,,,,,,,,,,Francesco,BRASCHI,,,ITA,,,,,,,
7,12,11,2:38.316,+3.292,+0.187,159.3,11,MP Motorsport,,,,,,,,,,,,,,,,Gil,MOLINA,,,MEX,,,,,,,
8,1,11,2:38.344,+3.320,+0.028,159.2,11,Drivex School,R,,,,,,,,,,,,,,,Maksim,ARKHANGELSKII,,,RAF,,,,,,,
9,11,11,2:38.969,+3.945,+0.625,158.6,12,Pinnacle Motorsport,R,,,,,,,,,,,,,,,Alex,DUNNE,,,IRL,,,,,,,
10,75,11,2:41.212,+6.188,+2.243,156.4,11,Drivex School,R,,,,,,,,,,,,,,,Noam,ABRAMCZYCK,,,FRA,,,,,,,
11,17,10,2:41.395,+6.371,+0.183,156.2,10,MP Motorsport,R,,,,,,,,,,,,,,,Dilano,VAN'T HOFF,,,NLD,,,,,,,
12,28,10,2:41.598,+6.574,+0.203,156.0,12,Formula de Campeones,R,,,,,,,,,,,,,,,Daniel,MACIA,,,ESP,,,,,,,
13,29,10,2:41.798,+6.774,+0.200,155.8,10,MP Motorsport,R,,,,,,,,,,,,,,,Georg,KELSTRUP,,,DNK,,,,,,,
14,68,9,2:42.043,+7.019,+0.245,155.6,9,Drivex School,R,,,,,,,,,,,,,,,Branden,LEE OXLEY,,,GBR,,,,,,,
15,19,11,2:42.147,+7.123,+0.104,155.5,11,Teo Martin Motorsport,R,,,,,,,,,,,,,,,Filip,JENIC,,,SRB,,,,,,,
16,14,11,2:42.289,+7.265,+0.142,155.4,11,Drivex School,R,,,,,,,,,,,,,,,Guilherme,OLIVEIRA,,,PRT,,,,,,,
17,13,10,2:42.294,+7.270,+0.005,155.4,10,MP Motorsport,R,,,,,,,,,,,,,,,Santiago,TRISINI,,,ITA,,,,,,,
18,3,11,2:43.350,+8.326,+1.056,154.4,11,Teo Martin Motorsport,R,,,,,,,,,,,,,,,Oliver,MICHL,,,HUN,,,,,,,
19,27,10,2:43.394,+8.370,+0.044,154.3,10,Campos Racing,R,,,,,,,,,,,,,,,Oleksandr,PARTYSHEV,,,UKR,,,,,,,
20,4,9,2:43.584,+8.560,+0.190,154.1,10,Jenzer Motorsport,R,,,,,,,,,,,,,,,Samir,BEN,,,CHE,,,,,,,
21,52,9,2:43.927,+8.903,+0.343,153.8,10,MP Motorsport,,,,,,,,,,,,,,,,Suleiman,ZANFARI,,,MAR,,,,,,,
22,26,13,2:43.970,+8.946,+0.043,153.8,13,GRS Team,R,,,,,,,,,,,,,,,Vladislav,RYABOV,,,RAF,,,,,,,
23,24,9,2:44.026,+9.002,+0.056,153.7,9,Campos Racing,,,,,,,,,,,,,,,,Alejandro,GARCÍA,,,MEX,,,,,,,
24,34,9,2:44.368,+9.344,+0.342,153.4,11,Formula de Campeones,,,,,,,,,,,,,,,,Enric,BORDÁS,,,ESP,,,,,,,
25,7,10,2:45.368,+10.344,+1.000,152.5,10,MP Motorsport,R,,,,,,,,,,,,,,,Emely,DE HEUS,,,DEU,,,,,,,
26,5,11,2:45.858,+10.834,+0.490,152.0,11,Jenzer Motorsport,R,,,,,,,,,,,,,,,Jorge,GARCIARCE,,,MEX,,,,,,,
27,44,7,2:47.732,+12.708,+1.874,150.3,10,MP Motorsport,R,,,,,,,,,,,,,,,Manuel,ESPIRITO SANTO,,,PRT,,,,,,,
28,10,10,2:52.745,+17.721,+5.013,146.0,11,Drivex School,R,,,,,,,,,,,,,,,Lola,LOVINFOSSE,,,FRA,,,,,,,
