POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,25,7,2:19.110,-,-,181.3,8,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Larry,TEN VOORDE,,,NLD,,,,,,,
2,92,8,2:19.134,+0.024,+0.024,181.2,10,VAN BERGHE Huber Racing,,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Laurin,HEINRICH,,,DEU,,,,,,,
3,27,3,2:19.327,+0.217,+0.193,181.0,10,Fach Auto Tech,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Christopher,ZÖCHLING,,,DEU,,,,,,,
4,77,8,2:19.342,+0.232,+0.015,181.0,10,Nebulus Racing by Huber,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Leon,KÖHLER,,,DEU,,,,,,,
5,17,9,2:19.562,+0.452,+0.220,180.7,11,Martinet by Alméras,R,G,,Porsche 911 GT3 Cup,,,,,,,,,,,,Dorian,BOCCOLACCI,,,FRA,,,,,,,
6,11,9,2:19.671,+0.561,+0.109,180.5,9,Team GP Elite,R,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Morris,SCHURING,,,NLD,,,,,,,
7,53,8,2:19.840,+0.730,+0.169,180.3,10,Phoenix Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ayhancan,GÜVEN,,,TUR,,,,,,,
8,24,8,2:19.860,+0.750,+0.020,180.3,10,GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Max,VAN SPLUNTEREN,,,NLD,,,,,,,
9,26,9,2:20.147,+1.037,+0.287,179.9,11,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jesse,VAN KUIJK,,,NLD,,,,,,,
10,15,11,2:20.359,+1.249,+0.212,179.6,11,GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Lucas,GROENEVELD,,,NLD,,,,,,,
11,10,11,2:20.658,+1.548,+0.299,179.3,12,Fach Auto Tech,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sandro,KAIBACH,,,DEU,,,,,,,
12,16,8,2:20.714,+1.604,+0.056,179.2,9,GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Daan,VAN KUIJK,,,NLD,,,,,,,
13,99,3,2:20.737,+1.627,+0.023,179.2,10,Allied Racing,R,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Bastian,BUUS,,,DNK,,,,,,,
14,4,8,2:20.796,+1.686,+0.059,179.1,10,Black Falcon Team Textar,R,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Loek,HARTOG,,,NLD,,,,,,,
15,57,5,2:20.906,+1.796,+0.110,178.9,11,CarTech Motorsport by Nigrin,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rudy,VAN BUREN,,,NLD,,,,,,,
16,18,10,2:21.092,+1.982,+0.186,178.7,12,HRT Performance,,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Julian,HANSES,,,DEU,,,,,,,
17,46,12,2:21.209,+2.099,+0.117,178.6,13,HRT Performance,R,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Fabio,CITIGNOLA,,,DEU,,,,,,,
18,6,8,2:21.866,+2.756,+0.657,177.7,10,Black Falcon Team Textar,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Carlos,RIVAS,,,LUX,,,,,,,
