POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,29,Classified,7,23:57.859,-,-,7,2:26.068,172.6,MP Motorsport,R,,,,,,,,,,,,,,,Georg,KELSTRUP,,,DNK,,,,,,,
2,17,Classified,7,23:58.107,+0.248,+0.248,7,2:25.763,173.0,MP Motorsport,R,,,,,,,,,,,,,,,Dilano,VAN'T HOFF,,,NLD,,,,,,,
3,25,Classified,7,23:59.358,+1.499,+1.251,7,2:26.170,172.5,Campos Racing,,,,,,,,,,,,,,,,Sebastian,OGAARD,,,DNK,,,,,,,
4,8,Classified,7,23:59.935,+2.076,+0.577,7,2:26.457,172.2,Jenzer Motorsport,R,,,,,,,,,,,,,,,Santiago,RAMOS,,,MEX,,,,,,,
5,11,Classified,7,24:00.098,+2.239,+0.163,7,2:26.174,172.5,Pinnacle Motorsport,R,,,,,,,,,,,,,,,Alex,DUNNE,,,IRL,,,,,,,
6,23,Classified,7,24:00.320,+2.461,+0.222,4,2:26.003,172.7,Campos Racing,R,,,,,,,,,,,,,,,Josep María,MARTÍ,,,ESP,,,,,,,
7,26,Classified,7,24:01.137,+3.278,+0.817,7,2:26.758,171.8,GRS Team,R,,,,,,,,,,,,,,,Vladislav,RYABOV,,,RAF,,,,,,,
8,77,Classified,7,24:01.689,+3.830,+0.552,7,2:26.363,172.3,MP Motorsport,R,,,,,,,,,,,,,,,Noah,DEGNBOL,,,DNK,,,,,,,
9,1,Classified,7,24:02.153,+4.294,+0.464,7,2:27.075,171.4,Drivex School,R,,,,,,,,,,,,,,,Maksim,ARKHANGELSKII,,,RAF,,,,,,,
10,3,Classified,7,24:02.597,+4.738,+0.444,7,2:26.827,171.7,Teo Martin Motorsport,R,,,,,,,,,,,,,,,Oliver,MICHL,,,HUN,,,,,,,
11,9,Classified,7,24:03.175,+5.316,+0.578,7,2:27.037,171.5,MP Motorsport,R,,,,,,,,,,,,,,,Rik,KOEN,,,NLD,,,,,,,
12,52,Classified,7,24:03.801,+5.942,+0.626,7,2:27.452,171.0,MP Motorsport,,,,,,,,,,,,,,,,Suleiman,ZANFARI,,,MAR,,,,,,,
13,13,Classified,7,24:04.214,+6.355,+0.413,7,2:27.170,171.3,MP Motorsport,R,,,,,,,,,,,,,,,Santiago,TRISINI,,,ITA,,,,,,,
14,5,Classified,7,24:04.488,+6.629,+0.274,7,2:26.937,171.6,Jenzer Motorsport,R,,,,,,,,,,,,,,,Jorge,GARCIARCE,,,MEX,,,,,,,
15,24,Classified,7,24:04.992,+7.133,+0.504,7,2:26.866,171.7,Campos Racing,,,,,,,,,,,,,,,,Alejandro,GARCÍA,,,MEX,,,,,,,
16,34,Classified,7,24:05.175,+7.316,+0.183,7,2:26.782,171.8,Formula de Campeones,,,,,,,,,,,,,,,,Enric,BORDÁS,,,ESP,,,,,,,
17,19,Classified,7,24:05.788,+7.929,+0.613,7,2:26.991,171.5,Teo Martin Motorsport,R,,,,,,,,,,,,,,,Filip,JENIC,,,SRB,,,,,,,
18,44,Classified,7,24:05.943,+8.084,+0.155,7,2:26.192,172.5,MP Motorsport,R,,,,,,,,,,,,,,,Manuel,ESPIRITO SANTO,,,PRT,,,,,,,
19,6,Classified,7,24:06.213,+8.354,+0.270,7,2:26.551,172.1,Jenzer Motorsport,R,,,,,,,,,,,,,,,Francesco,BRASCHI,,,ITA,,,,,,,
20,12,Classified,7,24:08.082,+10.223,+1.869,7,2:28.028,170.3,MP Motorsport,,,,,,,,,,,,,,,,Gil,MOLINA,,,MEX,,,,,,,
21,10,Classified,7,24:08.602,+10.743,+0.520,7,2:29.370,168.8,Drivex School,R,,,,,,,,,,,,,,,Lola,LOVINFOSSE,,,FRA,,,,,,,
22,14,Classified,7,24:10.533,+12.674,+1.931,7,2:29.188,169.0,Drivex School,R,,,,,,,,,,,,,,,Guilherme,OLIVEIRA,,,PRT,,,,,,,
23,7,Classified,7,24:11.389,+13.530,+0.856,7,2:29.261,168.9,MP Motorsport,R,,,,,,,,,,,,,,,Emely,DE HEUS,,,DEU,,,,,,,
,75,Not classified,4,14:43.370,,,4,2:27.868,170.5,Drivex School,R,,,,,,,,,,,,,,,Noam,ABRAMCZYCK,,,FRA,,,,,,,
,27,Not classified,4,15:21.528,,,4,2:59.540,140.4,Campos Racing,R,,,,,,,,,,,,,,,Oleksandr,PARTYSHEV,,,UKR,,,,,,,
,28,Not classified,0,,,,0,,,Formula de Campeones,R,,,,,,,,,,,,,,,Daniel,MACIA,,,ESP,,,,,,,
,68,Not classified,0,,,,0,,,Drivex School,R,,,,,,,,,,,,,,,Branden,LEE OXLEY,,,GBR,,,,,,,
,4,Not classified,0,,,,0,,,Jenzer Motorsport,R,,,,,,,,,,,,,,,Samir,BEN,,,CHE,,,,,,,
