POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,11,6,2:24.009,-,-,175.1,6,Pinnacle Motorsport,R,,,,,,,,,,,,,,,Alex,DUNNE,,,IRL,,,,,,,
2,28,6,2:24.013,+0.004,+0.004,175.1,6,Formula de Campeones,R,,,,,,,,,,,,,,,Daniel,MACIA,,,ESP,,,,,,,
3,17,7,2:24.082,+0.073,+0.069,175.0,7,MP Motorsport,R,,,,,,,,,,,,,,,Dilano,VAN'T HOFF,,,NLD,,,,,,,
4,8,6,2:24.118,+0.109,+0.036,175.0,6,Jenzer Motorsport,R,,,,,,,,,,,,,,,Santiago,RAMOS,,,MEX,,,,,,,
5,34,6,2:24.508,+0.499,+0.390,174.5,6,Formula de Campeones,,,,,,,,,,,,,,,,Enric,BORDÁS,,,ESP,,,,,,,
6,23,5,2:24.723,+0.714,+0.215,174.2,6,Campos Racing,R,,,,,,,,,,,,,,,Josep María,MARTÍ,,,ESP,,,,,,,
7,9,6,2:24.812,+0.803,+0.089,174.1,6,MP Motorsport,R,,,,,,,,,,,,,,,Rik,KOEN,,,NLD,,,,,,,
8,29,6,2:24.995,+0.986,+0.183,173.9,6,MP Motorsport,R,,,,,,,,,,,,,,,Georg,KELSTRUP,,,DNK,,,,,,,
9,24,6,2:25.115,+1.106,+0.120,173.8,6,Campos Racing,,,,,,,,,,,,,,,,Alejandro,GARCÍA,,,MEX,,,,,,,
10,44,6,2:25.167,+1.158,+0.052,173.7,6,MP Motorsport,R,,,,,,,,,,,,,,,Manuel,ESPIRITO SANTO,,,PRT,,,,,,,
11,1,6,2:25.175,+1.166,+0.008,173.7,6,Drivex School,R,,,,,,,,,,,,,,,Maksim,ARKHANGELSKII,,,RAF,,,,,,,
12,19,5,2:25.185,+1.176,+0.010,173.7,6,Teo Martin Motorsport,R,,,,,,,,,,,,,,,Filip,JENIC,,,SRB,,,,,,,
13,3,5,2:25.197,+1.188,+0.012,173.7,6,Teo Martin Motorsport,R,,,,,,,,,,,,,,,Oliver,MICHL,,,HUN,,,,,,,
14,25,5,2:25.322,+1.313,+0.125,173.5,6,Campos Racing,,,,,,,,,,,,,,,,Sebastian,OGAARD,,,DNK,,,,,,,
15,52,6,2:25.454,+1.445,+0.132,173.3,6,MP Motorsport,,,,,,,,,,,,,,,,Suleiman,ZANFARI,,,MAR,,,,,,,
16,26,6,2:25.477,+1.468,+0.023,173.3,6,GRS Team,R,,,,,,,,,,,,,,,Vladislav,RYABOV,,,RAF,,,,,,,
17,6,5,2:25.787,+1.778,+0.310,173.0,6,Jenzer Motorsport,R,,,,,,,,,,,,,,,Francesco,BRASCHI,,,ITA,,,,,,,
18,68,5,2:26.018,+2.009,+0.231,172.7,6,Drivex School,R,,,,,,,,,,,,,,,Branden,LEE OXLEY,,,GBR,,,,,,,
19,5,5,2:26.348,+2.339,+0.330,172.3,6,Jenzer Motorsport,R,,,,,,,,,,,,,,,Jorge,GARCIARCE,,,MEX,,,,,,,
20,13,6,2:26.386,+2.377,+0.038,172.2,6,MP Motorsport,R,,,,,,,,,,,,,,,Santiago,TRISINI,,,ITA,,,,,,,
21,77,6,2:26.506,+2.497,+0.120,172.1,6,MP Motorsport,R,,,,,,,,,,,,,,,Noah,DEGNBOL,,,DNK,,,,,,,
22,4,6,2:26.635,+2.626,+0.129,172.0,6,Jenzer Motorsport,R,,,,,,,,,,,,,,,Samir,BEN,,,CHE,,,,,,,
23,75,5,2:27.150,+3.141,+0.515,171.3,6,Drivex School,R,,,,,,,,,,,,,,,Noam,ABRAMCZYCK,,,FRA,,,,,,,
24,27,5,2:27.830,+3.821,+0.680,170.6,6,Campos Racing,R,,,,,,,,,,,,,,,Oleksandr,PARTYSHEV,,,UKR,,,,,,,
25,14,4,2:28.358,+4.349,+0.528,170.0,6,Drivex School,R,,,,,,,,,,,,,,,Guilherme,OLIVEIRA,,,PRT,,,,,,,
26,7,4,2:31.524,+7.515,+3.166,166.4,6,MP Motorsport,R,,,,,,,,,,,,,,,Emely,DE HEUS,,,DEU,,,,,,,
,10,5,2:34.114,,,163.6,6,Drivex School,R,,,,,,,,,,,,,,,Lola,LOVINFOSSE,,,FRA,,,,,,,
,12,2,2:45.461,,,152.4,2,MP Motorsport,,,,,,,,,,,,,,,,Gil,MOLINA,,,MEX,,,,,,,
