POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,71,Classified,13,26:23.964,-,-,9,2:01.108,172.2,,,,,Ralt RT3 - Alfa,,1982,,,,,,,,,,Matthieu,CHATEAUX,,,FRA,,,,,,,
2,81,Classified,13,26:33.025,+9.061,+9.061,6,2:01.175,172.1,,,,,March 783 - Toy,,1978,,,,,,,,,,Davide,LEONE,,,ITA,,,,,,,
3,21,Classified,13,26:33.987,+10.023,+0.962,13,2:00.284,173.4,,,,,March 793 - VW,,1979,,,,,,,,,,Frédéric,LAJOUX,,,MCO,,,,,,,
4,59,Classified,13,26:37.441,+13.477,+3.454,13,2:01.532,171.6,,,,,March 783 - Toy,,1978,,,,,,,,,,Frédéric,ROUVIER,,,FRA,,,,,,,
5,22,Classified,13,26:57.220,+33.256,+19.779,13,2:03.081,169.4,,,,,Ralt RT3 - Alfa,,1984,,,,,,,,,,Laurent,VALLERY-MASSON,,,FRA,,,,,,,
6,80,Classified,13,26:57.477,+33.513,+0.257,13,2:02.252,170.6,,,,,March 783 - Toy,,1978,,,,,,,,,,Valerio,LEONE,,,MCO,,,,,,,
7,15,Classified,13,27:03.007,+39.043,+5.530,12,2:02.880,169.7,,,,,Ralt RT3 - Alfa,,1983,,,,,,,,,,Carlos,ANTUNES TAVARES,,,FRA,,,,,,,
8,34,Classified,13,27:05.671,+41.707,+2.664,13,2:02.970,169.6,,,,,Martini MK42,,1984,,,,,,,,,,Bruno,HOUZELOT,,,FRA,,,,,,,
9,4,Classified,13,27:19.053,+55.089,+13.382,9,2:04.340,167.7,,,,,Martini MK31 - Toy,,1980,,,,,,,,,,Jean-Pierre,EYNARD-MACHET,,,FRA,,,,,,,
10,28,Classified,13,27:37.431,+1:13.467,+18.378,13,2:03.753,168.5,,,,,Chevron B38 - Toy,,1977,,,,,,,,,,Xavier,MICHEL,,,FRA,,,,,,,
11,89,Classified,13,27:52.657,+1:28.693,+15.226,7,2:06.971,164.2,,,,,March 743 - Toy,,1974,,,,,,,,,,Bruno,FERRARI,,,ITA,,,,,,,
12,6,Classified,13,27:56.540,+1:32.576,+3.883,10,2:06.746,164.5,,,,,March 793 - Toy,,1979,,,,,,,,,,Bernard,LACOUR,,,FRA,,,,,,,
13,31,Classified,13,28:06.318,+1:42.354,+9.778,10,2:07.278,163.9,,,,,Ralt RT1 - Toy,,1977,,,,,,,,,,Marco,COPPINI,,,ITA,,,,,,,
14,50,Classified,12,26:51.099,1 Lap,1 Lap,9,2:11.364,158.8,,,,,Ralt RT3,,1984,,,,,,,,,,Francesco,MACRI,,,ITA,,,,,,,
15,5,Classified,9,20:09.344,4 Laps,3 Laps,4,2:10.733,159.5,,,,,Argo JM10 - Toy,,1982,,,,,,,,,,Mauro,SCOTTI,,,CHE,,,,,,,
16,55,Classified,9,21:06.090,4 Laps,+56.746,9,2:15.921,153.4,,,,,March 793,,1978,,,,,,,,,,Paul,DANIELS,,,GBR,,,,,,,
17,41,Classified,5,11:47.995,8 Laps,4 Laps,4,2:04.295,167.8,,,,,March 783,,1979,,,,,,,,,,,NELSON,,,FRA,,,,,,,
,25,Not started,0,,,,0,,,,,,,Ralt RT3 - Toy,,1983,,,,,,,,,,Daniel,HORNUNG,,,DEU,,,,,,,
,96,Not started,0,,,,0,,,,,,,Ralt RT3,,1983,,,,,,,,,,Alexandre,FAUCHER,,,FRA,,,,,,,
,19,Not started,0,,,,0,,,,,,,Ralt RT3 - Alfa,,1983,,,,,,,,,,Roberto,NALE,,,ITA,,,,,,,
,44,Not started,0,,,,0,,,,,,,Chevron B38 - Toy,,1977,,,,,,,,,,Gianluigi,CANDIANI,,,ITA,,,,,,,
