POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,21,9,1:59.729,-,-,174.2,9,,,,,March 793 - VW,,1979,,,,,,,,,,Frédéric,LAJOUX,,,MCO,,,,,,,
2,71,8,1:59.972,+0.243,+0.243,173.8,8,,,,,Ralt RT3 - Alfa,,1982,,,,,,,,,,Matthieu,CHATEAUX,,,FRA,,,,,,,
3,81,7,2:00.000,+0.271,+0.028,173.8,10,,,,,March 783 - Toy,,1978,,,,,,,,,,Davide,LEONE,,,ITA,,,,,,,
4,59,9,2:01.609,+1.880,+1.609,171.5,10,,,,,March 783 - Toy,,1978,,,,,,,,,,Frédéric,ROUVIER,,,FRA,,,,,,,
5,80,9,2:02.081,+2.352,+0.472,170.8,10,,,,,March 783 - Toy,,1978,,,,,,,,,,Valerio,LEONE,,,MCO,,,,,,,
6,22,4,2:02.115,+2.386,+0.034,170.8,10,,,,,Ralt RT3 - Alfa,,1984,,,,,,,,,,Laurent,VALLERY-MASSON,,,FRA,,,,,,,
7,28,6,2:02.352,+2.623,+0.237,170.4,10,,,,,Chevron B38 - Toy,,1977,,,,,,,,,,Xavier,MICHEL,,,FRA,,,,,,,
8,34,6,2:02.552,+2.823,+0.200,170.2,10,,,,,Martini MK42,,1984,,,,,,,,,,Bruno,HOUZELOT,,,FRA,,,,,,,
9,41,3,2:03.260,+3.531,+0.708,169.2,4,,,,,March 783,,1979,,,,,,,,,,,NELSON,,,FRA,,,,,,,
10,4,7,2:03.458,+3.729,+0.198,168.9,10,,,,,Martini MK31 - Toy,,1980,,,,,,,,,,Jean-Pierre,EYNARD-MACHET,,,FRA,,,,,,,
11,15,8,2:03.897,+4.168,+0.439,168.3,10,,,,,Ralt RT3 - Alfa,,1983,,,,,,,,,,Carlos,ANTUNES TAVARES,,,FRA,,,,,,,
12,25,4,2:04.953,+5.224,+1.056,166.9,5,,,,,Ralt RT3 - Toy,,1983,,,,,,,,,,Daniel,HORNUNG,,,DEU,,,,,,,
13,96,5,2:05.575,+5.846,+0.622,166.1,9,,,,,Ralt RT3,,1983,,,,,,,,,,Alexandre,FAUCHER,,,FRA,,,,,,,
14,6,10,2:06.139,+6.410,+0.564,165.3,10,,,,,March 793 - Toy,,1979,,,,,,,,,,Bernard,LACOUR,,,FRA,,,,,,,
15,89,7,2:06.301,+6.572,+0.162,165.1,9,,,,,March 743 - Toy,,1974,,,,,,,,,,Bruno,FERRARI,,,ITA,,,,,,,
16,31,9,2:08.526,+8.797,+2.225,162.3,9,,,,,Ralt RT1 - Toy,,1977,,,,,,,,,,Marco,COPPINI,,,ITA,,,,,,,
17,5,8,2:09.952,+10.223,+1.426,160.5,9,,,,,Argo JM10 - Toy,,1982,,,,,,,,,,Mauro,SCOTTI,,,CHE,,,,,,,
18,50,5,2:11.936,+12.207,+1.984,158.1,9,,,,,Ralt RT3,,1984,,,,,,,,,,Francesco,MACRI,,,ITA,,,,,,,
19,55,7,2:16.901,+17.172,+4.965,152.3,9,,,,,March 793,,1978,,,,,,,,,,Paul,DANIELS,,,GBR,,,,,,,
20,19,0,,,,,0,,,,,Ralt RT3 - Alfa,,1983,,,,,,,,,,Roberto,NALE,,,ITA,,,,,,,
21,44,0,,,,,0,,,,,Chevron B38 - Toy,,1977,,,,,,,,,,Gianluigi,CANDIANI,,,ITA,,,,,,,
