POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,7,11,1:54.628,-,-,181.9,15,ART Grand Prix,,,,Tatuus F4-T421,,,,,,,,,,,,Lena,Bühler,,,CHE,BUH,,,,,,
2,10,13,1:54.683,+0.055,+0.055,181.8,15,Rodin Carlin,,,,Tatuus F4-T421,,,,,,,,,,,,Abbi,Pulling,,,GBR,PUL,,,,,,
3,15,15,1:54.783,+0.155,+0.100,181.7,16,Prema Racing,,,,Tatuus F4-T421,,,,,,,,,,,,Marta,García,,,ESP,GAR,,,,,,
4,4,14,1:54.839,+0.211,+0.056,181.6,15,MP Motorsport,,,,Tatuus F4-T421,,,,,,,,,,,,Hamda,Al Qubaisi,,,ARE,HAL,,,,,,
5,16,15,1:55.246,+0.618,+0.407,181.0,15,Prema Racing,,,,Tatuus F4-T421,,,,,,,,,,,,Bianca,Bustamante,,,PHL,BUS,,,,,,
6,8,13,1:55.383,+0.755,+0.137,180.7,13,ART Grand Prix,,,,Tatuus F4-T421,,,,,,,,,,,,Carrie,Schreiner,,,DEU,SCH,,,,,,
7,1,12,1:55.484,+0.856,+0.101,180.6,14,Mercantile Campos Racing,,,,Tatuus F4-T421,,,,,,,,,,,,Nerea,Martí,,,ESP,MAR,,,,,,
8,11,13,1:55.504,+0.876,+0.020,180.6,14,Rodin Carlin,,,,Tatuus F4-T421,,,,,,,,,,,,Jessica,Edgar,,,GBR,EDG,,,,,,
9,12,14,1:55.957,+1.329,+0.453,179.8,14,Rodin Carlin,,,,Tatuus F4-T421,,,,,,,,,,,,Megan,Gilkes,,,CAN,GIL,,,,,,
10,6,10,1:56.109,+1.481,+0.152,179.6,10,MP Motorsport,,,,Tatuus F4-T421,,,,,,,,,,,,Amna,Al Qubaisi,,,ARE,AAL,,,,,,
11,14,12,1:56.113,+1.485,+0.004,179.6,14,Prema Racing,,,,Tatuus F4-T421,,,,,,,,,,,,Chloe,Chong,,,GBR,CHO,,,,,,
12,9,14,1:56.338,+1.710,+0.225,179.3,15,ART Grand Prix,,,,Tatuus F4-T421,,,,,,,,,,,,Chloe,Grant,,,GBR,GRA,,,,,,
13,5,12,1:56.424,+1.796,+0.086,179.1,13,MP Motorsport,,,,Tatuus F4-T421,,,,,,,,,,,,Emely,de Heus,,,NLD,DEH,,,,,,
14,2,11,1:56.596,+1.968,+0.172,178.9,14,Mercantile Campos Racing,,,,Tatuus F4-T421,,,,,,,,,,,,Lola,Lovinfosse,,,FRA,LOV,,,,,,
15,3,12,1:58.118,+3.490,+1.522,176.6,14,Mercantile Campos Racing,,,,Tatuus F4-T421,,,,,,,,,,,,Maite,Cáceres,,,URY,CAC,,,,,,
