POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,21,Classified,10,27:00.228,-,-,3,2:01.790,171.2,,,,,March 793 - VW,,1979,,,,,,,,,,Frédéric,LAJOUX,,,MCO,,,,,,,
2,81,Classified,10,27:03.361,+3.133,+3.133,3,2:02.463,170.3,,,,,March 783 - Toy,,1978,,,,,,,,,,Davide,LEONE,,,ITA,,,,,,,
3,59,Classified,10,26:59.993,+4.765,+1.632,3,2:02.642,170.0,,,,,March 783 - Toy,,1978,,,,,,,,,,Frédéric,ROUVIER,,,FRA,,,,,,,
4,22,Classified,10,27:06.221,+5.993,+1.228,3,2:03.727,168.6,,,,,Ralt RT3 - Alfa,,1984,,,,,,,,,,Laurent,VALLERY-MASSON,,,FRA,,,,,,,
5,80,Classified,10,27:06.800,+6.572,+0.579,3,2:03.153,169.3,,,,,March 783 - Toy,,1978,,,,,,,,,,Valerio,LEONE,,,MCO,,,,,,,
6,34,Classified,10,27:06.974,+6.746,+0.174,3,2:04.716,167.2,,,,,Martini MK42,,1984,,,,,,,,,,Bruno,HOUZELOT,,,FRA,,,,,,,
7,19,Classified,10,27:13.120,+12.892,+6.146,10,2:06.517,164.8,,,,,Ralt RT3 - Alfa,,1983,,,,,,,,,,Roberto,NALE,,,ITA,,,,,,,
8,41,Classified,10,27:13.497,+13.269,+0.377,10,2:05.770,165.8,,,,,March 783,,1979,,,,,,,,,,,NELSON,,,FRA,,,,,,,
9,6,Classified,10,27:13.953,+13.725,+0.456,10,2:06.714,164.6,,,,,March 793 - Toy,,1979,,,,,,,,,,Bernard,LACOUR,,,FRA,,,,,,,
10,96,Classified,10,27:14.610,+14.382,+0.657,10,2:06.291,165.1,,,,,Ralt RT3,,1983,,,,,,,,,,Alexandre,FAUCHER,,,FRA,,,,,,,
11,31,Classified,10,27:22.888,+22.660,+8.278,2,2:10.306,160.0,,,,,Ralt RT1 - Toy,,1977,,,,,,,,,,Marco,COPPINI,,,ITA,,,,,,,
12,4,Classified,10,27:38.112,+37.884,+15.224,2,2:05.563,166.1,,,,,Martini MK31 - Toy,,1980,,,,,,,,,,Jean-Pierre,EYNARD-MACHET,,,FRA,,,,,,,
13,28,Classified,10,27:38.864,+38.636,+0.752,3,2:04.705,167.2,,,,,Chevron B38 - Toy,,1977,,,,,,,,,,Xavier,MICHEL,,,FRA,,,,,,,
14,50,Classified,10,27:57.873,+57.645,+19.009,10,2:11.585,158.5,,,,,Ralt RT3,,1984,,,,,,,,,,Francesco,MACRI,,,ITA,,,,,,,
,71,Not classified,4,8:18.604,,,3,2:02.127,170.8,,,,,Ralt RT3 - Alfa,,1982,,,,,,,,,,Matthieu,CHATEAUX,,,FRA,,,,,,,
,5,Not classified,4,9:57.560,,,3,2:12.483,157.4,,,,,Argo JM10 - Toy,,1982,,,,,,,,,,Mauro,SCOTTI,,,CHE,,,,,,,
,15,Not classified,3,6:18.733,,,3,2:04.417,167.6,,,,,Ralt RT3 - Alfa,,1983,,,,,,,,,,Carlos,ANTUNES TAVARES,,,FRA,,,,,,,
,55,Not classified,0,,,,0,,,,,,,March 793,,1978,,,,,,,,,,Paul,DANIELS,,,GBR,,,,,,,
,89,Not started,0,,,,0,,,,,,,March 743 - Toy,,1974,,,,,,,,,,Bruno,FERRARI,,,ITA,,,,,,,
