POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,15,6,1:54.151,-,-,182.7,6,Prema Racing,,,,Tatuus F4-T421,,,,,,,,,,,,Marta,García,,,ESP,GAR,,,,,,
2,4,6,1:54.515,+0.364,+0.364,182.1,6,MP Motorsport,,,,Tatuus F4-T421,,,,,,,,,,,,Hamda,Al Qubaisi,,,ARE,HAL,,,,,,
3,10,6,1:54.530,+0.379,+0.015,182.1,7,Rodin Carlin,,,,Tatuus F4-T421,,,,,,,,,,,,Abbi,Pulling,,,GBR,PUL,,,,,,
4,7,6,1:54.660,+0.509,+0.130,181.9,6,ART Grand Prix,,,,Tatuus F4-T421,,,,,,,,,,,,Lena,Bühler,,,CHE,BUH,,,,,,
5,8,6,1:54.868,+0.717,+0.208,181.6,6,ART Grand Prix,,,,Tatuus F4-T421,,,,,,,,,,,,Carrie,Schreiner,,,DEU,SCH,,,,,,
6,12,7,1:54.931,+0.780,+0.063,181.5,7,Rodin Carlin,,,,Tatuus F4-T421,,,,,,,,,,,,Megan,Gilkes,,,CAN,GIL,,,,,,
7,1,6,1:55.012,+0.861,+0.081,181.3,6,Mercantile Campos Racing,,,,Tatuus F4-T421,,,,,,,,,,,,Nerea,Martí,,,ESP,MAR,,,,,,
8,6,6,1:55.050,+0.899,+0.038,181.3,6,MP Motorsport,,,,Tatuus F4-T421,,,,,,,,,,,,Amna,Al Qubaisi,,,ARE,AAL,,,,,,
9,16,6,1:55.344,+1.193,+0.294,180.8,6,Prema Racing,,,,Tatuus F4-T421,,,,,,,,,,,,Bianca,Bustamante,,,PHL,BUS,,,,,,
10,9,6,1:55.691,+1.540,+0.347,180.3,6,ART Grand Prix,,,,Tatuus F4-T421,,,,,,,,,,,,Chloe,Grant,,,GBR,GRA,,,,,,
11,11,6,1:55.791,+1.640,+0.100,180.1,6,Rodin Carlin,,,,Tatuus F4-T421,,,,,,,,,,,,Jessica,Edgar,,,GBR,EDG,,,,,,
12,5,6,1:56.053,+1.902,+0.262,179.7,6,MP Motorsport,,,,Tatuus F4-T421,,,,,,,,,,,,Emely,de Heus,,,NLD,DEH,,,,,,
13,14,6,1:56.236,+2.085,+0.183,179.4,6,Prema Racing,,,,Tatuus F4-T421,,,,,,,,,,,,Chloe,Chong,,,GBR,CHO,,,,,,
14,2,6,1:56.909,+2.758,+0.673,178.4,6,Mercantile Campos Racing,,,,Tatuus F4-T421,,,,,,,,,,,,Lola,Lovinfosse,,,FRA,LOV,,,,,,
15,3,6,1:59.115,+4.964,+2.206,175.1,6,Mercantile Campos Racing,,,,Tatuus F4-T421,,,,,,,,,,,,Maite,Cáceres,,,URY,CAC,,,,,,
