POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,19,Classified,18,33:24.271,-,-,10,1:43.545,170.7,Allied-Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Harry,KING,,,GBR,KIN,,,,,,
2,1,Classified,18,33:25.047,+0.776,+0.776,11,1:43.406,170.9,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Larry,TEN VOORDE,,,NLD,LTV,,,,,,
3,21,Classified,18,33:26.438,+2.167,+1.391,17,1:43.601,170.6,Target,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,KLE,,,,,,
4,25,Classified,18,33:26.964,+2.693,+0.526,17,1:43.554,170.7,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ariel,LEVI,,,ISR,LEV,,,,,,
5,88,Classified,18,33:28.142,+3.871,+1.178,17,1:44.126,169.7,Team Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Horst Felix,FELBERMAYR,,,AUT,FEL,,,,,,
6,23,Classified,18,33:28.719,+4.448,+0.577,18,1:44.033,169.9,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Huub,VAN EIJNDHOVEN,,,NLD,HVE,,,,,,
7,16,Classified,18,33:30.093,+5.822,+1.374,17,1:43.948,170.0,Team Proton Huber Competition,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NLD,FSC,,,,,,
8,44,Classified,18,33:30.712,+6.441,+0.619,10,1:44.149,169.7,ID Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,James,KELLETT,,,GBR,KEL,,,,,,
9,15,Classified,18,33:31.326,+7.055,+0.614,11,1:43.905,170.1,Team75 Bernhard,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Janne,STIAK,,,DEU,STI,,,,,,
10,31,Classified,18,33:32.305,+8.034,+0.979,11,1:44.102,169.8,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sebastian,FREYMUTH,,,DEU,FRE,,,,,,
11,12,Classified,18,33:32.852,+8.581,+0.547,11,1:44.094,169.8,Target,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Senna,VAN SOELEN,,,NLD,SOE,,,,,,
12,55,Classified,18,33:33.757,+9.486,+0.905,7,1:44.478,169.1,CarTech Motorsport,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Colin Jamie,BÖNIGHAUSEN,,,DEU,BOE,,,,,,
13,13,Classified,18,33:34.776,+10.505,+1.019,5,1:43.918,170.1,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,TAUSCHER,,,DEU,TAU,,,,,,
14,14,Classified,18,33:36.165,+11.894,+1.389,11,1:43.443,170.8,Team75 Bernhard,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Robert,DE HAAN,,,NLD,DEH,,,,,,
15,43,Classified,18,33:36.526,+12.255,+0.361,11,1:44.920,168.4,Bonk Motorsport,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Karol,KRET,,,POL,KRE,,,,,,
16,42,Classified,18,33:38.585,+14.314,+2.059,9,1:45.366,167.7,ID Racing,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kiano,BLUM,,,AUT,BLU,,,,,,
17,5,Classified,18,33:39.514,+15.243,+0.929,17,1:45.339,167.8,GP Elite,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sören,SPRENG,,,DEU,SPE,,,,,,
18,54,Classified,18,33:40.721,+16.450,+1.207,18,1:45.337,167.8,CarTech Motorsport,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Michael,ESSMANN,,,DEU,ESS,,,,,,
19,91,Classified,18,33:41.476,+17.205,+0.755,7,1:45.240,167.9,HP Racing [a-workx],Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gian Luca,TÜCCAROGLU,,,DEU,TUC,,,,,,
20,84,Classified,18,33:46.341,+22.070,+4.865,16,1:45.811,167.0,CarTech Motorsport,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ahmad,ALSHEHAB,,,KWT,ALS,,,,,,
21,60,Classified,18,33:49.020,+24.749,+2.679,9,1:44.306,169.4,Allied-Racing,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,HARTVIG,,,DNK,HAR,,,,,,
22,22,Classified,18,34:21.156,+56.885,+32.136,11,1:46.427,166.1,GP Elite,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Samer,SHAHIN,,,AUS,SHA,,,,,,
,24,Not classified,10,17:41.905,,,10,1:44.064,169.8,Team GP Elite,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kas,HAVERKORT,,,NLD,HAV,,,,,,
,3,Not classified,7,12:32.439,,,6,1:44.554,169.0,Allied-Racing,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Nathan,SCHAAP,,,NLD,SCH,,,,,,
,98,Not classified,2,5:26.905,,,0,,,HP Racing [a-workx],,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jan,SEYFFERT,,,DEU,SEY,,,,,,
,34,Not classified,0,,,,0,,,Bonk Motorsport,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,DEU,OEV,,,,,,
