POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,1,23,1:42.655,-,-,172.2,24,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Larry,TEN VOORDE,,,NLD,LTV,,,,,,
2,19,21,1:42.697,+0.042,+0.042,172.1,23,Allied-Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Harry,KING,,,GBR,KIN,,,,,,
3,21,18,1:42.710,+0.055,+0.013,172.1,18,Target,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,KLE,,,,,,
4,34,25,1:42.710,+0.055,+0.000,172.1,25,Bonk Motorsport,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,DEU,OEV,,,,,,
5,13,21,1:42.822,+0.167,+0.112,171.9,22,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,TAUSCHER,,,DEU,TAU,,,,,,
6,23,22,1:43.088,+0.433,+0.266,171.4,23,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Huub,VAN EIJNDHOVEN,,,NLD,HVE,,,,,,
7,15,23,1:43.103,+0.448,+0.015,171.4,24,Team75 Bernhard,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Janne,STIAK,,,DEU,STI,,,,,,
8,25,22,1:43.148,+0.493,+0.045,171.3,24,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ariel,LEVI,,,ISR,LEV,,,,,,
9,24,22,1:43.210,+0.555,+0.062,171.2,22,Team GP Elite,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kas,HAVERKORT,,,NLD,HAV,,,,,,
10,31,20,1:43.251,+0.596,+0.041,171.2,23,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sebastian,FREYMUTH,,,DEU,FRE,,,,,,
11,55,26,1:43.325,+0.670,+0.074,171.0,26,CarTech Motorsport,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Colin Jamie,BÖNIGHAUSEN,,,DEU,BOE,,,,,,
12,44,24,1:43.498,+0.843,+0.173,170.8,25,ID Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,James,KELLETT,,,GBR,KEL,,,,,,
13,16,20,1:43.578,+0.923,+0.080,170.6,23,Team Proton Huber Competition,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NLD,FSC,,,,,,
14,88,22,1:43.588,+0.933,+0.010,170.6,22,Team Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Horst Felix,FELBERMAYR,,,AUT,FEL,,,,,,
15,14,9,1:43.925,+1.270,+0.337,170.0,13,Team75 Bernhard,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Robert,DE HAAN,,,NLD,DEH,,,,,,
16,60,19,1:43.932,+1.277,+0.007,170.0,20,Allied-Racing,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,HARTVIG,,,DNK,HAR,,,,,,
17,3,22,1:44.044,+1.389,+0.112,169.9,23,Allied-Racing,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Nathan,SCHAAP,,,NLD,SCH,,,,,,
18,12,24,1:44.052,+1.397,+0.008,169.8,25,Target,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Senna,VAN SOELEN,,,NLD,SOE,,,,,,
19,42,24,1:44.378,+1.723,+0.326,169.3,24,ID Racing,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kiano,BLUM,,,AUT,BLU,,,,,,
20,84,24,1:44.414,+1.759,+0.036,169.3,26,CarTech Motorsport,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ahmad,ALSHEHAB,,,KWT,ALS,,,,,,
21,98,22,1:44.507,+1.852,+0.093,169.1,24,HP Racing [a-workx],,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jan,SEYFFERT,,,DEU,SEY,,,,,,
22,91,25,1:44.723,+2.068,+0.216,168.8,25,HP Racing [a-workx],Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gian Luca,TÜCCAROGLU,,,DEU,TUC,,,,,,
23,43,23,1:44.861,+2.206,+0.138,168.5,25,Bonk Motorsport,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Karol,KRET,,,POL,KRE,,,,,,
24,5,20,1:45.054,+2.399,+0.193,168.2,23,GP Elite,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sören,SPRENG,,,DEU,SPE,,,,,,
25,22,23,1:45.977,+3.322,+0.923,166.8,25,GP Elite,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Samer,SHAHIN,,,AUS,SHA,,,,,,
26,54,17,1:46.422,+3.767,+0.445,166.1,20,CarTech Motorsport,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Michael,ESSMANN,,,DEU,ESS,,,,,,
