POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,19,Classified,19,33:02.676,-,-,8,1:43.699,170.4,Allied-Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Harry,KING,,,GBR,KIN,,,,,,
2,1,Classified,19,33:04.021,+1.345,+1.345,17,1:43.600,170.6,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Larry,TEN VOORDE,,,NLD,LTV,,,,,,
3,14,Classified,19,33:04.167,+1.491,+0.146,4,1:43.739,170.4,Team75 Bernhard,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Robert,DE HAAN,,,NLD,DEH,,,,,,
4,21,Classified,19,33:05.046,+2.370,+0.879,4,1:43.671,170.5,Target,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,KLE,,,,,,
5,23,Classified,19,33:06.670,+3.994,+1.624,5,1:43.825,170.2,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Huub,VAN EIJNDHOVEN,,,NLD,HVE,,,,,,
6,34,Classified,19,33:07.178,+4.502,+0.508,6,1:43.731,170.4,Bonk Motorsport,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,DEU,OEV,,,,,,
7,24,Classified,19,33:07.803,+5.127,+0.625,13,1:43.826,170.2,Team GP Elite,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kas,HAVERKORT,,,NLD,HAV,,,,,,
8,13,Classified,19,33:09.262,+6.586,+1.459,10,1:43.802,170.3,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,TAUSCHER,,,DEU,TAU,,,,,,
9,44,Classified,19,33:16.852,+14.176,+7.590,9,1:43.976,170.0,ID Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,James,KELLETT,,,GBR,KEL,,,,,,
10,16,Classified,19,33:19.057,+16.381,+2.205,8,1:44.183,169.6,Team Proton Huber Competition,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NLD,FSC,,,,,,
