POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,11,Classified,17,30:02.940,-,-,17,1:45.573,158.7,Schumacher CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
2,77,Classified,17,30:03.896,+0.956,+0.956,14,1:45.455,158.8,CLRT Schumacher,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,PERROT,,,FRA,,,,,,,
3,99,Classified,17,30:05.240,+2.300,+1.344,12,1:45.648,158.6,Schumacher CLRT,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcus,AMAND,,,FRA,,,,,,,
4,16,Classified,17,30:09.106,+6.166,+3.866,7,1:45.908,158.2,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathys,JAUBERT,,,FRA,,,,,,,
5,33,Classified,17,30:09.640,+6.700,+0.534,6,1:45.682,158.5,CLRT Schumacher,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paul,CAUHAUPE,,,FRA,,,,,,,
6,74,Classified,17,30:12.653,+9.713,+3.013,10,1:45.659,158.5,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Florian,LATORRE,,,FRA,,,,,,,
7,2,Classified,17,30:19.793,+16.853,+7.140,16,1:46.010,158.0,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Benjamin,PAQUE,,,BEL,,,,,,,
8,17,Classified,17,30:22.618,+19.678,+2.825,16,1:46.088,157.9,Martinet by Alméras,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Victor,BERNIER,,,FRA,,,,,,,
9,27,Classified,17,30:25.315,+22.375,+2.697,6,1:46.648,157.1,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marlon,HERNANDEZ,,,FRA,,,,,,,
10,29,Classified,17,30:29.406,+26.466,+4.091,17,1:46.722,157.0,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,ROUSSET,,,FRA,,,,,,,
11,14,Classified,17,30:34.858,+31.918,+5.452,4,1:46.810,156.8,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rodrigo,DIAS ALMEIDA,,,MOZ,,,,,,,
12,7,Classified,17,30:35.222,+32.282,+0.364,11,1:46.622,157.1,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
13,21,Classified,17,30:35.807,+32.867,+0.585,9,1:46.860,156.8,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,
14,44,Classified,17,30:41.617,+38.677,+5.810,13,1:47.287,156.1,Racing Technology,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cyril,CAILLO,,,FRA,,,,,,,
15,9,Classified,17,30:46.926,+43.986,+5.309,13,1:47.339,156.1,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sylvain,NOEL,,,FRA,,,,,,,
16,66,Classified,17,30:47.118,+44.178,+0.192,9,1:47.272,156.2,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sébastien,POISSON,,,FRA,,,,,,,
17,81,Classified,17,30:59.948,+57.008,+12.830,5,1:47.766,155.4,Debard Automobiles by Racetivity,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Eric,DEBARD,,,FRA,,,,,,,
18,67,Classified,17,31:03.744,+1:00.804,+3.796,9,1:48.739,154.0,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jordan,BOISSON,,,FRA,,,,,,,
19,47,Classified,17,31:17.416,+1:14.476,+13.672,3,1:47.418,155.9,EST1,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,REIMANN,,,EST,,,,,,,
20,5,Classified,15,31:21.252,2 Laps,2 Laps,2,1:54.336,146.5,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Patrick,CHARLAIX,,,CAN,,,,,,,
,88,Disqualified,17,30:54.524,,,10,1:47.852,155.3,Schumacher CLRT,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
