POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,11,Classified,17,30:00.933,-,-,3,1:45.503,158.8,Schumacher CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
2,77,Classified,17,30:01.572,+0.639,+0.639,5,1:45.616,158.6,CLRT Schumacher,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,PERROT,,,FRA,,,,,,,
3,99,Classified,17,30:08.699,+7.766,+7.127,6,1:45.707,158.5,Schumacher CLRT,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcus,AMAND,,,FRA,,,,,,,
4,16,Classified,17,30:14.775,+13.842,+6.076,4,1:45.858,158.2,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathys,JAUBERT,,,FRA,,,,,,,
5,33,Classified,17,30:16.131,+15.198,+1.356,3,1:45.798,158.3,CLRT Schumacher,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paul,CAUHAUPE,,,FRA,,,,,,,
6,2,Classified,17,30:17.905,+16.972,+1.774,2,1:45.955,158.1,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Benjamin,PAQUE,,,BEL,,,,,,,
7,17,Classified,17,30:19.329,+18.396,+1.424,3,1:46.327,157.5,Martinet by Alméras,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Victor,BERNIER,,,FRA,,,,,,,
8,29,Classified,17,30:22.942,+22.009,+3.613,6,1:46.370,157.5,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,ROUSSET,,,FRA,,,,,,,
9,27,Classified,17,30:27.391,+26.458,+4.449,17,1:46.484,157.3,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marlon,HERNANDEZ,,,FRA,,,,,,,
10,74,Classified,17,30:28.180,+27.247,+0.789,4,1:46.346,157.5,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Florian,LATORRE,,,FRA,,,,,,,
11,7,Classified,17,30:31.655,+30.722,+3.475,5,1:46.735,156.9,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
12,21,Classified,17,30:41.081,+40.148,+9.426,15,1:47.085,156.4,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,
13,9,Classified,17,30:47.068,+46.135,+5.987,6,1:47.572,155.7,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sylvain,NOEL,,,FRA,,,,,,,
14,44,Classified,17,30:53.827,+52.894,+6.759,5,1:47.557,155.7,Racing Technology,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cyril,CAILLO,,,FRA,,,,,,,
15,81,Classified,17,31:16.104,+1:15.171,+22.277,5,1:48.388,154.5,Debard Automobiles by Racetivity,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Eric,DEBARD,,,FRA,,,,,,,
16,67,Classified,17,31:21.021,+1:20.088,+4.917,5,1:48.036,155.0,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jordan,BOISSON,,,FRA,,,,,,,
17,88,Classified,17,31:29.868,+1:28.935,+8.847,4,1:48.416,154.5,Schumacher CLRT,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
18,47,Classified,16,29:02.051,1 Lap,1 Lap,10,1:46.963,156.6,EST1,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,REIMANN,,,EST,,,,,,,
19,5,Classified,15,30:06.231,2 Laps,1 Lap,2,1:53.365,147.8,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Patrick,CHARLAIX,,,CAN,,,,,,,
,66,Not classified,9,16:30.621,,,6,1:47.945,155.2,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sébastien,POISSON,,,FRA,,,,,,,
,14,Not classified,2,3:39.915,,,2,1:47.384,156.0,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rodrigo,DIAS ALMEIDA,,,MOZ,,,,,,,
