POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,11,13,1:44.464,-,-,160.3,14,Schumacher CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
2,99,13,1:44.674,+0.210,+0.210,160.0,14,Schumacher CLRT,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcus,AMAND,,,FRA,,,,,,,
3,77,13,1:44.794,+0.330,+0.120,159.8,14,CLRT Schumacher,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,PERROT,,,FRA,,,,,,,
4,2,11,1:44.800,+0.336,+0.006,159.8,13,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Benjamin,PAQUE,,,BEL,,,,,,,
5,33,12,1:45.075,+0.611,+0.275,159.4,13,CLRT Schumacher,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paul,CAUHAUPE,,,FRA,,,,,,,
6,16,11,1:45.136,+0.672,+0.061,159.3,13,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathys,JAUBERT,,,FRA,,,,,,,
7,74,12,1:45.348,+0.884,+0.212,159.0,12,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Florian,LATORRE,,,FRA,,,,,,,
8,17,13,1:45.545,+1.081,+0.197,158.7,14,Martinet by Alméras,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Victor,BERNIER,,,FRA,,,,,,,
9,27,13,1:45.661,+1.197,+0.116,158.5,14,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marlon,HERNANDEZ,,,FRA,,,,,,,
10,29,13,1:45.813,+1.349,+0.152,158.3,14,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,ROUSSET,,,FRA,,,,,,,
11,14,12,1:45.826,+1.362,+0.013,158.3,13,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rodrigo,DIAS ALMEIDA,,,MOZ,,,,,,,
12,21,12,1:46.275,+1.811,+0.449,157.6,13,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,
13,47,13,1:46.286,+1.822,+0.011,157.6,14,EST1,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,REIMANN,,,EST,,,,,,,
14,7,13,1:46.495,+2.031,+0.209,157.3,14,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
15,44,13,1:46.878,+2.414,+0.383,156.7,14,Racing Technology,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cyril,CAILLO,,,FRA,,,,,,,
16,9,11,1:47.099,+2.635,+0.221,156.4,13,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sylvain,NOEL,,,FRA,,,,,,,
17,67,12,1:47.162,+2.698,+0.063,156.3,14,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jordan,BOISSON,,,FRA,,,,,,,
18,88,13,1:47.660,+3.196,+0.498,155.6,14,Schumacher CLRT,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
19,66,5,1:47.748,+3.284,+0.088,155.5,10,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sébastien,POISSON,,,FRA,,,,,,,
20,81,10,1:48.366,+3.902,+0.618,154.6,12,Debard Automobiles by Racetivity,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Eric,DEBARD,,,FRA,,,,,,,
21,5,14,1:51.846,+7.382,+3.480,149.8,14,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Patrick,CHARLAIX,,,CAN,,,,,,,
