POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,11,10,1:45.943,-,-,158.1,14,Schumacher CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
2,2,16,1:46.181,+0.238,+0.238,157.8,18,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Benjamin,PAQUE,,,BEL,,,,,,,
3,77,7,1:46.188,+0.245,+0.007,157.7,18,CLRT Schumacher,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,PERROT,,,FRA,,,,,,,
4,99,18,1:46.256,+0.313,+0.068,157.6,20,Schumacher CLRT,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcus,AMAND,,,FRA,,,,,,,
5,16,5,1:46.488,+0.545,+0.232,157.3,18,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathys,JAUBERT,,,FRA,,,,,,,
6,74,13,1:46.500,+0.557,+0.012,157.3,15,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Florian,LATORRE,,,FRA,,,,,,,
7,33,5,1:46.549,+0.606,+0.049,157.2,20,CLRT Schumacher,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paul,CAUHAUPE,,,FRA,,,,,,,
8,29,6,1:46.871,+0.928,+0.322,156.7,19,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,ROUSSET,,,FRA,,,,,,,
9,17,8,1:47.026,+1.083,+0.155,156.5,18,Martinet by Alméras,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Victor,BERNIER,,,FRA,,,,,,,
10,47,15,1:47.145,+1.202,+0.119,156.3,17,EST1,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,REIMANN,,,EST,,,,,,,
11,21,12,1:47.266,+1.323,+0.121,156.2,17,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,
12,27,5,1:47.320,+1.377,+0.054,156.1,18,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marlon,HERNANDEZ,,,FRA,,,,,,,
13,7,15,1:47.472,+1.529,+0.152,155.9,19,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
14,14,5,1:47.650,+1.707,+0.178,155.6,16,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rodrigo,DIAS ALMEIDA,,,MOZ,,,,,,,
15,9,4,1:47.914,+1.971,+0.264,155.2,16,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sylvain,NOEL,,,FRA,,,,,,,
16,44,16,1:48.033,+2.090,+0.119,155.1,18,Racing Technology,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cyril,CAILLO,,,FRA,,,,,,,
17,66,15,1:48.125,+2.182,+0.092,154.9,20,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sébastien,POISSON,,,FRA,,,,,,,
18,67,14,1:48.590,+2.647,+0.465,154.3,18,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jordan,BOISSON,,,FRA,,,,,,,
19,88,18,1:48.646,+2.703,+0.056,154.2,19,Schumacher CLRT,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
20,81,4,1:48.880,+2.937,+0.234,153.8,16,Debard Automobiles by Racetivity,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Eric,DEBARD,,,FRA,,,,,,,
21,5,14,1:54.671,+8.728,+5.791,146.1,18,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Patrick,CHARLAIX,,,CAN,,,,,,,
