POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,16,Classified,17,31:52.245,-,-,4,1:51.435,169.4,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathys,JAUBERT,,,FRA,,,,,,,
2,11,Classified,17,31:52.488,+0.243,+0.243,4,1:50.961,170.2,Schumacher CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
3,77,Classified,17,31:55.506,+3.261,+3.018,4,1:51.648,169.1,CLRT Schumacher,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,PERROT,,,FRA,,,,,,,
4,99,Classified,17,31:56.205,+3.960,+0.699,2,1:51.686,169.1,Schumacher CLRT,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcus,AMAND,,,FRA,,,,,,,
5,74,Classified,17,31:57.577,+5.332,+1.372,7,1:51.790,168.9,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Florian,LATORRE,,,FRA,,,,,,,
6,33,Classified,17,32:02.779,+10.534,+5.202,8,1:52.059,168.5,CLRT Schumacher,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paul,CAUHAUPE,,,FRA,,,,,,,
7,17,Classified,17,32:04.854,+12.609,+2.075,7,1:52.289,168.2,Martinet by Alméras,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Victor,BERNIER,,,FRA,,,,,,,
8,2,Classified,17,32:08.899,+16.654,+4.045,14,1:52.427,167.9,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Benjamin,PAQUE,,,BEL,,,,,,,
9,27,Classified,17,32:12.758,+20.513,+3.859,11,1:52.574,167.7,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Francesco,BRASCHI,,,ITA,,,,,,,
10,29,Classified,17,32:13.702,+21.457,+0.944,7,1:52.794,167.4,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,ROUSSET,,,FRA,,,,,,,
11,21,Classified,17,32:21.679,+29.434,+7.977,4,1:52.830,167.3,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,
12,7,Classified,17,32:23.671,+31.426,+1.992,5,1:52.595,167.7,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
13,66,Classified,17,32:31.949,+39.704,+8.278,4,1:53.571,166.3,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sébastien,POISSON,,,FRA,,,,,,,
14,44,Classified,17,32:40.434,+48.189,+8.485,8,1:53.836,165.9,Racing Technology,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cyril,CAILLO,,,FRA,,,,,,,
15,88,Classified,17,32:42.840,+50.595,+2.406,16,1:54.001,165.6,Schumacher CLRT,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
16,81,Classified,17,32:45.832,+53.587,+2.992,10,1:54.050,165.6,Debard Automobiles by Racetivity,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Eric,DEBARD,,,FRA,,,,,,,
17,67,Classified,17,32:47.291,+55.046,+1.459,3,1:54.425,165.0,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jordan,BOISSON,,,FRA,,,,,,,
18,14,Classified,13,25:07.503,4 Laps,4 Laps,5,1:52.287,168.2,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gianmarco,QUARESMINI,,,ITA,,,,,,,
,5,Not classified,10,20:15.767,,,8,1:59.244,158.3,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Patrick,CHARLAIX,,,CAN,,,,,,,
