POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,27,12,2:11.845,-,-,143.2,12,Martinet-Forestiere Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Francesco,BRASCHI,,,ITA,,,,,,,
2,11,11,2:12.007,+0.162,+0.162,143.0,11,Schumacher CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
3,2,7,2:12.814,+0.969,+0.807,142.2,11,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Benjamin,PAQUE,,,BEL,,,,,,,
4,99,11,2:12.932,+1.087,+0.118,142.0,11,Schumacher CLRT,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcus,AMAND,,,FRA,,,,,,,
5,29,11,2:13.565,+1.720,+0.633,141.4,11,Martinet-Forestiere Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,ROUSSET,,,FRA,,,,,,,
6,77,12,2:13.702,+1.857,+0.137,141.2,12,CLRT Schumacher,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,PERROT,,,FRA,,,,,,,
7,17,8,2:13.704,+1.859,+0.002,141.2,10,Martinet by Alméras,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Victor,BERNIER,,,FRA,,,,,,,
8,16,10,2:14.205,+2.360,+0.501,140.7,11,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathys,JAUBERT,,,FRA,,,,,,,
9,14,5,2:14.312,+2.467,+0.107,140.6,10,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gianmarco,QUARESMINI,,,ITA,,,,,,,
10,33,10,2:14.774,+2.929,+0.462,140.1,10,CLRT Schumacher,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paul,CAUHAUPE,,,FRA,,,,,,,
11,21,10,2:15.280,+3.435,+0.506,139.6,11,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,
12,81,12,2:15.454,+3.609,+0.174,139.4,13,Debard Automobiles by Racetivity,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Eric,DEBARD,,,FRA,,,,,,,
13,7,11,2:15.755,+3.910,+0.301,139.1,11,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
14,66,12,2:17.991,+6.146,+2.236,136.8,12,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sébastien,POISSON,,,FRA,,,,,,,
15,67,8,2:18.080,+6.235,+0.089,136.7,12,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jordan,BOISSON,,,FRA,,,,,,,
16,74,6,2:18.303,+6.458,+0.223,136.5,6,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Florian,LATORRE,,,FRA,,,,,,,
17,44,11,2:19.621,+7.776,+1.318,135.2,11,Racing Technology,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cyril,CAILLO,,,FRA,,,,,,,
18,88,6,2:21.791,+9.946,+2.170,133.2,10,Schumacher CLRT,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
19,5,8,2:23.076,+11.231,+1.285,132.0,11,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Patrick,CHARLAIX,,,CAN,,,,,,,
