POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,27,Classified,15,28:08.003,-,-,4,1:51.868,149.7,HERRERO RACING,J,,,,,,,,,,,,,,,Ugo,DE WILDE,,,BEL,DEW,,,,,,
2,44,Classified,15,28:10.100,+2.097,+2.097,7,1:52.028,149.5,PATRICK ROGER AUTOSPORT GP,J,,,,,,,,,,,,,,,Lilou,WADOUX,,,FRA,,,,,,,
3,1,Classified,15,28:10.854,+2.851,+0.754,5,1:51.903,149.7,AUTOSPORT GP,,,,,,,,,,,,,,,,Jean-Baptiste,MELA,,,FRA,,,,,,,
4,69,Classified,15,28:12.709,+4.706,+1.855,11,1:52.031,149.5,LSGROUP AUTOSPORT GP,,,,,,,,,,,,,,,,Laurent,HURGON,,,FRA,,,,,,,
5,31,Classified,15,28:21.157,+13.154,+8.448,5,1:52.774,148.5,RACE CARS CONSULTING,J,,,,,,,,,,,,,,,Louis,MÉRIC,,,FRA,,,,,,,
6,3,Classified,15,28:28.521,+20.518,+7.364,9,1:52.836,148.5,CHAZEL TECHNOLOGIE COURSE,,,,,,,,,,,,,,,,Gosia,RDEST,,,POL,,,,,,,
7,8,Classified,15,28:29.449,+21.446,+0.928,11,1:52.309,149.1,AUTOSPORT GP,J,,,,,,,,,,,,,,,Simon,TIRMAN,,,FRA,,,,,,,
8,9,Classified,15,28:47.473,+39.470,+18.024,12,1:53.923,147.0,CHAZEL TECHNOLOGIE COURSE,G,,,,,,,,,,,,,,,Philippe,BOURGOIS,,,BEL,,,,,,,
9,63,Classified,15,28:48.031,+40.028,+0.558,13,1:53.601,147.5,HERRERO RACING,G,,,,,,,,,,,,,,,Stéphane,AURIACOMBE,,,FRA,,,,,,,
10,110,Classified,15,28:48.638,+40.635,+0.607,12,1:53.927,147.0,CHAZEL TECHNOLOGIE COURSE,G,VIP,,,,,,,,,,,,,,Philippe,QUETAUD,,,FRA,,,,,,,
11,41,Classified,15,28:51.292,+43.289,+2.654,14,1:53.891,147.1,RACE CARS CONSULTING,G,,,,,,,,,,,,,,,Anthony,FOURNIER,,,FRA,,,,,,,
12,14,Classified,15,29:00.683,+52.680,+9.391,11,1:53.998,146.9,CHAZEL TECHNOLOGIE COURSE,G,,,,,,,,,,,,,,,Jean-Paul,DOMINICI,,,FRA,,,,,,,
13,23,Classified,15,29:15.017,+1:07.014,+14.334,13,1:54.878,145.8,HERRERO RACING,G,,,,,,,,,,,,,,,Laurent,RICHARD,,,FRA,,,,,,,
14,7,Classified,15,29:24.243,+1:16.240,+9.226,10,1:55.596,144.9,HERRERO RACING,G,,,,,,,,,,,,,,,Franc,ROUXEL,,,FRA,,,,,,,
15,18,Classified,15,29:25.237,+1:17.234,+0.994,14,1:54.547,146.2,PATRICK ROGER AUTOSPORT GP,G,,,,,,,,,,,,,,,Pierre,MACCHI,,,FRA,,,,,,,
16,33,Classified,15,29:48.401,+1:40.398,+23.164,4,1:57.614,142.4,AUTOSPORT GP,G,,,,,,,,,,,,,,,Grégory,ROMANO,,,MCO,,,,,,,
17,11,Classified,1,2:01.628,14 Laps,14 Laps,0,,,HERRERO RACING,J,,,,,,,,,,,,,,,Corentin,TIERCE,,,FRA,,,,,,,
