POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,99,15,1:44.914,-,-,159.7,17,CLRT,Pro,,,,,,,,,,,,,,,Marvin,KLEIN,S,,FRA,,,,,,,
2,11,18,1:44.985,+0.071,+0.071,159.6,18,CLRT,Pro,,,,,,,,,,,,,,,Florian,LATORRE,S,,FRA,,,,,,,
3,36,14,1:45.217,+0.303,+0.232,159.2,16,Pierre Martinet by Alméras,Pro,,,,,,,,,,,,,,,Cooper,MURRAY,G,,AUS,,,,,,,
4,74,14,1:45.444,+0.530,+0.227,158.9,16,ABM,Pro,,,,,,,,,,,,,,,Victor,BLUGEON,S,,FRA,,,,,,,
5,19,17,1:45.458,+0.544,+0.014,158.8,18,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Dorian,BOCCOLACCI,S,,FRA,,,,,,,
6,33,17,1:45.750,+0.836,+0.292,158.4,17,MRT by CLRT,Pro,,,,,,,,,,,,,,,Evan,SPENLE,S,,FRA,,,,,,,
7,12,17,1:45.846,+0.932,+0.096,158.3,19,Ombra Racing,Pro,,,,,,,,,,,,,,,Gianmarco,QUARESMINI,S,,ITA,,,,,,,
8,1,16,1:46.185,+1.271,+0.339,157.8,17,BWT Lechner Racing,Pro,,,,,,,,,,,,,,,Jean-Baptiste,SIMMENAUER,S,,FRA,,,,,,,
9,911,19,1:46.468,+1.554,+0.283,157.3,19,Pierre Martinet by Alméras,Pro-Am,,,,,,,,,,,,,,,Christophe,LAPIERRE,S,,FRA,,,,,,,
10,87,15,1:46.479,+1.565,+0.011,157.3,18,BWT Lechner Racing,Pro,,,,,,,,,,,,,,,Richard,WAGNER,S,,DEU,,,,,,,
11,135,16,1:46.547,+1.633,+0.068,157.2,17,YDEO Compétition,Pro / R,,,,,,,,,,,,,,,Thomas,FRETIN,S,,FRA,,,,,,,
12,76,13,1:46.571,+1.657,+0.024,157.2,16,IMSA Performance,Pro-Am,,,,,,,,,,,,,,,Raymond,NARAC,S,,FRA,,,,,,,
13,55,16,1:46.593,+1.679,+0.022,157.1,17,BWT Lechner Racing,Pro-Am,,,,,,,,,,,,,,,Nicolas,MISSLIN,S,,MCO,,,,,,,
14,22,14,1:46.683,+1.769,+0.090,157.0,16,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Alessandro,GHIRETTI,S,,FRA,,,,,,,
15,77,15,1:46.731,+1.817,+0.048,156.9,18,CLRT,Am,,,,,,,,,,,,,,,Tugdual,RABREAU,S,,FRA,,,,,,,
16,16,9,1:46.839,+1.925,+0.108,156.8,12,Pierre Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Ugo,GAZIL,S,,FRA,,,,,,,
17,7,12,1:46.966,+2.052,+0.127,156.6,17,YDEO by Racing Technology,Pro-Am,,,,,,,,,,,,,,,Jérôme,BOULLERY,S,,FRA,,,,,,,
18,3,10,1:47.181,+2.267,+0.215,156.3,18,MRT by CLRT,Pro / R,,,,,,,,,,,,,,,Milan,PETELET,S,,FRA,,,,,,,
19,59,13,1:47.337,+2.423,+0.156,156.1,16,IMSA Performance,Am,,,,,,,,,,,,,,,Maxence,MAURICE,S,,FRA,,,,,,,
20,73,10,1:47.613,+2.699,+0.276,155.7,18,ABM,Am,,,,,,,,,,,,,,,Sébastien1,DUSSOLLIET,R,,FRA,,,,,,,
21,53,17,1:47.642,+2.728,+0.029,155.6,17,Spark by Racing Technology,Pro / R,,,,,,,,,,,,,,,Arthur,MATHIEU,S,,FRA,,,,,,,
22,44,5,1:47.925,+3.011,+0.283,155.2,18,CLRT,Am,,,,,,,,,,,,,,,Franck,LEHERPEUR,S,,FRA,,,,,,,
23,35,11,1:52.508,+7.594,+4.583,148.9,12,YDEO Compétition,Am,,,,,,,,,,,,,,,Benoit,FRETIN,S,,FRA,,,,,,,
