POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,27,6,1:52.021,-,-,149.5,10,HERRERO RACING,J,,,,,,,,,,,,,,,Ugo,DE WILDE,,,BEL,,,,,,,
2,8,5,1:52.312,+0.291,+0.291,149.1,9,AUTOSPORT GP,J,,,,,,,,,,,,,,,Simon,TIRMAN,,,FRA,,,,,,,
3,1,4,1:52.355,+0.334,+0.043,149.1,10,AUTOSPORT GP,,,,,,,,,,,,,,,,Jean-Baptiste,MELA,,,FRA,,,,,,,
4,44,5,1:52.394,+0.373,+0.039,149.0,10,PATRICK ROGER AUTOSPORT GP,J,,,,,,,,,,,,,,,Lilou,WADOUX,,,FRA,,,,,,,
5,69,3,1:52.636,+0.615,+0.242,148.7,10,LSGROUP AUTOSPORT GP,,,,,,,,,,,,,,,,Laurent,HURGON,,,FRA,,,,,,,
6,11,5,1:52.761,+0.740,+0.125,148.6,10,HERRERO RACING,J,,,,,,,,,,,,,,,Corentin,TIERCE,,,FRA,,,,,,,
7,31,4,1:52.951,+0.930,+0.190,148.3,10,RACE CARS CONSULTING,J,,,,,,,,,,,,,,,Louis,MÉRIC,,,FRA,,,,,,,
8,3,11,1:53.490,+1.469,+0.539,147.6,11,CHAZEL TECHNOLOGIE COURSE,,,,,,,,,,,,,,,,Gosia,RDEST,,,POL,,,,,,,
9,41,5,1:53.721,+1.700,+0.231,147.3,7,RACE CARS CONSULTING,G,,,,,,,,,,,,,,,Anthony,FOURNIER,,,FRA,,,,,,,
10,9,4,1:54.083,+2.062,+0.362,146.8,10,CHAZEL TECHNOLOGIE COURSE,G,,,,,,,,,,,,,,,Philippe,BOURGOIS,,,BEL,,,,,,,
11,63,7,1:54.257,+2.236,+0.174,146.6,10,HERRERO RACING,G,,,,,,,,,,,,,,,Stéphane,AURIACOMBE,,,FRA,,,,,,,
12,110,7,1:54.398,+2.377,+0.141,146.4,11,CHAZEL TECHNOLOGIE COURSE,G,VIP,,,,,,,,,,,,,,Philippe,QUETAUD,,,FRA,,,,,,,
13,18,8,1:54.530,+2.509,+0.132,146.3,10,PATRICK ROGER AUTOSPORT GP,G,,,,,,,,,,,,,,,Pierre,MACCHI,,,FRA,,,,,,,
14,23,7,1:55.264,+3.243,+0.734,145.3,10,HERRERO RACING,G,,,,,,,,,,,,,,,Laurent,RICHARD,,,FRA,,,,,,,
15,14,7,1:55.594,+3.573,+0.330,144.9,8,CHAZEL TECHNOLOGIE COURSE,G,,,,,,,,,,,,,,,Jean-Paul,DOMINICI,,,FRA,,,,,,,
16,7,9,1:55.821,+3.800,+0.227,144.6,11,HERRERO RACING,G,,,,,,,,,,,,,,,Franc,ROUXEL,,,FRA,,,,,,,
17,33,0,,,,,8,AUTOSPORT GP,G,,,,,,,,,,,,,,,Grégory,ROMANO,,,MCO,,,,,,,
