POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,11,18,1:44.932,-,-,159.6,19,CLRT,Pro,,,,,,,,,,,,,,,Florian,LATORRE,S,,FRA,,,,,,,
2,99,13,1:45.220,+0.288,+0.288,159.2,19,CLRT,Pro,,,,,,,,,,,,,,,Marvin,KLEIN,S,,FRA,,,,,,,
3,19,14,1:45.281,+0.349,+0.061,159.1,18,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Dorian,BOCCOLACCI,S,,FRA,,,,,,,
4,22,13,1:45.455,+0.523,+0.174,158.8,19,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Alessandro,GHIRETTI,S,,FRA,,,,,,,
5,36,10,1:45.658,+0.726,+0.203,158.5,19,Pierre Martinet by Alméras,Pro,,,,,,,,,,,,,,,Cooper,MURRAY,G,,AUS,,,,,,,
6,12,13,1:45.705,+0.773,+0.047,158.5,16,Ombra Racing,Pro,,,,,,,,,,,,,,,Gianmarco,QUARESMINI,S,,ITA,,,,,,,
7,1,14,1:45.791,+0.859,+0.086,158.3,18,BWT Lechner Racing,Pro,,,,,,,,,,,,,,,Jean-Baptiste,SIMMENAUER,S,,FRA,,,,,,,
8,33,14,1:45.905,+0.973,+0.114,158.2,21,MRT by CLRT,Pro,,,,,,,,,,,,,,,Evan,SPENLE,S,,FRA,,,,,,,
9,911,21,1:46.046,+1.114,+0.141,158.0,21,Pierre Martinet by Alméras,Pro-Am,,,,,,,,,,,,,,,Christophe,LAPIERRE,S,,FRA,,,,,,,
10,16,13,1:46.317,+1.385,+0.271,157.6,14,Pierre Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Ugo,GAZIL,S,,FRA,,,,,,,
11,87,13,1:46.455,+1.523,+0.138,157.4,19,BWT Lechner Racing,Pro,,,,,,,,,,,,,,,Richard,WAGNER,S,,DEU,,,,,,,
12,76,17,1:46.565,+1.633,+0.110,157.2,19,IMSA Performance,Pro-Am,,,,,,,,,,,,,,,Raymond,NARAC,S,,FRA,,,,,,,
13,55,18,1:46.690,+1.758,+0.125,157.0,18,BWT Lechner Racing,Pro-Am,,,,,,,,,,,,,,,Nicolas,MISSLIN,S,,MCO,,,,,,,
14,3,17,1:46.705,+1.773,+0.015,157.0,18,MRT by CLRT,Pro / R,,,,,,,,,,,,,,,Milan,PETELET,S,,FRA,,,,,,,
15,53,11,1:46.718,+1.786,+0.013,157.0,15,Spark by Racing Technology,Pro / R,,,,,,,,,,,,,,,Arthur,MATHIEU,S,,FRA,,,,,,,
16,7,12,1:46.744,+1.812,+0.026,156.9,17,YDEO by Racing Technology,Pro-Am,,,,,,,,,,,,,,,Jérôme,BOULLERY,S,,FRA,,,,,,,
17,74,5,1:46.880,+1.948,+0.136,156.7,8,ABM,Pro,,,,,,,,,,,,,,,Victor,BLUGEON,S,,FRA,,,,,,,
18,77,12,1:47.055,+2.123,+0.175,156.5,16,CLRT,Am,,,,,,,,,,,,,,,Tugdual,RABREAU,S,,FRA,,,,,,,
19,44,14,1:47.180,+2.248,+0.125,156.3,19,CLRT,Am,,,,,,,,,,,,,,,Franck,LEHERPEUR,S,,FRA,,,,,,,
20,73,17,1:47.189,+2.257,+0.009,156.3,19,ABM,Am,,,,,,,,,,,,,,,Sébastien,DUSSOLLIET,R,,FRA,,,,,,,
21,135,18,1:47.224,+2.292,+0.035,156.2,21,YDEO Compétition,Pro / R,,,,,,,,,,,,,,,Thomas,FRETIN,S,,FRA,,,,,,,
22,59,19,1:47.416,+2.484,+0.192,155.9,20,IMSA Performance,Am,,,,,,,,,,,,,,,Maxence,MAURICE,S,,FRA,,,,,,,
23,35,10,1:51.067,+6.135,+3.651,150.8,12,YDEO Compétition,Am,,,,,,,,,,,,,,,Benoit,FRETIN,S,,FRA,,,,,,,
