POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,99,Classified,18,31:32.300,-,-,13,1:44.795,159.8,CLRT,Pro,,,,,,,,,,,,,,,Marvin,KLEIN,S,,FRA,,,,,,,
2,11,Classified,18,31:32.856,+0.556,+0.556,5,1:44.587,160.2,CLRT,Pro,,,,,,,,,,,,,,,Florian,LATORRE,S,,FRA,,,,,,,
3,19,Classified,18,31:44.710,+12.410,+11.854,5,1:45.199,159.2,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Dorian,BOCCOLACCI,S,,FRA,,,,,,,
4,36,Classified,18,31:52.788,+20.488,+8.078,17,1:45.498,158.8,Pierre Martinet by Alméras,Pro,,,,,,,,,,,,,,,Cooper,MURRAY,G,,AUS,,,,,,,
5,33,Classified,18,31:54.621,+22.321,+1.833,16,1:45.448,158.9,MRT by CLRT,Pro,,,,,,,,,,,,,,,Evan,SPENLE,S,,FRA,,,,,,,
6,1,Classified,18,31:58.797,+26.497,+4.176,17,1:45.511,158.8,BWT Lechner Racing,Pro,,,,,,,,,,,,,,,Jean-Baptiste,SIMMENAUER,S,,FRA,,,,,,,
7,87,Classified,18,32:00.697,+28.397,+1.900,7,1:45.237,159.2,BWT Lechner Racing,Pro,,,,,,,,,,,,,,,Richard,WAGNER,S,,DEU,,,,,,,
8,3,Classified,18,32:09.128,+36.828,+8.431,17,1:45.883,158.2,MRT by CLRT,Pro / R,,,,,,,,,,,,,,,Milan,PETELET,S,,FRA,,,,,,,
9,74,Classified,18,32:14.278,+41.978,+5.150,4,1:46.135,157.8,ABM,Pro,,,,,,,,,,,,,,,Victor,BLUGEON,S,,FRA,,,,,,,
10,911,Classified,18,32:14.419,+42.119,+0.141,8,1:46.182,157.8,Pierre Martinet by Alméras,Pro-Am,,,,,,,,,,,,,,,Christophe,LAPIERRE,S,,FRA,,,,,,,
11,76,Classified,18,32:17.620,+45.320,+3.201,12,1:46.307,157.6,IMSA Performance,Pro-Am,,,,,,,,,,,,,,,Raymond,NARAC,S,,FRA,,,,,,,
12,73,Classified,18,32:20.144,+47.844,+2.524,10,1:46.655,157.1,ABM,Am,,,,,,,,,,,,,,,Sébastien,DUSSOLLIET,R,,FRA,,,,,,,
13,55,Classified,18,32:20.730,+48.430,+0.586,4,1:46.344,157.5,BWT Lechner Racing,Pro-Am,,,,,,,,,,,,,,,Nicolas,MISSLIN,S,,MCO,,,,,,,
14,7,Classified,18,32:27.070,+54.770,+6.340,9,1:46.680,157.0,YDEO by Racing Technology,Pro-Am,,,,,,,,,,,,,,,Jérôme,BOULLERY,S,,FRA,,,,,,,
15,77,Classified,18,32:29.850,+57.550,+2.780,10,1:46.812,156.8,CLRT,Am,,,,,,,,,,,,,,,Tugdual,RABREAU,S,,FRA,,,,,,,
16,53,Classified,18,32:36.042,+1:03.742,+6.192,15,1:47.208,156.2,Spark by Racing Technology,Pro / R,,,,,,,,,,,,,,,Arthur,MATHIEU,S,,FRA,,,,,,,
17,59,Classified,18,32:37.794,+1:05.494,+1.752,13,1:47.105,156.4,IMSA Performance,Am,,,,,,,,,,,,,,,Maxence,MAURICE,S,,FRA,,,,,,,
18,44,Classified,18,32:48.133,+1:15.833,+10.339,13,1:47.556,155.7,CLRT,Am,,,,,,,,,,,,,,,Franck,LEHERPEUR,S,,FRA,,,,,,,
19,135,Classified,18,32:49.986,+1:17.686,+1.853,12,1:47.055,156.5,YDEO Compétition,Pro / R,,,,,,,,,,,,,,,Thomas,FRETIN,S,,FRA,,,,,,,
20,16,Classified,18,32:55.604,+1:23.304,+5.618,14,1:45.760,158.4,Pierre Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Ugo,GAZIL,S,,FRA,,,,,,,
,12,Not classified,2,4:51.295,,,0,,,Ombra Racing,Pro,,,,,,,,,,,,,,,Gianmarco,QUARESMINI,S,,ITA,,,,,,,
,22,Not classified,1,2:08.916,,,0,,,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Alessandro,GHIRETTI,S,,FRA,,,,,,,
,35,Not classified,0,,,,0,,,YDEO Compétition,Am,,,,,,,,,,,,,,,Benoit,FRETIN,S,,FRA,,,,,,,
