POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,11,13,1:43.967,-,-,161.1,14,CLRT,Pro,,,,,,,,,,,,,,,Florian,LATORRE,S,,FRA,,,,,,,
2,99,12,1:44.048,+0.081,+0.081,161.0,13,CLRT,Pro,,,,,,,,,,,,,,,Marvin,KLEIN,S,,FRA,,,,,,,
3,19,12,1:44.222,+0.255,+0.174,160.7,13,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Dorian,BOCCOLACCI,S,,FRA,,,,,,,
4,22,11,1:44.484,+0.517,+0.262,160.3,12,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Alessandro,GHIRETTI,S,,FRA,,,,,,,
5,16,13,1:44.523,+0.556,+0.039,160.3,13,Pierre Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Ugo,GAZIL,S,,FRA,,,,,,,
6,12,13,1:44.623,+0.656,+0.100,160.1,14,Ombra Racing,Pro,,,,,,,,,,,,,,,Gianmarco,QUARESMINI,S,,ITA,,,,,,,
7,36,12,1:44.668,+0.701,+0.045,160.0,13,Pierre Martinet by Alméras,Pro,,,,,,,,,,,,,,,Cooper,MURRAY,G,,AUS,,,,,,,
8,33,12,1:44.672,+0.705,+0.004,160.0,12,MRT by CLRT,Pro,,,,,,,,,,,,,,,Evan,SPENLE,S,,FRA,,,,,,,
9,1,12,1:44.982,+1.015,+0.310,159.6,12,BWT Lechner Racing,Pro,,,,,,,,,,,,,,,Jean-Baptiste,SIMMENAUER,S,,FRA,,,,,,,
10,87,11,1:45.189,+1.222,+0.207,159.2,11,BWT Lechner Racing,Pro,,,,,,,,,,,,,,,Richard,WAGNER,S,,DEU,,,,,,,
11,74,13,1:45.440,+1.473,+0.251,158.9,13,ABM,Pro,,,,,,,,,,,,,,,Victor,BLUGEON,S,,FRA,,,,,,,
12,3,12,1:45.632,+1.665,+0.192,158.6,13,MRT by CLRT,Pro / R,,,,,,,,,,,,,,,Milan,PETELET,S,,FRA,,,,,,,
13,55,13,1:45.639,+1.672,+0.007,158.6,13,BWT Lechner Racing,Pro-Am,,,,,,,,,,,,,,,Nicolas,MISSLIN,S,,MCO,,,,,,,
14,911,14,1:45.697,+1.730,+0.058,158.5,15,Pierre Martinet by Alméras,Pro-Am,,,,,,,,,,,,,,,Christophe,LAPIERRE,S,,FRA,,,,,,,
15,7,10,1:45.950,+1.983,+0.253,158.1,15,YDEO by Racing Technology,Pro-Am,,,,,,,,,,,,,,,Jérôme,BOULLERY,S,,FRA,,,,,,,
16,76,4,1:45.978,+2.011,+0.028,158.1,14,IMSA Performance,Pro-Am,,,,,,,,,,,,,,,Raymond,NARAC,S,,FRA,,,,,,,
17,73,11,1:46.310,+2.343,+0.332,157.6,12,ABM,Am,,,,,,,,,,,,,,,Sébastien,DUSSOLLIET,R,,FRA,,,,,,,
18,59,14,1:46.497,+2.530,+0.187,157.3,14,IMSA Performance,Am,,,,,,,,,,,,,,,Maxence,MAURICE,S,,FRA,,,,,,,
19,44,10,1:47.041,+3.074,+0.544,156.5,14,CLRT,Am,,,,,,,,,,,,,,,Franck,LEHERPEUR,S,,FRA,,,,,,,
20,135,7,1:47.131,+3.164,+0.090,156.4,14,YDEO Compétition,Pro / R,,,,,,,,,,,,,,,Thomas,FRETIN,S,,FRA,,,,,,,
21,77,14,1:47.204,+3.237,+0.073,156.3,14,CLRT,Am,,,,,,,,,,,,,,,Tugdual,RABREAU,S,,FRA,,,,,,,
22,35,14,1:50.241,+6.274,+3.037,151.9,14,YDEO Compétition,Am,,,,,,,,,,,,,,,Benoit,FRETIN,S,,FRA,,,,,,,
,53,9,1:53.341,,,147.8,13,Spark by Racing Technology,Pro / R,,,,,,,,,,,,,,,Arthur,MATHIEU,S,,FRA,,,,,,,
