POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,6,3,2:02.757,-,-,158.7,5,Pure Rxcing,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Harry,KING,,,GBR,,,,,,,
2,12,4,2:03.335,+0.578,+0.578,158.0,5,BWT Junior Racing,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Harri,JONES,,,AUS,,,,,,,
3,75,7,2:03.484,+0.727,+0.149,157.8,9,Huber Racing,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Ariel,LEVI,,,ISR,,,,,,,
4,7,8,2:03.866,+1.109,+0.382,157.3,10,Saudi Racing,Pro,GCC,,Porsche 992 GT3 CUP,,,,,,,,,,,,Bandar,ALESAYI,,,SAU,,,,,,,
5,89,6,2:03.947,+1.190,+0.081,157.2,8,Huber Racing,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Bashar,MARDINI,,,CAN,,,,,,,
6,2,7,2:04.021,+1.264,+0.074,157.1,8,Team GP Elite,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Ghislain,CORDEEL,,,BEL,,,,,,,
7,5,10,2:04.116,+1.359,+0.095,157.0,11,Team GP Elite,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Soeren,SPRENG,,,DEU,,,,,,,
8,4,9,2:04.202,+1.445,+0.086,156.9,11,Huber Racing,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Georgi,DONCHEV,,,BGR,,,,,,,
9,91,4,2:04.227,+1.470,+0.025,156.8,5,Pure Rxcing,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Alex,MALYKHIN,,,GBR,,,,,,,
10,83,7,2:04.244,+1.487,+0.017,156.8,8,Huber Racing,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Frederick,JERICH,,,AUT,,,,,,,
11,27,6,2:04.285,+1.528,+0.041,156.8,6,Team Bahrain,ProAm,GCC,,Porsche 992 GT3 CUP,,,,,,,,,,,,Salman,AL KHALIFA,,,BHR,KHA,,,,,,
12,23,9,2:04.667,+1.910,+0.382,156.3,12,Saudi Racing,ProAm,GCC,Rookie,Porsche 992 GT3 CUP,,,,,,,,,,,,Khaled,ALAHMADI (R),,,SAU,,,,,,,
13,10,3,2:04.871,+2.114,+0.204,156.0,8,DHL Team,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Florian,JANITS,,,AUT,,,,,,,
14,84,8,2:05.105,+2.348,+0.234,155.7,9,Team Kuwait,ProAm,GCC,,Porsche 992 GT3 CUP,,,,,,,,,,,,Ahmad,AL-SHEHAB,,,KWT,SHE,,,,,,
15,3,9,2:05.256,+2.499,+0.151,155.5,12,Saudi Racing,ProAm,GCC,Rookie,Porsche 992 GT3 CUP,,,,,,,,,,,,Saud,AL SAUD (R),,,SAU,SAU,,,,,,
16,77,8,2:05.300,+2.543,+0.044,155.5,11,Saudi Racing,ProAm,GCC,Rookie,Porsche 992 GT3 CUP,,,,,,,,,,,,Khaled,ALZAYED (R),,,SAU,,,,,,,
17,17,11,2:05.573,+2.816,+0.273,155.2,11,M3L Team,Am,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Mark,J. THOMAS,,,CAN,THO,,,,,,
18,42,4,2:05.812,+3.055,+0.239,154.9,12,Team GP Elite,Am,,Rookie,Porsche 992 GT3 CUP,,,,,,,,,,,,Cedric,CHASSANG (R),,,FRA,,,,,,,
19,25,5,2:08.490,+5.733,+2.678,151.6,13,Team GP Elite,Am,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Jan,DOBBER,,,NLD,,,,,,,
