POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,6,Classified,12,24:48.533,-,-,2,2:03.044,158.3,Pure Rxcing,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Harry,KING,,,GBR,,,,,,,
2,2,Classified,12,25:21.317,+32.784,+32.784,3,2:04.566,156.4,Team GP Elite,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Ghislain,CORDEEL,,,BEL,,,,,,,
3,75,Classified,12,25:21.743,+33.210,+0.426,2,2:04.803,156.1,Huber Racing,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Ariel,LEVI,,,ISR,,,,,,,
4,27,Classified,12,25:22.944,+34.411,+1.201,4,2:05.202,155.6,Team Bahrain,ProAm,GCC,,Porsche 992 GT3 CUP,,,,,,,,,,,,Salman,AL KHALIFA,,,BHR,KHA,,,,,,
5,89,Classified,12,25:23.238,+34.705,+0.294,2,2:05.174,155.6,Huber Racing,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Bashar,MARDINI,,,CAN,,,,,,,
6,7,Classified,12,25:24.462,+35.929,+1.224,2,2:05.106,155.7,Saudi Racing,Pro,GCC,,Porsche 992 GT3 CUP,,,,,,,,,,,,Bandar,ALESAYI,,,SAU,,,,,,,
7,12,Classified,12,25:25.033,+36.500,+0.571,4,2:04.771,156.2,BWT Junior Racing,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Harri,JONES,,,AUS,,,,,,,
8,10,Classified,12,25:25.997,+37.464,+0.964,3,2:05.312,155.5,DHL Team,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Florian,JANITS,,,AUT,,,,,,,
9,4,Classified,12,25:29.500,+40.967,+3.503,3,2:05.693,155.0,Huber Racing,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Georgi,DONCHEV,,,BGR,,,,,,,
10,91,Classified,12,25:29.740,+41.207,+0.240,6,2:05.508,155.2,Pure Rxcing,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Alex,MALYKHIN,,,GBR,,,,,,,
11,84,Classified,12,25:30.627,+42.094,+0.887,3,2:05.773,154.9,Team Kuwait,ProAm,GCC,,Porsche 992 GT3 CUP,,,,,,,,,,,,Ahmad,AL-SHEHAB,,,KWT,SHE,,,,,,
12,83,Classified,12,25:31.565,+43.032,+0.938,4,2:05.791,154.9,Huber Racing,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Frederick,JERICH,,,AUT,,,,,,,
13,23,Classified,12,25:40.269,+51.736,+8.704,10,2:07.069,153.3,Saudi Racing,ProAm,GCC,Rookie,Porsche 992 GT3 CUP,,,,,,,,,,,,Khaled,ALAHMADI (R),,,SAU,,,,,,,
14,5,Classified,12,25:41.067,+52.534,+0.798,8,2:06.473,154.1,Team GP Elite,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Soeren,SPRENG,,,DEU,,,,,,,
15,77,Classified,12,25:45.242,+56.709,+4.175,9,2:07.445,152.9,Saudi Racing,ProAm,GCC,Rookie,Porsche 992 GT3 CUP,,,,,,,,,,,,Khaled,ALZAYED (R),,,SAU,,,,,,,
16,3,Classified,12,25:47.540,+59.007,+2.298,4,2:07.496,152.8,Saudi Racing,ProAm,GCC,Rookie,Porsche 992 GT3 CUP,,,,,,,,,,,,Saud,AL SAUD (R),,,SAU,SAU,,,,,,
17,17,Classified,12,25:48.295,+59.762,+0.755,4,2:07.227,153.1,M3L Team,Am,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Mark,J. THOMAS,,,CAN,THO,,,,,,
18,42,Classified,12,26:04.692,+1:16.159,+16.397,4,2:07.245,153.1,Team GP Elite,Am,,Rookie,Porsche 992 GT3 CUP,,,,,,,,,,,,Cedric,CHASSANG (R),,,FRA,,,,,,,
19,25,Classified,12,26:16.530,+1:27.997,+11.838,4,2:09.875,150.0,Team GP Elite,Am,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Jan,DOBBER,,,NLD,,,,,,,
