POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,6,14,2:03.012,-,-,158.4,14,Pure Rxcing,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Harry,KING,,,GBR,,,,,,,
2,12,14,2:03.458,+0.446,+0.446,157.8,17,BWT Junior Racing,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Harri,JONES,,,AUS,,,,,,,
3,75,11,2:03.570,+0.558,+0.112,157.7,12,Huber Racing,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Ariel,LEVI,,,ISR,,,,,,,
4,4,14,2:03.775,+0.763,+0.205,157.4,17,Huber Racing,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Georgi,DONCHEV,,,BGR,,,,,,,
5,2,14,2:04.066,+1.054,+0.291,157.0,15,Team GP Elite,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Ghislain,CORDEEL,,,BEL,,,,,,,
6,10,13,2:04.378,+1.366,+0.312,156.6,15,DHL Team,Pro,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Florian,JANITS,,,AUT,,,,,,,
7,83,13,2:04.421,+1.409,+0.043,156.6,14,Huber Racing,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Frederick,JERICH,,,AUT,,,,,,,
8,7,13,2:04.450,+1.438,+0.029,156.6,15,Saudi Racing,Pro,GCC,,Porsche 992 GT3 CUP,,,,,,,,,,,,Bandar,ALESAYI,,,SAU,,,,,,,
9,89,15,2:04.557,+1.545,+0.107,156.4,17,Huber Racing,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Bashar,MARDINI,,,CAN,,,,,,,
10,5,18,2:04.567,+1.555,+0.010,156.4,18,Team GP Elite,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Soeren,SPRENG,,,DEU,,,,,,,
11,91,12,2:04.615,+1.603,+0.048,156.3,16,Pure Rxcing,ProAm,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Alex,MALYKHIN,,,GBR,,,,,,,
12,27,9,2:04.837,+1.825,+0.222,156.1,16,Team Bahrain,ProAm,GCC,,Porsche 992 GT3 CUP,,,,,,,,,,,,Salman,AL KHALIFA,,,BHR,KHA,,,,,,
13,84,14,2:05.443,+2.431,+0.606,155.3,17,Team Kuwait,ProAm,GCC,,Porsche 992 GT3 CUP,,,,,,,,,,,,Ahmad,AL-SHEHAB,,,KWT,SHE,,,,,,
14,23,13,2:05.629,+2.617,+0.186,155.1,16,Saudi Racing,ProAm,GCC,Rookie,Porsche 992 GT3 CUP,,,,,,,,,,,,Khaled,ALAHMADI (R),,,SAU,,,,,,,
15,77,16,2:05.911,+2.899,+0.282,154.7,18,Saudi Racing,ProAm,GCC,Rookie,Porsche 992 GT3 CUP,,,,,,,,,,,,Khaled,ALZAYED (R),,,SAU,,,,,,,
16,42,12,2:06.276,+3.264,+0.365,154.3,16,Team GP Elite,Am,,Rookie,Porsche 992 GT3 CUP,,,,,,,,,,,,Cedric,CHASSANG (R),,,FRA,,,,,,,
17,17,16,2:06.821,+3.809,+0.545,153.6,16,M3L Team,Am,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Mark,J. THOMAS,,,CAN,THO,,,,,,
18,3,5,2:06.861,+3.849,+0.040,153.6,10,Saudi Racing,ProAm,GCC,Rookie,Porsche 992 GT3 CUP,,,,,,,,,,,,Saud,AL SAUD (R),,,SAU,SAU,,,,,,
19,25,18,2:10.064,+7.052,+3.203,149.8,18,Team GP Elite,Am,,,Porsche 992 GT3 CUP,,,,,,,,,,,,Jan,DOBBER,,,NLD,,,,,,,
