POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,48,6,4:02.587,-,-,202.2,9,CLRT,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Lilou,WADOUX-DUCELLIER,,,FRA,,,,,,,
2,14,8,4:05.625,+3.038,+3.038,199.7,9,IMSA PERFORMANCE,R,,,Porsche 991 GT3 R,,,,,,,,,,,,Arnaud,PIERRE,,,FRA,,,,,,,
3,31,6,4:06.721,+4.134,+1.096,198.8,9,IMSA PERFORMANCE,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Stéphane,GIRARDOT,,,FRA,,,,,,,
4,35,4,4:07.112,+4.525,+0.391,198.5,8,CLRT,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Tugdual,RABREAU,,,FRA,,,,,,,
5,63,7,4:07.701,+5.114,+0.589,198.0,9,VAN BERGHE HUBER RACING,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Georgi,DONCHEV,,,BGR,,,,,,,
6,99,8,4:08.425,+5.838,+0.724,197.5,8,CCK MOTORSPORT,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Charles,RAINFORD,,,GBR,,,,,,,
7,53,7,4:09.038,+6.451,+0.613,197.0,7,PARKER RACING,R,,,Porsche 991 GT3 R,,,,,,,,,,,,Nick,JONES,,,GBR,,,,,,,
8,23,7,4:09.988,+7.401,+0.950,196.2,8,TEAM RASSE,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Arthur,RASSE,,,BEL,,,,,,,
9,5,8,4:10.971,+8.384,+0.983,195.5,8,IMSA PERFORMANCE,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
10,57,8,4:11.097,+8.510,+0.126,195.4,8,SPEEDLOVER,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Wim,MEULDERS,,,BEL,,,,,,,
