POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,48,7,4:01.228,-,-,203.3,9,CLRT,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Lilou,WADOUX-DUCELLIER,,,FRA,,,,,,,
2,35,2,4:04.231,+3.003,+3.003,200.8,10,CLRT,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Tugdual,RABREAU,,,FRA,,,,,,,
3,14,3,4:05.727,+4.499,+1.496,199.6,10,IMSA PERFORMANCE,R,,,Porsche 991 GT3 R,,,,,,,,,,,,Arnaud,PIERRE,,,FRA,,,,,,,
4,53,6,4:06.566,+5.338,+0.839,198.9,10,PARKER RACING,R,,,Porsche 991 GT3 R,,,,,,,,,,,,Nick,JONES,,,GBR,,,,,,,
5,99,3,4:06.807,+5.579,+0.241,198.8,10,CCK MOTORSPORT,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Charles,RAINFORD,,,GBR,,,,,,,
6,63,8,4:06.855,+5.627,+0.048,198.7,10,VAN BERGHE HUBER RACING,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Georgi,DONCHEV,,,BGR,,,,,,,
7,31,3,4:07.055,+5.827,+0.200,198.6,9,IMSA PERFORMANCE,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Stéphane,GIRARDOT,,,FRA,,,,,,,
8,24,3,4:09.720,+8.492,+2.665,196.4,9,EBM GIGA RACING,R,,,Porsche 991 GT3 R,,,,,,,,,,,,Adrian,D'SILVA,,,MYS,,,,,,,
9,4,7,4:10.080,+8.852,+0.360,196.2,8,911 IMPACT,R,,,Porsche 991 GT3 R,,,,,,,,,,,,Olivier,RABOT,,,FRA,,,,,,,
10,57,3,4:10.152,+8.924,+0.072,196.1,10,SPEEDLOVER,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Wim,MEULDERS,,,BEL,,,,,,,
11,23,4,4:10.269,+9.041,+0.117,196.0,10,TEAM RASSE,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Arthur,RASSE,,,BEL,,,,,,,
12,22,7,4:10.450,+9.222,+0.181,195.9,9,RACING TECHNOLOGY,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Denis,PAPIN,,,FRA,,,,,,,
13,5,3,4:10.517,+9.289,+0.067,195.8,9,IMSA PERFORMANCE,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
14,33,4,4:10.638,+9.410,+0.121,195.7,9,MARTINET BY ALMERAS,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Roland,BERVILLE,,,FRA,,,,,,,
15,40,2,4:11.004,+9.776,+0.366,195.4,8,TURBOGARAGE,R,,,Porsche 997 GT3 R,,,,,,,,,,,,Matthias,NONN,,,DEU,,,,,,,
16,50,7,4:11.091,+9.863,+0.087,195.4,8,MARTINET BY ALMERAS,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Inés,TAITTINGER,,,FRA,,,,,,,
17,58,4,4:11.114,+9.886,+0.023,195.3,10,SPEEDLOVER,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Pierre Yves,PAQUE,,,BEL,,,,,,,
18,9,2,4:11.166,+9.938,+0.052,195.3,9,IMSA PERFORMANCE,R,,,Porsche 997 GT3 R,,,,,,,,,,,,Michel,ETTOUATI,,,FRA,,,,,,,
19,38,7,4:11.245,+10.017,+0.079,195.2,10,PORSCHE LORIENT RACING,R,,,Porsche 997 GT3 Cup S,,,,,,,,,,,,Ludovic,LOEUL,,,FRA,,,,,,,
20,20,3,4:11.616,+10.388,+0.371,195.0,9,SPEEDLOVER,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,John,DE WILDE,,,BEL,,,,,,,
21,37,4,4:11.757,+10.529,+0.141,194.8,9,PORSCHE LORIENT RACING,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Mathieu,PONTAIS,,,FRA,,,,,,,
22,44,4,4:11.778,+10.550,+0.021,194.8,9,RACING TECHNOLOGY,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Yves,PROVINS,,,FRA,,,,,,,
23,11,3,4:11.847,+10.619,+0.069,194.8,8,RACING TECHNOLOGY,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Jean-Yves,CHARGE,,,FRA,,,,,,,
24,51,4,4:12.520,+11.292,+0.673,194.3,9,VAN BERGHE HUBER RACING,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Evgeny,KIREEV,,,CYP,,,,,,,
25,52,7,4:12.632,+11.404,+0.112,194.2,8,TEAM 52,991-1,,,Porsche 991 GT3 Cup - Phase I,,,,,,,,,,,,Yves,GODARD,,,FRA,,,,,,,
26,16,4,4:13.190,+11.962,+0.558,193.7,9,911 IMPACT,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Karl,VANDEWOESTYNE,,,FRA,,,,,,,
27,21,3,4:13.633,+12.405,+0.443,193.4,7,BERTO MOTEURS,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,David,SARNY,,,FRA,,,,,,,
28,46,7,4:13.798,+12.570,+0.165,193.3,9,CLRT,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Howard,BLANK,,,USA,,,,,,,
29,42,5,4:13.878,+12.650,+0.080,193.2,9,ECKE MOTORSPORT,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Andreas,SCZEPANSKY,,,DEU,,,,,,,
30,30,2,4:13.893,+12.665,+0.015,193.2,9,BERTO MOTEURS,991-1,,,Porsche 991 GT3 Cup - Phase I,,,,,,,,,,,,Sébastien,LAJOUX,,,FRA,,,,,,,
31,56,7,4:13.926,+12.698,+0.033,193.2,9,SPEEDLOVER,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Dominique,BASTIEN,,,USA,,,,,,,
32,54,6,4:14.722,+13.494,+0.796,192.6,8,PARKER RACING,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Justin,AMSTRONG,,,GBR,,,,,,,
33,36,7,4:15.366,+14.138,+0.644,192.1,9,PORSCHE LORIENT RACING,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Lionel,AMROUCHE,,,FRA,,,,,,,
34,2,3,4:15.502,+14.274,+0.136,192.0,9,BOURGOIN - PORSCHE POITIERS,R,,,Porsche 997 GT3 R,,,,,,,,,,,,Jacques,CAUMES,,,FRA,,,,,,,
35,19,7,4:15.538,+14.310,+0.036,192.0,9,911 IMPACT,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Laurent,COCHARD,,,FRA,,,,,,,
36,45,7,4:15.875,+14.647,+0.337,191.7,9,CLRT,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Marc,CATTANEO,,,FRA,,,,,,,
