POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,31,7,4:08.165,-,-,197.7,8,IMSA PERFORMANCE,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Stéphane,GIRARDOT,,,FRA,,,,,,,
2,99,6,4:10.802,+2.637,+2.637,195.6,7,CCK MOTORSPORT,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Charles,RAINFORD,,,GBR,,,,,,,
3,48,4,4:11.045,+2.880,+0.243,195.4,7,CLRT,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Lilou,WADOUX-DUCELLIER,,,FRA,,,,,,,
4,35,6,4:11.349,+3.184,+0.304,195.2,7,CLRT,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Tugdual,RABREAU,,,FRA,,,,,,,
5,5,7,4:12.358,+4.193,+1.009,194.4,8,IMSA PERFORMANCE,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
6,63,6,4:13.167,+5.002,+0.809,193.8,7,VAN BERGHE HUBER RACING,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Georgi,DONCHEV,,,BGR,,,,,,,
7,23,6,4:13.210,+5.045,+0.043,193.7,7,TEAM RASSE,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Arthur,RASSE,,,BEL,,,,,,,
8,60,5,4:13.517,+5.352,+0.307,193.5,7,VAN BERGHE HUBER RACING,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Lorenz,STEGMANN,,,DEU,,,,,,,
9,53,5,4:13.849,+5.684,+0.332,193.2,5,PARKER RACING,R,,,Porsche 991 GT3 R,,,,,,,,,,,,Nick,JONES,,,GBR,,,,,,,
10,33,7,4:15.384,+7.219,+1.535,192.1,8,MARTINET BY ALMERAS,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Roland,BERVILLE,,,FRA,,,,,,,
