POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,48,Classified,7,34:51.060,-,-,4,4:04.247,200.8,CLRT,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Lilou,WADOUX-DUCELLIER,,,FRA,,,,,,,
2,63,Classified,7,34:51.919,+0.859,+0.859,4,4:07.820,197.9,VAN BERGHE HUBER RACING,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Georgi,DONCHEV,,,BGR,,,,,,,
3,31,Classified,7,34:53.865,+2.805,+1.946,4,4:07.397,198.3,IMSA PERFORMANCE,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Stéphane,GIRARDOT,,,FRA,,,,,,,
4,14,Classified,7,34:54.527,+3.467,+0.662,4,4:07.291,198.4,IMSA PERFORMANCE,R,,,Porsche 991 GT3 R,,,,,,,,,,,,Arnaud,PIERRE,,,FRA,,,,,,,
5,53,Classified,7,34:55.216,+4.156,+0.689,4,4:09.731,196.4,PARKER RACING,R,,,Porsche 991 GT3 R,,,,,,,,,,,,Nick,JONES,,,GBR,,,,,,,
6,99,Classified,7,34:56.269,+5.209,+1.053,3,4:09.562,196.6,CCK MOTORSPORT,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Charles,RAINFORD,,,GBR,,,,,,,
7,5,Classified,7,34:56.948,+5.888,+0.679,4,4:11.875,194.8,IMSA PERFORMANCE,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
8,24,Classified,7,34:58.888,+7.828,+1.940,4,4:13.238,193.7,EBM GIGA RACING,R,,,Porsche 991 GT3 R,,,,,,,,,,,,Adrian,D'SILVA,,,MYS,,,,,,,
9,4,Classified,7,34:59.562,+8.502,+0.674,4,4:12.384,194.4,911 IMPACT,R,,,Porsche 991 GT3 R,,,,,,,,,,,,Olivier,RABOT,,,FRA,,,,,,,
10,23,Classified,7,35:00.430,+9.370,+0.868,4,4:13.314,193.6,TEAM RASSE,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Arthur,RASSE,,,BEL,,,,,,,
11,38,Classified,7,35:01.547,+10.487,+1.117,3,4:12.407,194.3,PORSCHE LORIENT RACING,R,,,Porsche 997 GT3 Cup S,,,,,,,,,,,,Ludovic,LOEUL,,,FRA,,,,,,,
12,20,Classified,7,35:02.801,+11.741,+1.254,4,4:11.749,194.9,SPEEDLOVER,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,John,DE WILDE,,,BEL,,,,,,,
13,22,Classified,7,35:03.065,+12.005,+0.264,4,4:13.398,193.6,RACING TECHNOLOGY,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Denis,PAPIN,,,FRA,,,,,,,
14,44,Classified,7,35:03.330,+12.270,+0.265,4,4:11.656,194.9,RACING TECHNOLOGY,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Yves,PROVINS,,,FRA,,,,,,,
15,40,Classified,7,35:03.908,+12.848,+0.578,4,4:12.593,194.2,TURBOGARAGE,R,,,Porsche 997 GT3 R,,,,,,,,,,,,Matthias,NONN,,,DEU,,,,,,,
16,11,Classified,7,35:04.350,+13.290,+0.442,4,4:15.366,192.1,RACING TECHNOLOGY,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Jean-Yves,CHARGE,,,FRA,,,,,,,
17,37,Classified,7,35:06.034,+14.974,+1.684,2,4:15.856,191.7,PORSCHE LORIENT RACING,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Mathieu,PONTAIS,,,FRA,,,,,,,
18,33,Classified,7,35:07.125,+16.065,+1.091,2,4:17.139,190.8,MARTINET BY ALMERAS,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Roland,BERVILLE,,,FRA,,,,,,,
19,16,Classified,7,35:08.119,+17.059,+0.994,3,4:13.517,193.5,911 IMPACT,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Karl,VANDEWOESTYNE,,,FRA,,,,,,,
20,36,Classified,7,35:09.626,+18.566,+1.507,3,4:14.519,192.7,PORSCHE LORIENT RACING,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Lionel,AMROUCHE,,,FRA,,,,,,,
21,50,Classified,7,35:10.966,+19.906,+1.340,3,4:15.245,192.2,MARTINET BY ALMERAS,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Inés,TAITTINGER,,,FRA,,,,,,,
22,60,Classified,7,35:11.881,+20.821,+0.915,4,4:10.491,195.8,VAN BERGHE HUBER RACING,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Lorenz,STEGMANN,,,DEU,,,,,,,
23,21,Classified,7,35:13.259,+22.199,+1.378,4,4:13.741,193.3,BERTO MOTEURS,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,David,SARNY,,,FRA,,,,,,,
24,52,Classified,7,35:14.315,+23.255,+1.056,4,4:13.899,193.2,TEAM 52,991-1,,,Porsche 991 GT3 Cup - Phase I,,,,,,,,,,,,Yves,GODARD,,,FRA,,,,,,,
25,30,Classified,7,35:15.389,+24.329,+1.074,4,4:14.816,192.5,BERTO MOTEURS,991-1,,,Porsche 991 GT3 Cup - Phase I,,,,,,,,,,,,Sébastien,LAJOUX,,,FRA,,,,,,,
26,54,Classified,7,35:16.241,+25.181,+0.852,4,4:14.908,192.4,PARKER RACING,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Justin,AMSTRONG,,,GBR,,,,,,,
27,42,Classified,7,35:18.262,+27.202,+2.021,4,4:14.905,192.4,ECKE MOTORSPORT,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Andreas,SCZEPANSKY,,,DEU,,,,,,,
28,19,Classified,7,35:19.258,+28.198,+0.996,3,4:14.957,192.4,911 IMPACT,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Laurent,COCHARD,,,FRA,,,,,,,
29,45,Classified,7,35:20.149,+29.089,+0.891,4,4:18.897,189.5,CLRT,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Marc,CATTANEO,,,FRA,,,,,,,
30,51,Classified,7,35:21.284,+30.224,+1.135,3,4:15.342,192.1,VAN BERGHE HUBER RACING,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Evgeny,KIREEV,,,CYP,,,,,,,
31,46,Classified,7,35:22.739,+31.679,+1.455,4,4:19.023,189.4,CLRT,992,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Howard,BLANK,,,USA,,,,,,,
32,25,Classified,7,35:23.124,+32.064,+0.385,3,4:20.485,188.3,911 IMPACT,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Laurent,NUSS,,,FRA,,,,,,,
33,49,Classified,7,35:24.698,+33.638,+1.574,3,4:17.106,190.8,VAN BERGHE HUBER RACING,991-2,,,Porsche 991 GT3 Cup - Phase II,,,,,,,,,,,,Merab,MEKVABISHVILI,,,RUS,,,,,,,
