POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,46,5,1:42.676,-,-,172.1,5,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Robert,DE HAAN,,,NLD,,,,,,,
2,11,5,1:42.813,+0.137,+0.137,171.9,7,Schumacher CLRT,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
3,12,4,1:42.838,+0.162,+0.025,171.8,6,Schumacher CLRT,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NED,,,,,,,
4,34,4,1:42.928,+0.252,+0.090,171.7,6,Bonk Motorsport,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,GER,,,,,,,
5,3,4,1:42.964,+0.288,+0.036,171.6,5,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
6,26,4,1:42.969,+0.293,+0.005,171.6,7,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Huub,VAN EIJNDHOVEN,,,NED,,,,,,,
7,13,5,1:43.015,+0.339,+0.046,171.6,6,Target,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,TAUSCHER,,,GER,,,,,,,
8,24,4,1:43.206,+0.530,+0.191,171.2,6,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kas,HAVERKORT,,,NED,,,,,,,
9,25,4,1:43.218,+0.542,+0.012,171.2,7,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ariel,LEVI,,,ISR,,,,,,,
10,27,5,1:43.461,+0.785,+0.243,170.8,6,Target,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Matheus,FERREIRA,,,BRA,,,,,,,
11,14,6,1:43.470,+0.794,+0.009,170.8,6,Team75 Bernhard,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Senna,VAN SOELEN,,,NED,,,,,,,
12,40,3,1:43.489,+0.813,+0.019,170.8,5,Target,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Janne,STIAK,,,GER,,,,,,,
13,96,4,1:43.498,+0.822,+0.009,170.8,6,Hadeca Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mikel,AZCONA,,,ESP,,,,,,,
