POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,46,Classified,17,32:18.923,-,-,10,1:43.778,170.3,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Robert,DE HAAN,,,NED,,,,,,,
2,34,Classified,17,32:19.958,+1.035,+1.035,8,1:43.884,170.1,Bonk Motorsport,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,GER,,,,,,,
3,13,Classified,17,32:21.630,+2.707,+1.672,8,1:44.014,169.9,Target,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,TAUSCHER,,,GER,,,,,,,
4,11,Classified,17,32:22.611,+3.688,+0.981,13,1:44.114,169.7,Schumacher CLRT,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
5,3,Classified,17,32:23.160,+4.237,+0.549,7,1:44.543,169.0,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
6,14,Classified,17,32:23.269,+4.346,+0.109,11,1:44.443,169.2,Team75 Bernhard,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Senna,VAN SOELEN,,,NED,,,,,,,
7,24,Classified,17,32:23.453,+4.530,+0.184,12,1:44.410,169.3,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kas,HAVERKORT,,,NED,,,,,,,
8,26,Classified,17,32:23.801,+4.878,+0.348,7,1:44.264,169.5,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Huub,VAN EIJNDHOVEN,,,NED,,,,,,,
9,25,Classified,17,32:23.996,+5.073,+0.195,10,1:44.708,168.8,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ariel,LEVI,,,ISR,,,,,,,
10,40,Classified,17,32:24.415,+5.492,+0.419,10,1:44.394,169.3,Target,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Janne,STIAK,,,GER,,,,,,,
11,12,Classified,17,32:24.808,+5.885,+0.393,11,1:44.516,169.1,Schumacher CLRT,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NED,,,,,,,
12,96,Classified,17,32:25.188,+6.265,+0.380,13,1:44.525,169.1,Hadeca Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mikel,AZCONA,,,ESP,,,,,,,
13,55,Classified,17,32:25.538,+6.615,+0.350,7,1:44.614,168.9,Team Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Colin,BÖNIGHAUSEN,,,GER,,,,,,,
14,21,Classified,17,32:25.720,+6.797,+0.182,11,1:44.933,168.4,Proton Huber Competition,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sacha,NORDEN,,,NED,,,,,,,
