POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,46,Classified,17,31:50.206,-,-,9,1:43.680,170.5,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Robert,DE HAAN,,,NED,,,,,,,
2,12,Classified,17,31:51.556,+1.350,+1.350,9,1:43.758,170.3,Schumacher CLRT,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NED,,,,,,,
3,3,Classified,17,31:51.933,+1.727,+0.377,9,1:43.728,170.4,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
4,26,Classified,17,31:52.564,+2.358,+0.631,5,1:43.906,170.1,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Huub,VAN EIJNDHOVEN,,,NED,,,,,,,
5,11,Classified,17,31:53.713,+3.507,+1.149,6,1:43.751,170.3,Schumacher CLRT,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
6,24,Classified,17,31:53.977,+3.771,+0.264,8,1:43.850,170.2,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kas,HAVERKORT,,,NED,,,,,,,
7,13,Classified,17,31:54.470,+4.264,+0.493,5,1:43.910,170.1,Target,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,TAUSCHER,,,GER,,,,,,,
8,25,Classified,17,31:56.831,+6.625,+2.361,6,1:43.971,170.0,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ariel,LEVI,,,ISR,,,,,,,
9,96,Classified,17,31:58.865,+8.659,+2.034,6,1:44.055,169.8,Hadeca Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mikel,AZCONA,,,ESP,,,,,,,
10,14,Classified,17,31:59.626,+9.420,+0.761,7,1:44.120,169.7,Team75 Bernhard,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Senna,VAN SOELEN,,,NED,,,,,,,
11,34,Classified,17,32:01.794,+11.588,+2.168,6,1:44.171,169.6,Bonk Motorsport,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,GER,,,,,,,
12,27,Classified,17,32:04.026,+13.820,+2.232,8,1:44.032,169.9,Target,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Matheus,FERREIRA,,,BRA,,,,,,,
13,40,Classified,17,32:05.127,+14.921,+1.101,7,1:43.924,170.1,Target,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Janne,STIAK,,,GER,,,,,,,
14,21,Classified,17,32:05.259,+15.053,+0.132,9,1:44.401,169.3,Proton Huber Competition,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sacha,NORDEN,,,NED,,,,,,,
15,42,Classified,17,32:07.606,+17.400,+2.347,5,1:45.149,168.1,ID Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kiano,BLUM,,,AUT,,,,,,,
16,98,Classified,17,32:08.343,+18.137,+0.737,5,1:45.388,167.7,Target Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jan,SEYFFERT,,,GER,,,,,,,
17,88,Classified,17,32:08.734,+18.528,+0.391,7,1:44.972,168.4,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Daniel,ROS,,,SWE,,,,,,,
18,32,Classified,17,32:10.467,+20.261,+1.733,7,1:44.251,169.5,Target Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sebastian,FREYMUTH,,,GER,,,,,,,
19,55,Classified,17,32:11.202,+20.996,+0.735,9,1:44.272,169.5,Team Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Colin,BÖNIGHAUSEN,,,GER,,,,,,,
20,33,Classified,17,32:11.286,+21.080,+0.084,7,1:45.780,167.1,Bonk Motorsport,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Michael,SCHREY,,,GER,,,,,,,
21,4,Classified,17,32:12.539,+22.333,+1.253,9,1:45.397,167.7,GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jonas,GREIF,,,GER,,,,,,,
22,36,Classified,17,32:12.836,+22.630,+0.297,8,1:45.188,168.0,Wimmer Werk Motorsport,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Raphael,RENNHOFER,,,AUT,,,,,,,
23,91,Classified,17,32:13.163,+22.957,+0.327,5,1:45.383,167.7,a-workx by Porsche Paderborn,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gian,TÜCCAROGLU,,,GER,,,,,,,
24,54,Classified,17,32:14.045,+23.839,+0.882,8,1:45.880,166.9,Team75 Bernhard,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Michael,ESSMANN,,,GER,,,,,,,
25,76,Classified,17,32:18.394,+28.188,+4.349,8,1:45.921,166.8,Proton Huber Competition,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Wilmer,WALLENSTAM,,,SWE,,,,,,,
26,95,Classified,17,32:18.498,+28.292,+0.104,5,1:45.271,167.9,Team Proton Huber Competition,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Joseph,WARHURST,,,GBR,,,,,,,
27,31,Classified,17,32:18.724,+28.518,+0.226,16,1:46.005,166.7,GP Elite,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Samer,SHAHIN,,,AUS,,,,,,,
28,84,Classified,17,32:22.505,+32.299,+3.781,6,1:45.802,167.0,a-workx by Porsche Paderborn,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ahmad,ALSHEHAB,,,KUW,,,,,,,
29,69,Classified,17,32:25.851,+35.645,+3.346,3,1:47.694,164.1,a-workx by Porsche Paderborn,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ahmed,ALKHOORI,,,UAE,,,,,,,
30,5,Classified,17,32:28.137,+37.931,+2.286,6,1:45.703,167.2,GP Elite,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sören,SPRENG,,,GER,,,,,,,
31,44,Classified,17,32:29.097,+38.891,+0.960,8,1:45.931,166.8,ID Racing,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Emely,DE HEUS,,,NLD,,,,,,,
