POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,78,Classified,15,25:29.641,-,-,2,1:41.317,162.1,SKY RACING,Pro,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Iori,KIMURA,,,JPN,,,,,,,
2,99,Classified,15,25:31.368,+1.727,+1.727,4,1:41.462,161.9,seven x seven Racing,Pro,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Taichi,WATARAI,,,JPN,,,,,,,
3,60,Classified,15,25:33.921,+4.280,+2.553,4,1:41.532,161.8,BINGO RACING,Pro,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Reimei,ITOU,,,JPN,,,,,,,
4,7,Classified,15,25:40.495,+10.854,+6.574,3,1:42.061,161.0,HYPER WATER RACING,Pro,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Kazuhisa,URABE,,,JPN,,,,,,,
5,91,Classified,15,25:45.797,+21.156,+10.302,5,1:42.212,160.7,PORSCHE JAPAN,Pro,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Itsuki,SATO,,,JPN,,,,,,,
6,66,Classified,15,25:54.163,+24.522,+3.366,7,1:42.904,159.6,seven x seven Racing,ProAm,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,,BANKCY,,,JPN,,,,,,,
7,16,Classified,15,26:02.746,+33.105,+8.583,4,1:43.145,159.3,NGR,Am,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,,HIRO,,,JPN,,,,,,,
8,10,Classified,15,26:02.943,+33.302,+0.197,6,1:43.373,158.9,Rn-sports,ProAm,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,,MOTOKI,,,JPN,,,,,,,
9,17,Classified,15,26:07.820,+38.179,+4.877,3,1:43.468,158.8,HYPER WATER RACING,Am,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,,IKEDA,,,JPN,,,,,,,
10,77,Classified,15,26:08.083,+38.442,+0.263,3,1:43.334,159.0,Masaru HAMASAKI,ProAm,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Masaru,HAMASAKI,,,JPN,,,,,,,
11,36,Classified,15,26:36.866,+1:07.225,+28.783,6,1:44.995,156.5,SKY MOTORSPORTS,Am,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Sky,CHEN,,,HKG,,,,,,,
12,98,Classified,15,27:03.498,+1:33.857,+26.632,8,1:44.449,157.3,Bionic Jack Racing,ProAm,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,,IKARI,,,JPN,,,,,,,
,88,Not classified,2,4:04.640,,,0,,,BINGO RACING,ProAm,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Tiger,WU,,,TWN,,,,,,,
