POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,98,7,3:57.365,-,-,206.7,11,Forestier Racing CLRT,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Dorian,BOCCOLACCI,,,FRA,,,,,,,
2,1,6,3:58.182,+0.817,+0.817,206.0,9,TFT Racing,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
3,99,8,3:58.208,+0.843,+0.026,205.9,11,Forestier Racing CLRT,Pro/R,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Benjamin,PAQUE,,,BEL,,,,,,,
4,22,7,3:58.711,+1.346,+0.503,205.5,11,Martinet by Alméras,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
5,192,8,3:59.132,+1.767,+0.421,205.1,10,Mtech Competition,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Dylan,PEREIRA,,,LUX,,,,,,,
6,123,8,3:59.347,+1.982,+0.215,204.9,10,Porsche Experience Racing,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Dennis,HAUGER,,,NOR,,,,,,,
7,120,8,3:59.351,+1.986,+0.004,204.9,10,Mtech Competition,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ola,NILSSON,,,SWE,,,,,,,
8,5,7,3:59.561,+2.196,+0.210,204.8,9,TFT Racing,Pro/R,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathys,JAUBERT,,,FRA,,,,,,,
9,76,6,3:59.827,+2.462,+0.266,204.5,9,IMSA LS Group Performance,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,PERROT,,,FRA,,,,,,,
10,145,7,4:00.492,+3.127,+0.665,204.0,11,M3G Motorsport,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Emil,PERSSON,,,SWE,,,,,,,
11,132,3,4:00.955,+3.590,+0.463,203.6,10,WCR Pampas Racing,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Robin,KNUTSSON,,,SWE,,,,,,,
12,914,4,4:01.170,+3.805,+0.215,203.4,11,Pierre Martinet by Alméras,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathieu,MARTINS,,,FRA,,,,,,,
13,131,9,4:01.239,+3.874,+0.069,203.3,10,M3G Motorsport,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Hampus,ERICSSON,,,SWE,,,,,,,
14,77,10,4:01.353,+3.988,+0.114,203.2,11,Racing Technology,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérémy,SARHY,,,FRA,,,,,,,
15,2,8,4:01.505,+4.140,+0.152,203.1,10,HERRERO Racing,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,
16,161,8,4:01.519,+4.154,+0.014,203.1,9,Race Team Gelleråsen - By AFR,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcus,ANNERVI,,,SWE,,,,,,,
17,7,10,4:01.553,+4.188,+0.034,203.1,11,Racing Technology,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
18,117,7,4:01.655,+4.290,+0.102,203.0,10,M3G Motorsport,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gustav,BERGSTRÖM,,,SWE,,,,,,,
19,924,7,4:01.778,+4.413,+0.123,202.9,10,Team Parker Racing,Pro-Am,PCCGB,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ryan,RATCLIFFE,,,GBR,,,,,,,
20,27,3,4:01.831,+4.466,+0.053,202.8,11,ABM,Pro/R,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marlon,HERNANDEZ,,,FRA,,,,,,,
21,53,8,4:01.935,+4.570,+0.104,202.8,11,Martinet by Alméras,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Arthur,MATHIEU,,,FRA,,,,,,,
22,29,3,4:01.944,+4.579,+0.009,202.7,10,Forestier Racing CLRT,Pro/R,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,ROUSSET,,,FRA,,,,,,,
23,89,8,4:02.099,+4.734,+0.155,202.6,11,Tsunami RT,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Bashar,MARDINI,,,CAN,,,,,,,
24,931,3,4:02.176,+4.811,+0.077,202.6,9,SpeedLover,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jaden,CONWRIGHT,,,USA,,,,,,,
25,101,9,4:02.318,+4.953,+0.142,202.4,9,Micke Kågered Racing,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Lukas,SUNDAHL,,,SWE,,,,,,,
26,148,9,4:02.998,+5.633,+0.680,201.9,11,Micke Kågered Racing,Pro-Am,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mikael,KARLSSON,,,SWE,,,,,,,
27,923,6,4:03.243,+5.878,+0.245,201.7,7,Racing Technology,Pro,PCCB,,Porsche 911 GT3 Cup,,,,,,,,,,,,Miguel,PALUDO,,,BRA,,,,,,,
28,59,7,4:03.338,+5.973,+0.095,201.6,9,IMSA LS Group Performance,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Maxence,MAURICE,,,FRA,,,,,,,
29,114,9,4:03.386,+6.021,+0.048,201.5,10,Fragus Motorsport,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Daniel,ROOS,,,SWE,,,,,,,
30,918,7,4:03.430,+6.065,+0.044,201.5,10,IMSA LS Group Performance,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,SCHWARZER,,,ESP,,,,,,,
31,38,4,4:03.583,+6.218,+0.153,201.4,11,ABM,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sébastien,DUSSOLLIET,,,FRA,,,,,,,
32,191,10,4:03.585,+6.220,+0.002,201.4,11,Kjellin Motorsports,Pro-Am,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Oscar,LÖFQUIST,,,SWE,,,,,,,
33,911,8,4:03.703,+6.338,+0.118,201.3,10,Martinet by Alméras,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Christophe,LAPIERRE,,,FRA,,,,,,,
34,74,2,4:03.895,+6.530,+0.192,201.1,2,ABM,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Victor,BLUGEON,,,FRA,,,,,,,
35,73,6,4:04.148,+6.783,+0.253,200.9,11,ABM,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sébastien,POISSON,,,FRA,,,,,,,
36,921,10,4:05.042,+7.677,+0.894,200.2,10,Pierre Martinet by Alméras,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Julien,FEBREAU,,,FRA,,,,,,,
37,912,10,4:05.102,+7.737,+0.060,200.1,11,Forestier Racing CLRT,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
38,56,9,4:05.105,+7.740,+0.003,200.1,11,Porsche Lorient Racing,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Frédéric,ANCEL,,,FRA,,,,,,,
39,930,8,4:05.262,+7.897,+0.157,200.0,10,SpeedLover,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,John,DE WILDE,,,BEL,,,,,,,
40,142,5,4:05.419,+8.054,+0.157,199.9,9,WCR Pampas Racing,Pro-Am,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Christoffer,BERGSTRÖM,,,SWE,,,,,,,
41,122,8,4:06.051,+8.686,+0.632,199.4,11,Micke Kågered Racing,Pro-Am,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Albin,WÄRNELÖV,,,SWE,,,,,,,
42,915,9,4:06.082,+8.717,+0.031,199.3,11,Pierre Martinet by Alméras,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rodney,JANE,,,AUS,,,,,,,
43,121,7,4:06.298,+8.933,+0.216,199.2,10,Race Team Gelleråsen - By AFR,Pro-Am,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kjelle,LEJONKRANS,,,SWE,,,,,,,
44,12,8,4:06.508,+9.143,+0.210,199.0,10,Porsche Lorient Racing,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ludovic,LOEUL,,,FRA,,,,,,,
45,109,4,4:06.598,+9.233,+0.090,198.9,10,Mtech Competition,Pro-Am,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Thomas,KARLSSON,,,SWE,,,,,,,
46,917,8,4:07.622,+10.257,+1.024,198.1,10,TFT Racing,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,David,SARNY,,,FRA,,,,,,,
47,49,10,4:08.360,+10.995,+0.738,197.5,10,ABM,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Karim,AJLANI,,,CHE,,,,,,,
48,919,6,4:08.689,+11.324,+0.329,197.2,10,Racing Technology,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Denis,PAPIN,,,FRA,,,,,,,
49,24,9,4:08.763,+11.398,+0.074,197.2,10,TFT Racing,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexandre,LEROY,,,BEL,,,,,,,
50,66,9,4:08.936,+11.571,+0.173,197.1,10,Team Clairet Sport,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gilles,COLOMBANI,,,FRA,,,,,,,
51,78,10,4:09.335,+11.970,+0.399,196.7,10,SpeedLover,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Dominique,BASTIEN,,,USA,,,,,,,
