POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,192,Classified,10,46:33.408,-,-,8,4:00.669,203.8,Mtech Competition,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Dylan,PEREIRA,,,LUX,,,,,,,
2,1,Classified,10,46:33.944,+0.536,+0.536,2,4:00.510,204.0,TFT Racing,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
3,98,Classified,10,46:35.208,+1.800,+1.264,8,4:00.363,204.1,Forestier Racing CLRT,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Dorian,BOCCOLACCI,,,FRA,,,,,,,
4,22,Classified,10,46:35.492,+2.084,+0.284,8,4:00.181,204.2,Martinet by Alméras,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
5,5,Classified,10,46:45.141,+11.733,+9.649,2,4:02.138,202.6,TFT Racing,Pro/R,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathys,JAUBERT,,,FRA,,,,,,,
6,132,Classified,10,46:49.028,+15.620,+3.887,8,4:02.609,202.2,WCR Pampas Racing,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Robin,KNUTSSON,,,SWE,,,,,,,
7,145,Classified,10,46:54.216,+20.808,+5.188,2,4:02.074,202.6,M3G Motorsport,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Emil,PERSSON,,,SWE,,,,,,,
8,29,Classified,10,46:54.732,+21.324,+0.516,2,4:02.806,202.0,Forestier Racing CLRT,Pro/R,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,ROUSSET,,,FRA,,,,,,,
9,914,Classified,10,46:56.729,+23.321,+1.997,2,4:02.680,202.1,Pierre Martinet by Alméras,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathieu,MARTINS,,,FRA,,,,,,,
10,77,Classified,10,46:59.261,+25.853,+2.532,2,4:03.222,201.7,Racing Technology,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérémy,SARHY,,,FRA,,,,,,,
11,120,Classified,10,46:59.400,+25.992,+0.139,8,4:01.930,202.8,Mtech Competition,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ola,NILSSON,,,SWE,,,,,,,
12,114,Classified,10,47:02.443,+29.035,+3.043,8,4:02.461,202.3,Fragus Motorsport,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Daniel,ROOS,,,SWE,,,,,,,
13,923,Classified,10,47:06.305,+32.897,+3.862,8,4:04.380,200.7,Racing Technology,Pro,PCCB,,Porsche 911 GT3 Cup,,,,,,,,,,,,Miguel,PALUDO,,,BRA,,,,,,,
14,924,Classified,10,47:07.043,+33.635,+0.738,2,4:04.737,200.4,Team Parker Racing,Pro-Am,PCCGB,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ryan,RATCLIFFE,,,GBR,,,,,,,
15,101,Classified,10,47:07.391,+33.983,+0.348,8,4:03.331,201.6,Micke Kågered Racing,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Lukas,SUNDAHL,,,SWE,,,,,,,
16,161,Classified,10,47:07.765,+34.357,+0.374,8,4:03.203,201.7,Race Team Gelleråsen - By AFR,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcus,ANNERVI,,,SWE,,,,,,,
17,148,Classified,10,47:10.088,+36.680,+2.323,8,4:03.564,201.4,Micke Kågered Racing,Pro-Am,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mikael,KARLSSON,,,SWE,,,,,,,
18,911,Classified,10,47:12.173,+38.765,+2.085,8,4:06.666,198.9,Martinet by Alméras,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Christophe,LAPIERRE,,,FRA,,,,,,,
19,74,Classified,10,47:12.804,+39.396,+0.631,8,4:05.046,200.2,ABM,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Victor,BLUGEON,,,FRA,,,,,,,
20,7,Classified,10,47:13.296,+39.888,+0.492,2,4:05.141,200.1,Racing Technology,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
21,191,Classified,10,47:15.951,+42.543,+2.655,8,4:05.392,199.9,Kjellin Motorsports,Pro-Am,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Oscar,LÖFQUIST,,,SWE,,,,,,,
22,912,Classified,10,47:16.862,+43.454,+0.911,2,4:08.129,197.7,Forestier Racing CLRT,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
23,921,Classified,10,47:21.680,+48.272,+4.818,8,4:06.397,199.1,Pierre Martinet by Alméras,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Julien,FEBREAU,,,FRA,,,,,,,
24,59,Classified,10,47:22.457,+49.049,+0.777,8,4:05.498,199.8,IMSA LS Group Performance,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Maxence,MAURICE,,,FRA,,,,,,,
25,38,Classified,10,47:25.117,+51.709,+2.660,8,4:03.406,201.5,ABM,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sébastien,DUSSOLLIET,,,FRA,,,,,,,
26,12,Classified,10,47:27.414,+54.006,+2.297,8,4:05.801,199.6,Porsche Lorient Racing,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ludovic,LOEUL,,,FRA,,,,,,,
27,918,Classified,10,47:28.849,+55.441,+1.435,8,4:04.606,200.5,IMSA LS Group Performance,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,SCHWARZER,,,ESP,,,,,,,
28,89,Classified,10,47:31.927,+58.519,+3.078,2,4:06.133,199.3,Tsunami RT,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Bashar,MARDINI,,,CAN,,,,,,,
29,121,Classified,10,47:33.562,+1:00.154,+1.635,8,4:07.469,198.2,Race Team Gelleråsen - By AFR,Pro-Am,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kjelle,LEJONKRANS,,,SWE,,,,,,,
30,122,Classified,10,47:45.007,+1:11.599,+11.445,5,4:07.787,198.0,Micke Kågered Racing,Pro-Am,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Albin,WÄRNELÖV,,,SWE,,,,,,,
31,930,Classified,10,47:55.613,+1:22.205,+10.606,5,4:08.493,197.4,SpeedLover,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,John,DE WILDE,,,BEL,,,,,,,
32,917,Classified,10,47:57.924,+1:24.516,+2.311,8,4:10.001,196.2,TFT Racing,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,David,SARNY,,,FRA,,,,,,,
33,142,Classified,10,48:05.419,+1:32.011,+7.495,2,4:09.004,197.0,WCR Pampas Racing,Pro-Am,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Christoffer,BERGSTRÖM,,,SWE,,,,,,,
34,915,Classified,10,48:08.715,+1:35.307,+3.296,5,4:09.908,196.3,Pierre Martinet by Alméras,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rodney,JANE,,,AUS,,,,,,,
35,66,Classified,10,48:09.309,+1:35.901,+0.594,5,4:10.388,195.9,Team Clairet Sport,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gilles,COLOMBANI,,,FRA,,,,,,,
36,49,Classified,10,48:12.669,+1:39.261,+3.360,8,4:12.024,194.6,ABM,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Karim,AJLANI,,,CHE,,,,,,,
37,928,Classified,10,48:16.620,+1:43.212,+3.951,2,4:15.145,192.3,MRS GT-Racing,Am,PCCNA,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexandr,ARTEMYEV,,,KAZ,,,,,,,
38,99,Classified,10,48:21.798,+1:48.390,+5.178,5,4:02.777,202.1,Forestier Racing CLRT,Pro/R,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Benjamin,PAQUE,,,BEL,,,,,,,
39,916,Classified,10,48:26.696,+1:53.288,+4.898,5,4:12.277,194.4,TFT Racing,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Laurent,COCHARD,,,FRA,,,,,,,
40,24,Classified,10,48:28.320,+1:54.912,+1.624,5,4:09.656,196.5,TFT Racing,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexandre,LEROY,,,BEL,,,,,,,
41,78,Classified,10,48:29.472,+1:56.064,+1.152,8,4:13.355,193.6,SpeedLover,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Dominique,BASTIEN,,,USA,,,,,,,
42,919,Classified,10,48:39.418,+2:06.010,+9.946,5,4:09.716,196.4,Racing Technology,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Denis,PAPIN,,,FRA,,,,,,,
43,8,Classified,10,48:51.963,+2:18.555,+12.545,5,4:15.076,192.3,Racing Technology,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Christian,JAQUILLARD,,,CHE,,,,,,,
44,21,Classified,10,48:55.816,+2:22.408,+3.853,5,4:15.022,192.4,Martinet by Alméras,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,CINI,,,AUS,,,,,,,
45,925,Classified,10,48:58.509,+2:25.101,+2.693,5,4:13.690,193.4,Dinamic Motorsport,Am,PCCI,,Porsche 911 GT3 Cup,,,,,,,,,,,,Axel,SARTINGEN,,,DEU,,,,,,,
46,182,Classified,10,48:58.883,+2:25.475,+0.374,5,4:14.809,192.5,Porsche Experience Racing,Pro-Am,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Aksel,LUND SVINDAL,,,NOR,,,,,,,
47,922,Classified,10,48:59.026,+2:25.618,+0.143,2,4:19.746,188.9,Pierre Martinet by Alméras,Am,PCCA,,Porsche 911 GT3 Cup,,,,,,,,,,,,Adrian Henry,D SILVA,,,MYS,,,,,,,
48,20,Classified,10,49:11.246,+2:37.838,+12.220,5,4:15.450,192.0,F4 Events Motorsport,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathieu,CASALONGA,,,FRA,,,,,,,
49,73,Classified,10,49:35.900,+3:02.492,+24.654,5,4:07.052,198.6,ABM,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sébastien,POISSON,,,FRA,,,,,,,
50,913,Classified,10,50:10.634,+3:37.226,+34.734,5,4:13.502,193.5,Forestier Racing CLRT,Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Fabrice,NOTARI,,,MCO,,,,,,,
51,56,Classified,10,50:58.109,+4:24.701,+47.475,7,4:06.331,199.1,Porsche Lorient Racing,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Frédéric,ANCEL,,,FRA,,,,,,,
52,53,Classified,10,51:10.569,+4:37.161,+12.460,7,4:05.556,199.8,Martinet by Alméras,Pro,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Arthur,MATHIEU,,,FRA,,,,,,,
53,131,Classified,9,46:53.268,1 Lap,1 Lap,7,4:03.231,201.7,M3G Motorsport,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Hampus,ERICSSON,,,SWE,,,,,,,
54,2,Classified,9,46:55.453,1 Lap,+2.185,7,4:03.338,201.6,HERRERO Racing,Pro-Am,PCCF,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,
,929,Not classified,7,33:42.543,,,5,4:13.051,193.8,MRS GT-Racing,Am,PCCNA,,Porsche 911 GT3 Cup,,,,,,,,,,,,Nikolai,GADETSKII,,,KGZ,,,,,,,
,926,Not classified,4,19:38.015,,,2,4:21.595,187.5,GDL 67 Motorsport,Am,PCCI,,Porsche 911 GT3 Cup,,,,,,,,,,,,Roberto,FECCHIO,,,ITA,,,,,,,
,123,Not classified,3,13:49.895,,,2,4:01.761,202.9,Porsche Experience Racing,Pro,PCCS,,Porsche 911 GT3 Cup,,,,,,,,,,,,Dennis,HAUGER,,,NOR,,,,,,,
