POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,2,Classified,16,50:34.980,-,-,15,2:48.608,149.5,Garage Terriou,FC1,,,Porsche 911,,,,,,,,,,,,,TERRIOU,,,FRA,,,,,,,
2,30,Classified,16,51:24.806,+49.826,+49.826,10,2:51.087,147.4,GT Ride - Legendary Racing,FC1,,,Porsche 964 RSR,,,,,,,,,,,,,GARRET,,,FRA,,,,,,,
3,92,Classified,16,52:19.864,+1:44.884,+55.058,4,2:54.294,144.7,Swiss Wheels Swappers,FC1,,,Porsche 964 RS,,,,,,,,,,,,,TORRES,,,SUI,,,,,,,
4,12,Classified,16,52:33.980,+1:59.000,+14.116,11,2:57.894,141.7,Racing12 Project,FC2,,,Porsche 911 3.2 l,,,,,,,,,,,,,EHRHARDT,,,FRA,,,,,,,
5,44,Classified,16,52:54.949,+2:19.969,+20.969,12,2:59.457,140.5,Terriou Racing,FC2,,,Porsche 964 RS,,,,,,,,,,,,,CLESSE / L'EPLATTENIER,,,FRA,,,,,,,
6,6,Classified,16,53:11.840,+2:36.860,+16.891,3,2:56.610,142.8,TRF Racing Team,FC1,,,Porsche 928,,,,,,,,,,,,,FERET,,,FRA,,,,,,,
7,93,Classified,16,53:25.013,+2:50.033,+13.173,3,2:57.582,142.0,MV Racing,FC2,,,Porsche 911 SC,,,,,,,,,,,,,DECULTOT / MATHON,,,FRA,,,,,,,
8,29,Classified,16,53:27.274,+2:52.294,+2.261,16,2:59.137,140.8,Vintage Motor Sport,FC1,,,Porsche 964 C2,,,,,,,,,,,,,DESMAELE,,,FRA,,,,,,,
9,5,Classified,16,53:30.198,+2:55.218,+2.924,16,2:59.946,140.1,Juracing Team,FC2,,,Porsche 911 2.8 RSR,,,,,,,,,,,,,RAMOUSSE,,,FRA,,,,,,,
10,22,Classified,16,53:40.843,+3:05.863,+10.645,13,3:02.118,138.4,BG-BC,FC3/4,,,Porsche 911 3.2 l,,,,,,,,,,,,,GAYER / PAULEN,,,FRA,,,,,,,
11,11,Classified,15,50:57.563,1 Lap,1 Lap,4,3:03.707,137.3,AS Racing,FC1,,,Porsche 993 C2,,,,,,,,,,,,,SERRA,,,FRA,,,,,,,
12,14,Classified,15,51:04.516,1 Lap,+6.953,12,2:59.951,140.1,Mosport,FC1,,,Porsche 911 2.8 RSR,,,,,,,,,,,,,VICAIRE / BAUDINERE,,,FRA,,,,,,,
13,23,Classified,15,51:09.683,1 Lap,+5.167,14,3:04.414,136.7,GHC,FC2,,,Porsche 968 CS,,,,,,,,,,,,,LES,,,BEL,,,,,,,
14,73,Classified,15,51:23.682,1 Lap,+13.999,11,3:05.549,135.9,CSP,FC2,,,Porsche 964 C2,,,,,,,,,,,,,LE FLEM / VIEREN,,,FRA,,,,,,,
15,199,Classified,15,51:32.966,1 Lap,+9.284,13,3:04.181,136.9,JH Racing Team,FC2,,,Porsche 911 SC,,,,,,,,,,,,,HARDONNIERE,,,FRA,,,,,,,
16,132,Classified,15,51:39.296,1 Lap,+6.330,11,3:08.949,133.4,VP Racing,FC2,,,Porsche 911 3.2 l,,,,,,,,,,,,,PASQUIER,,,FRA,,,,,,,
17,924,Classified,15,51:46.389,1 Lap,+7.093,12,3:10.472,132.4,JS Speed Shop,FC3/4,,,Porsche 924 S,,,,,,,,,,,,,SALVA / MORISSET,,,FRA,,,,,,,
18,31,Classified,15,51:58.898,1 Lap,+12.509,14,3:05.050,136.3,RHL-DC,FC2,,,Porsche 944 Turbo,,,,,,,,,,,,,CANTIELLO,,,FRA,,,,,,,
19,89,Classified,15,52:05.407,1 Lap,+6.509,3,3:09.934,132.8,Atelier Gobin,FC1,,,Porsche 911 3.2 l,,,,,,,,,,,,,DUVERNE,,,FRA,,,,,,,
20,8,Classified,15,52:12.875,1 Lap,+7.468,3,3:12.951,130.7,Duval's,FC2,,,Porsche 964 C2,,,,,,,,,,,,,DUVAL / DUVAL,,,FRA,,,,,,,
21,75,Classified,15,52:19.266,1 Lap,+6.391,4,3:03.011,137.8,Parisians Cars Racing Team,FC3/4,,,Porsche 911 SC,,,,,,,,,,,,,SERRES / PUECHAVY,,,FRA,,,,,,,
22,68,Classified,15,52:44.209,1 Lap,+24.943,12,3:10.104,132.6,Garage du Centre,FC2,,,Porsche 968,,,,,,,,,,,,,SALERNO,,,FRA,,,,,,,
23,66,Classified,13,51:17.325,3 Laps,2 Laps,9,3:32.605,118.6,Team LG Pro,FC2,,,Porsche 911,,,,,,,,,,,,,GIRARDIER,,,FRA,,,,,,,
24,27,Classified,13,51:18.033,3 Laps,+0.708,9,3:29.150,120.6,Leader,FC3/4,,,Porsche 924,,,,,,,,,,,,,DESLAURIER / PEREZ,,,F/M,,,,,,,
25,666,Classified,13,54:40.718,3 Laps,+3:22.685,2,3:43.560,112.8,Team TRF,FC2,,,Porsche 911 3.2 l,,,,,,,,,,,,,FERET,,,FRA,,,,,,,
26,1,Classified,11,53:01.894,5 Laps,2 Laps,2,3:09.602,133.0,Atelier Gobin,FC1,,,Porsche 964 C2,,,,,,,,,,,,,GAULT / FRADIN,,,FRA,,,,,,,
27,72,Classified,4,12:57.654,12 Laps,7 Laps,2,3:12.142,131.2,Hoche Avocats,FC3/4,,,Porsche 911 3.0 SC,,,,,,,,,,,,,MATHIEU,,,FRA,,,,,,,
28,56,Classified,4,26:27.798,12 Laps,+13:30.144,2,3:01.368,139.0,Le Duigou Racing,FC1,,,Porsche 911 3.0 l RS,,,,,,,,,,,,,PREVEL,,,FRA,,,,,,,
