POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,5,19,1:38.728,-,-,166.4,28,BIRTH RACING PROJECT,,,,G FORCE F111/3,,,,,,,,,,,,Michael,SAUTER,,,CHE,,,,,,,
2,37,19,1:38.766,+0.038,+0.038,166.3,26,TGR-DC Racing School,,,,TGR-DC RS FR,,,,,,,,,,,,Yuki,SANO,,,JPN,,,,,,,
3,38,25,1:38.800,+0.072,+0.034,166.3,25,TGR-DC Racing School,,,,TGR-DC RS FR,,,,,,,,,,,,Kazuhisa,URABE,,,JPN,,,,,,,
4,28,18,1:38.957,+0.229,+0.157,166.0,23,TOM'S FORMULA,,,,TOM'S FORMULA F111,,,,,,,,,,,,Yoshiaki,NAKAMURA,,,JPN,,,,,,,
5,53,30,1:39.485,+0.757,+0.528,165.1,30,Bionic Jack Racing,,,,G FORCE F111/3,,,,,,,,,,,,Jesse,LACEY,,,AUS,,,,,,,
6,62,21,1:39.518,+0.790,+0.033,165.1,25,HELM MOTORSPORTS,,,,F111/3 Yupiteru HAGOROMO6 F111/3,,,,,,,,,,,,Anna,INOTSUME,,,JPN,,,,,,,
7,45A,4,1:39.572,+0.844,+0.054,165.0,8,PONOS RACING,,,,PONOS RACING,,,,,,,,,,Friday only,,Riki,OKUSA,,,JPN,,,,,,,
8,16,24,1:39.661,+0.933,+0.089,164.8,25,ABBEY RACING,M,,,AKITA Cars & Racing,,,,,,,,,,,,,AKITA,,,JPN,,,,,,,
9,55,28,1:39.993,+1.265,+0.332,164.3,28,BIRTH RACING PROJECT,,,,G FORCE F111/3,,,,,,,,,,,,Sebastian,MANSON,,,NZL,,,,,,,
10,11,22,1:40.490,+1.762,+0.497,163.5,26,Rn-sports,M,,,Rn-sportsF111/3,,,,,,,,,,,,Masayuki,UEDA,,,JPN,,,,,,,
11,29,19,1:40.643,+1.915,+0.153,163.2,23,EAGLE SPORT,M,,,Classic Car.jp ES,,,,,,,,,,,,Tadakazu,KOJIMA,,,JPN,,,,,,,
12,45,9,1:41.192,+2.464,+0.549,162.3,14,PONOS RACING,M,,,PONOS RACING,,,,,,,,,,,,Yorikatsu,TSUJIKO,,,JPN,,,,,,,
13,18,19,1:41.932,+3.204,+0.740,161.2,26,NILZZ Racing,M,,,NILZZ Racing,,,,,,,,,,,,,YUKI,,,JPN,,,,,,,
14,23,21,1:45.645,+6.917,+3.713,155.5,28,N-SPEED,M,,,S2R Racing,,,,,,,,,,,,,YUGO,,,JPN,,,,,,,
15,16A,0,,,,,0,ABBEY RACING,,,,AKITA Cars & Racing,,,,,,,,,,Friday only,,Takashi,KOBAYASHI,,,NZL,,,,,,,
16,16B,0,,,,,0,ABBEY RACING,,,,AKITA Cars & Racing,,,,,,,,,,Friday only,,Yusuke,MITSUI,,,JPN,,,,,,,
