POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,5,26,1:38.898,-,-,166.1,27,BIRTH RACING PROJECT,,,,G FORCE F111/3,,,,,,,,,,,,Michael,SAUTER,,,CHE,,,,,,,
2,38,22,1:38.967,+0.069,+0.069,166.0,25,TGR-DC Racing School,,,,TGR-DC RS FR,,,,,,,,,,,,Kazuhisa,URABE,,,JPN,,,,,,,
3,45A,8,1:39.384,+0.486,+0.417,165.3,9,PONOS RACING,,,,PONOS RACING,,,,,,,,,,Friday only,,Riki,OKUSA,,,JPN,,,,,,,
4,28,23,1:39.438,+0.540,+0.054,165.2,23,TOM'S FORMULA,,,,TOM'S FORMULA F111,,,,,,,,,,,,Yoshiaki,NAKAMURA,,,JPN,,,,,,,
5,37,20,1:39.917,+1.019,+0.479,164.4,24,TGR-DC Racing School,,,,TGR-DC RS FR,,,,,,,,,,,,Yuki,SANO,,,JPN,,,,,,,
6,16B,5,1:40.213,+1.315,+0.296,163.9,6,ABBEY RACING,,,,AKITA Cars & Racing,,,,,,,,,,Friday only,,Yusuke,MITSUI,,,JPN,,,,,,,
7,53,16,1:40.276,+1.378,+0.063,163.8,24,Bionic Jack Racing,,,,G FORCE F111/3,,,,,,,,,,,,Jesse,LACEY,,,AUS,,,,,,,
8,62,13,1:40.581,+1.683,+0.305,163.3,16,HELM MOTORSPORTS,,,,F111/3 Yupiteru HAGOROMO6 F111/3,,,,,,,,,,,,Anna,INOTSUME,,,JPN,,,,,,,
9,16,7,1:40.813,+1.915,+0.232,162.9,19,ABBEY RACING,M,,,AKITA Cars & Racing,,,,,,,,,,,,,AKITA,,,JPN,,,,,,,
10,29,19,1:40.897,+1.999,+0.084,162.8,22,EAGLE SPORT,M,,,Classic Car.jp ES,,,,,,,,,,,,Tadakazu,KOJIMA,,,JPN,,,,,,,
11,11,18,1:41.156,+2.258,+0.259,162.4,19,Rn-sports,M,,,Rn-sportsF111/3,,,,,,,,,,,,Masayuki,UEDA,,,JPN,,,,,,,
12,45,12,1:41.444,+2.546,+0.288,161.9,15,PONOS RACING,M,,,PONOS RACING,,,,,,,,,,,,Yorikatsu,TSUJIKO,,,JPN,,,,,,,
13,18,21,1:42.560,+3.662,+1.116,160.2,21,NILZZ Racing,M,,,NILZZ Racing,,,,,,,,,,,,,YUKI,,,JPN,,,,,,,
14,23,18,1:48.221,+9.323,+5.661,151.8,21,N-SPEED,M,,,S2R Racing,,,,,,,,,,,,,YUGO,,,JPN,,,,,,,
15,55,0,,,,,0,BIRTH RACING PROJECT,,,,G FORCE F111/3,,,,,,,,,,,,Sebastian,MANSON,,,AUS,,,,,,,
16,16A,0,,,,,0,ABBEY RACING,,,,AKITA Cars & Racing,,,,,,,,,,Friday only,,Takashi,KOBAYASHI,,,JPN,,,,,,,
