POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,37,5,1:39.072,-,-,165.8,6,TGR-DC Racing School,,,,TGR-DC RS FR,,,,,,,,,,,,Yuki,SANO,,,JPN,,,,,,,
2,38,4,1:39.202,+0.130,+0.130,165.6,7,TGR-DC Racing School,,,,TGR-DC RS FR,,,,,,,,,,,,Kazuhisa,URABE,,,JPN,,,,,,,
3,5,3,1:39.905,+0.833,+0.703,164.4,4,BIRTH RACING PROJECT,,,,G FORCE F111/3,,,,,,,,,,,,Michael,SAUTER,,,CHE,,,,,,,
4,28,5,1:39.986,+0.914,+0.081,164.3,6,TOM'S FORMULA,,,,TOM'S FORMULA F111,,,,,,,,,,,,Yoshiaki,NAKAMURA,,,JPN,,,,,,,
5,62,4,1:40.436,+1.364,+0.450,163.6,6,HELM MOTORSPORTS,,,,F111/3 Yupiteru HAGOROMO6 F111/3,,,,,,,,,,,,Anna,INOTSUME,,,JPN,,,,,,,
6,55,4,1:40.478,+1.406,+0.042,163.5,7,BIRTH RACING PROJECT,,,,G FORCE F111/3,,,,,,,,,,,,Sebastian,MANSON,,,NZL,,,,,,,
7,29,4,1:40.804,+1.732,+0.326,163.0,6,EAGLE SPORT,M,,,Classic Car.jp ES,,,,,,,,,,,,Tadakazu,KOJIMA,,,JPN,,,,,,,
8,11,5,1:41.284,+2.212,+0.480,162.2,6,Rn-sports,M,,,Rn-sportsF111/3,,,,,,,,,,,,Masayuki,UEDA,,,JPN,,,,,,,
9,16,3,1:41.918,+2.846,+0.634,161.2,5,ABBEY RACING,M,,,AKITA Cars & Racing,,,,,,,,,,,,,AKITA,,,JPN,,,,,,,
10,45,4,1:41.940,+2.868,+0.022,161.1,6,PONOS RACING,M,,,PONOS RACING,,,,,,,,,,,,Yorikatsu,TSUJIKO,,,JPN,,,,,,,
11,18,5,1:43.045,+3.973,+1.105,159.4,6,NILZZ Racing,M,,,NILZZ Racing,,,,,,,,,,,,,YUKI,,,JPN,,,,,,,
12,53,3,1:46.260,+7.188,+3.215,154.6,4,Bionic Jack Racing,,,,G FORCE F111/3,,,,,,,,,,,,Jesse,LACEY,,,AUS,,,,,,,
13,23,4,1:48.733,+9.661,+2.473,151.1,6,N-SPEED,M,,,S2R Racing,,,,,,,,,,,,,YUGO,,,JPN,,,,,,,
