POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,37,Classified,15,27:07.564,-,-,13,1:39.642,164.9,TGR-DC Racing School,,,,TGR-DC RS FR,,,,,,,,,,,,Yuki,SANO,,,JPN,,,,,,,
2,62,Classified,15,27:14.694,+7.130,+7.130,13,1:40.656,163.2,HELM MOTORSPORTS,,,,F111/3 Yupiteru HAGOROMO6 F111/3,,,,,,,,,,,,Anna,INOTSUME,,,JPN,,,,,,,
3,55,Classified,15,27:16.641,+9.077,+1.947,6,1:40.595,163.3,BIRTH RACING PROJECT,,,,G FORCE F111/3,,,,,,,,,,,,Sebastian,MANSON,,,NZL,,,,,,,
4,28,Classified,15,27:16.682,+9.118,+0.041,6,1:39.714,164.7,TOM'S FORMULA,,,,TOM'S FORMULA F111,,,,,,,,,,,,Yoshiaki,NAKAMURA,,,JPN,,,,,,,
5,16,Classified,15,27:19.195,+11.631,+2.513,15,1:40.790,163.0,ABBEY RACING,M,,,AKITA Cars & Racing,,,,,,,,,,,,,AKITA,,,JPN,,,,,,,
6,5,Classified,15,27:21.243,+13.679,+2.048,6,1:39.717,164.7,BIRTH RACING PROJECT,,,,G FORCE F111/3,,,,,,,,,,,,Michael,SAUTER,,,CHE,,,,,,,
7,11,Classified,15,27:24.517,+16.953,+3.274,13,1:41.283,162.2,Rn-sports,M,,,Rn-sportsF111/3,,,,,,,,,,,,Masayuki,UEDA,,,JPN,,,,,,,
8,53,Classified,15,27:27.909,+20.345,+3.392,4,1:40.692,163.1,Bionic Jack Racing,,,,G FORCE F111/3,,,,,,,,,,,,Jesse,LACEY,,,AUS,,,,,,,
9,18,Classified,15,27:31.026,+23.462,+3.117,12,1:42.282,160.6,NILZZ Racing,M,,,NILZZ Racing,,,,,,,,,,,,,YUKI,,,JPN,,,,,,,
10,29,Classified,15,27:34.789,+27.225,+3.763,5,1:40.791,163.0,EAGLE SPORT,M,,,Classic Car.jp ES,,,,,,,,,,,,Tadakazu,KOJIMA,,,JPN,,,,,,,
11,23,Classified,15,27:52.892,+45.328,+18.103,15,1:45.432,155.8,N-SPEED,M,,,S2R Racing,,,,,,,,,,,,,YUGO,,,JPN,,,,,,,
,38,Not classified,7,12:23.094,,,5,1:39.882,164.5,TGR-DC Racing School,,,,TGR-DC RS FR,,,,,,,,,,,,Kazuhisa,URABE,,,JPN,,,,,,,
,45,Not classified,1,3:09.203,,,0,,,PONOS RACING,M,,,PONOS RACING,,,,,,,,,,,,Yorikatsu,TSUJIKO,,,JPN,,,,,,,
