POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,37,7,1:38.855,-,-,166.2,8,TGR-DC Racing School,,,,TGR-DC RS FR,,,,,,,,,,,,Yuki,SANO,,,JPN,,,,,,,
2,38,8,1:38.919,+0.064,+0.064,166.1,9,TGR-DC Racing School,,,,TGR-DC RS FR,,,,,,,,,,,,Kazuhisa,URABE,,,JPN,,,,,,,
3,5,6,1:39.246,+0.391,+0.327,165.5,9,BIRTH RACING PROJECT,,,,G FORCE F111/3,,,,,,,,,,,,Michael,SAUTER,,,CHE,,,,,,,
4,28,6,1:39.328,+0.473,+0.082,165.4,9,TOM'S FORMULA,,,,TOM'S FORMULA F111,,,,,,,,,,,,Yoshiaki,NAKAMURA,,,JPN,,,,,,,
5,53,7,1:39.542,+0.687,+0.214,165.0,8,Bionic Jack Racing,,,,G FORCE F111/3,,,,,,,,,,,,Jesse,LACEY,,,AUS,,,,,,,
6,62,9,1:39.924,+1.069,+0.382,164.4,9,HELM MOTORSPORTS,,,,F111/3 Yupiteru HAGOROMO6 F111/3,,,,,,,,,,,,Anna,INOTSUME,,,JPN,,,,,,,
7,55,7,1:39.957,+1.102,+0.033,164.3,9,BIRTH RACING PROJECT,,,,G FORCE F111/3,,,,,,,,,,,,Sebastian,MANSON,,,NZL,,,,,,,
8,16,3,1:40.157,+1.302,+0.200,164.0,7,ABBEY RACING,M,,,AKITA Cars & Racing,,,,,,,,,,,,,AKITA,,,JPN,,,,,,,
9,29,8,1:40.559,+1.704,+0.402,163.4,8,EAGLE SPORT,M,,,Classic Car.jp ES,,,,,,,,,,,,Tadakazu,KOJIMA,,,JPN,,,,,,,
10,11,9,1:40.731,+1.876,+0.172,163.1,9,Rn-sports,M,,,Rn-sportsF111/3,,,,,,,,,,,,Masayuki,UEDA,,,JPN,,,,,,,
11,45,4,1:41.556,+2.701,+0.825,161.8,7,PONOS RACING,M,,,PONOS RACING,,,,,,,,,,,,Yorikatsu,TSUJIKO,,,JPN,,,,,,,
12,18,8,1:42.009,+3.154,+0.453,161.0,9,NILZZ Racing,M,,,NILZZ Racing,,,,,,,,,,,,,YUKI,,,JPN,,,,,,,
13,23,7,1:45.521,+6.666,+3.512,155.7,8,N-SPEED,M,,,S2R Racing,,,,,,,,,,,,,YUGO,,,JPN,,,,,,,
