POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,92,Classified,9,47:28.626,-,-,7,4:19.812,188.8,Ryan McLeod Racing Cars,DH,,,Mustang Dark Horse R,,,,,,,,,,,,Cameron,MCLEOD,,,AUS,,,,,,,
2,13,Classified,9,47:28.800,+0.174,+0.174,4,4:19.559,189.0,Robert Noaker Racing,DH,,,Mustang Dark Horse R,,,,,,,,,,,,Robert,NOAKER,,,USA,,,,,,,
3,26,Classified,9,47:32.103,+3.477,+3.303,5,4:22.851,186.6,Paley Motorsport,DH,,,Mustang Dark Horse R,,,,,,,,,,,,Sam,PALEY,,,USA,,,,,,,
4,23,Classified,9,47:32.523,+3.897,+0.420,9,4:22.068,187.2,TeamFloral,DH,,,Mustang Dark Horse R,,,,,,,,,,,,Jenson,ALTZMAN,,,USA,,,,,,,
5,62,Classified,9,47:35.479,+6.853,+2.956,4,4:21.969,187.2,Academy Motorsport,DH,,,Mustang Dark Horse R,,,,,,,,,,,,Matt,NICOLL - JONES,,,GBR,,,,,,,
6,34,Classified,9,47:35.839,+7.213,+0.360,9,4:22.103,187.2,Automatic Racing,DH,,,Mustang Dark Horse R,,,,,,,,,,,,Will,LUCAS,,,USA,,,,,,,
7,1,Classified,9,47:36.910,+8.284,+1.071,5,4:22.978,186.5,Spark Performance,DHS,,,Mustang Dark Horse R,,,,,,,,,,,,Tanner,FOUST,,,USA,,,,,,,
8,7,Classified,9,47:42.262,+13.636,+5.352,6,4:22.834,186.6,Robert Noaker Racing,DH,,,Mustang Dark Horse R,,,,,,,,,,,,Sandy,SATULLO,,,USA,,,,,,,
9,29,Classified,9,47:58.549,+29.923,+16.287,9,4:23.663,186.0,Academy Motorsport,DH,,,Mustang Dark Horse R,,,,,,,,,,,,Erik,EVANS,,,USA,,,,,,,
10,133,Classified,9,48:14.400,+45.774,+15.851,4,4:27.385,183.5,TechSport Racing,DHS,,,Mustang Dark Horse R,,,,,,,,,,,,Frankie,MUNIZ,,,USA,,,,,,,
11,15,Classified,9,48:16.611,+47.985,+2.211,5,4:25.587,184.7,TechSport Racing,DHL,,,Mustang Dark Horse R,,,,,,,,,,,,Alfonso,DIAZ,,,PUR,,,,,,,
12,77,Classified,9,48:17.084,+48.458,+0.473,6,4:25.934,184.5,Academy Motorsport,DHS,,,Mustang Dark Horse R,,,,,,,,,,,,Chris,HARRIS / HOY,,,GBR,,,,,,,
13,88,Classified,9,48:21.199,+52.573,+4.115,6,4:25.895,184.5,Creative Auto Sport,DHS,,,Mustang Dark Horse R,,,,,,,,,,,,Chelsea,DENOFA,,,USA,,,,,,,
14,47,Classified,9,48:30.814,+1:02.188,+9.615,4,4:28.715,182.5,Wall Racing,DHL,,,Mustang Dark Horse R,,,,,,,,,,,,Tim,MILES,,,NZL,,,,,,,
15,17,Classified,9,48:35.292,+1:06.666,+4.478,6,4:29.223,182.2,Competition Motors,DHS,,,Mustang Dark Horse R,,,,,,,,,,,,Jim,FARLEY,,,USA,,,,,,,
16,79,Classified,9,48:37.559,+1:08.933,+2.267,5,4:29.127,182.3,NV Autosport - Gradient,DHL,,,Mustang Dark Horse R,,,,,,,,,,,,Drew,NEUBAUER,,,USA,,,,,,,
17,10,Classified,9,48:44.254,+1:15.628,+6.695,5,4:28.591,182.6,NV Autosport - Gradient,DHL,,,Mustang Dark Horse R,,,,,,,,,,,,Stephen,VAJDA,,,USA,,,,,,,
18,58,Classified,9,48:57.500,+1:28.874,+13.246,6,4:32.762,179.8,Nick Smither Racing,DHL,,,Mustang Dark Horse R,,,,,,,,,,,,Nicholas,SMITHER,,,GBR,,,,,,,
19,72,Classified,9,49:00.698,+1:32.072,+3.198,6,4:32.545,180.0,TechTrak,DHL,,,Mustang Dark Horse R,,,,,,,,,,,,Adam,BALON,,,GBR,,,,,,,
