POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,62,4,1:48.808,-,-,153.9,5,Veloso Motorsport,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Francisco,MORA,,,,,,,,,,
2,68,3,1:49.107,+0.299,+0.299,153.5,4,LOB - Motorsport,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Manuel,ALVES,,,,,,,,,,
3,69,4,1:49.595,+0.787,+0.488,152.8,4,Monteiros Competições,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Alexandre,AREIA,,,,,,,,,,
4,89,4,1:50.162,+1.354,+0.567,152.1,5,Pedro Salvador,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Pedro,SALVADOR,,,,,,,,,,
5,81,4,1:52.729,+3.921,+2.567,148.6,5,RGB RACING TEAM,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Chris,HILLABY,,,,,,,,,,
6,66B,3,1:53.653,+4.845,+0.924,147.4,5,Veloso Motorsport,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Miguel,CAETANO,,,,,,,,,,
7,79,4,1:53.659,+4.851,+0.006,147.4,5,Veloso Motorsport,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,José,BARROS,,,,,,,,,,
8,77,3,1:54.252,+5.444,+0.593,146.6,4,Racar Motorsport,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Leandro,MARTINS,,,,,,,,,,
9,90,4,1:55.182,+6.374,+0.930,145.4,5,Monteiros Competições,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Ricardo,COSTA,,,,,,,,,,
10,73,3,1:58.354,+9.546,+3.172,141.5,4,Aloísio Monteiro,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Aloísio,MONTEIRO,,,,,,,,,,
11,97,3,1:59.091,+10.283,+0.737,140.7,4,LOB - Motorsport,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Vasco,BARROS,,,,,,,,,,
12,88,3,2:05.693,+16.885,+6.602,133.3,5,RGB RACING TEAM,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Jorge,RAMIREZ,,,,,,,,,,
13,78,3,2:07.588,+18.780,+1.895,131.3,4,Racar Motorsport,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Manuel,CHINCHILLA,,,,,,,,,,
14,44,2,2:08.907,+20.099,+1.319,129.9,3,Nuno Inocêncio,AM,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Nuno,INOCÊNCIO,,,,,,,,,,
15,36,2,2:09.523,+20.715,+0.616,129.3,3,P21 Motorsport,AM,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Tiago,GONÇALVES,,,,,,,,,,
16,35,2,2:26.487,+37.679,+16.964,114.4,3,P21 Motorsport,AM,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Francisca,QUEIROZ,,,,,,,,,,
17,4,0,,,,,0,Bernardo Sousa,PROAM,997.2,,Porsche 911 GT3 Cup - 997.2,,,,,,,,,,,,Bernardo,SOUSA,,,,,,,,,,
18,33,0,,,,,0,Monteiros Competições,GD,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Rui,MIRITTA,,,,,,,,,,
19,42,0,,,,,0,Jorge Brioso,AM,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Jorge,BRIOSO,,,,,,,,,,
20,74,0,,,,,0,Ian Barret,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Ian,BARRET,,,,,,,,,,
21,76,0,,,,,0,Frank Barret,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Frank,BARRET,,,,,,,,,,
22,82,0,,,,,2,AF Motorsport,AM,991.2,,Porsche 911 GT3 Cup - 997.2,,,,,,,,,,,,André,FERNANDES,,,,,,,,,,
23,94,0,,,,,0,AF Motorsport,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Dylan,PEREIRA,,,,,,,,,,
24,11B,0,,,,,3,BigGeorge,PROAM,997.2,,Porsche 911 GT3 Cup - 997.2,,,,,,,,,,,,Manuel,GIÃO,,,,,,,,,,
