POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,94,4,1:46.580,-,-,157.2,5,AF Motorsport,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Dylan,PEREIRA,,,,,,,,,,
2,89,3,1:47.186,+0.606,+0.606,156.3,5,Pedro Salvador,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Pedro,SALVADOR,,,,,,,,,,
3,62,5,1:47.485,+0.905,+0.299,155.8,6,Veloso Motorsport,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Francisco,MORA,,,,,,,,,,
4,68,4,1:47.742,+1.162,+0.257,155.5,6,LOB - Motorsport,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Manuel,ALVES,,,,,,,,,,
5,97,5,1:49.345,+2.765,+1.603,153.2,6,LOB - Motorsport,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Vasco,BARROS,,,,,,,,,,
6,79,5,1:51.430,+4.850,+2.085,150.3,6,Veloso Motorsport,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,José,BARROS,,,,,,,,,,
7,66A,5,1:51.541,+4.961,+0.111,150.2,6,Veloso Motorsport,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,João,POSSER,,,,,,,,,,
8,81,4,1:51.961,+5.381,+0.420,149.6,6,RGB RACING TEAM,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Chris,HILLABY,,,,,,,,,,
9,82,3,1:52.091,+5.511,+0.130,149.4,5,AF Motorsport,AM,991.2,,Porsche 911 GT3 Cup - 997.2,,,,,,,,,,,,André,FERNANDES,,,,,,,,,,
10,90,5,1:52.428,+5.848,+0.337,149.0,6,Monteiros Competições,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Ricardo,COSTA,,,,,,,,,,
11,88,4,1:52.667,+6.087,+0.239,148.7,6,RGB RACING TEAM,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Jorge,RAMIREZ,,,,,,,,,,
12,74,4,1:53.295,+6.715,+0.628,147.9,5,Ian Barret,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Ian,BARRET,,,,,,,,,,
13,77,3,1:53.307,+6.727,+0.012,147.8,5,Racar Motorsport,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Leandro,MARTINS,,,,,,,,,,
14,4,3,1:53.497,+6.917,+0.190,147.6,5,Bernardo Sousa,PROAM,997.2,,Porsche 911 GT3 Cup - 997.2,,,,,,,,,,,,Bernardo,SOUSA,,,,,,,,,,
15,42,3,1:54.388,+7.808,+0.891,146.4,5,Jorge Brioso,AM,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Jorge,BRIOSO,,,,,,,,,,
16,11A,5,1:56.756,+10.176,+2.368,143.5,6,BigGeorge,PROAM,997.2,,Porsche 911 GT3 Cup - 997.2,,,,,,,,,,,,Manuel,GIÃO,,,,,,,,,,
17,33,3,1:57.123,+10.543,+0.367,143.0,4,Monteiros Competições,GD,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Rui,MIRITTA,,,,,,,,,,
18,73,2,1:57.185,+10.605,+0.062,142.9,2,Aloísio Monteiro,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Aloísio,MONTEIRO,,,,,,,,,,
19,76,3,1:58.944,+12.364,+1.759,140.8,6,Frank Barret,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Frank,BARRET,,,,,,,,,,
20,44,2,1:59.123,+12.543,+0.179,140.6,5,Nuno Inocêncio,AM,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Nuno,INOCÊNCIO,,,,,,,,,,
21,35,2,2:11.161,+24.581,+12.038,127.7,3,P21 Motorsport,AM,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Francisca,QUEIROZ,,,,,,,,,,
22,78,2,2:20.339,+33.759,+9.178,119.4,4,Racar Motorsport,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Manuel,CHINCHILLA,,,,,,,,,,
,36,0,,,,,4,P21 Motorsport,AM,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Tiago,GONÇALVES,,,,,,,,,,
,69,0,,,,,0,Monteiros Competições,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Alexandre,AREIA,,,,,,,,,,
