POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,94,Classified,17,30:34.059,-,-,2,1:47.047,156.5,AF Motorsport,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Dylan,PEREIRA,,,,,,,,,,
2,89,Classified,17,30:42.019,+7.960,+7.960,7,1:47.586,155.7,Pedro Salvador,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Pedro,SALVADOR,,,,,,,,,,
3,62,Classified,17,30:46.997,+12.938,+4.978,4,1:47.293,156.1,Veloso Motorsport,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Francisco,MORA,,,,,,,,,,
4,68,Classified,17,31:05.008,+30.949,+18.011,6,1:48.646,154.2,LOB - Motorsport,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Manuel,ALVES,,,,,,,,,,
5,97,Classified,17,31:08.657,+34.598,+3.649,3,1:48.469,154.4,LOB - Motorsport,PROAM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Vasco,BARROS,,,,,,,,,,
6,79,Classified,17,31:25.620,+51.561,+16.963,5,1:49.708,152.7,Veloso Motorsport,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,José,BARROS,,,,,,,,,,
7,74,Classified,17,31:45.949,+1:11.890,+20.329,3,1:50.165,152.1,Ian Barret,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Ian,BARRET,,,,,,,,,,
8,77,Classified,17,32:08.806,+1:34.747,+22.857,2,1:51.416,150.3,Racar Motorsport,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Leandro,MARTINS,,,,,,,,,,
9,88,Classified,17,32:24.624,+1:50.565,+15.818,6,1:51.363,150.4,RGB RACING TEAM,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Jorge,RAMIREZ,,,,,,,,,,
10,42,Classified,16,30:57.074,1 Lap,1 Lap,6,1:52.952,148.3,Jorge Brioso,AM,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Jorge,BRIOSO,,,,,,,,,,
11,81,Classified,16,31:00.149,1 Lap,+3.075,8,1:52.011,149.5,RGB RACING TEAM,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Chris,HILLABY,,,,,,,,,,
12,73,Classified,16,31:13.307,1 Lap,+13.158,7,1:54.256,146.6,Aloísio Monteiro,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Aloísio,MONTEIRO,,,,,,,,,,
13,76,Classified,16,31:20.772,1 Lap,+7.465,9,1:54.617,146.1,Frank Barret,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Frank,BARRET,,,,,,,,,,
14,4,Classified,16,31:29.840,1 Lap,+9.068,4,1:51.722,149.9,Bernardo Sousa,PROAM,997.2,,Porsche 911 GT3 Cup - 997.2,,,,,,,,,,,,Bernardo,SOUSA,,,,,,,,,,
15,36,Classified,16,31:35.732,1 Lap,+5.892,6,1:53.905,147.1,P21 Motorsport,AM,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Tiago,GONÇALVES,,,,,,,,,,
16,66B,Classified,16,31:41.197,1 Lap,+5.465,4,1:52.610,148.8,Veloso Motorsport,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Miguel,CAETANO,,,,,,,,,,
17,90,Classified,15,28:47.409,2 Laps,1 Lap,3,1:51.200,150.6,Monteiros Competições,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Ricardo,COSTA,,,,,,,,,,
18,78,Classified,15,30:04.182,2 Laps,+1:16.773,11,1:58.012,141.9,Racar Motorsport,GD,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,Manuel,CHINCHILLA,,,,,,,,,,
19,44,Classified,15,30:45.874,2 Laps,+41.692,2,1:54.506,146.3,Nuno Inocêncio,AM,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Nuno,INOCÊNCIO,,,,,,,,,,
20,33,Classified,13,24:42.878,4 Laps,2 Laps,6,1:52.333,149.1,Monteiros Competições,GD,991.1,,Porsche 911 GT3 Cup - 991.1,,,,,,,,,,,,Rui,MIRITTA,,,,,,,,,,
,82,Not classified,5,10:02.420,,,4,1:51.816,149.8,AF Motorsport,AM,991.2,,Porsche 911 GT3 Cup - 991.2,,,,,,,,,,,,André,FERNANDES,,,,,,,,,,
,11A,Not started,0,,,,0,,,BigGeorge,GD,997.2,,Porsche 911 GT3 Cup - 997.2,,,,,,,,,,,,,BIGGEORGE,,,,,,,,,,
