POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,90,Classified,9,20:03.253,-,-,6,2:12.481,157.4,SCIONTI RACING TEAM,G,,,MITJET 2L,,,,,,,,,,,,,DEMARCO,,,,,,,,,,
2,3,Classified,9,20:05.168,+1.915,+1.915,6,2:12.430,157.5,SCIONTI RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,,SCIONTI,,,,,,,,,,
3,18,Classified,9,20:05.196,+1.943,+0.028,3,2:12.377,157.5,SCIONTI RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,,DESIDERI,,,,,,,,,,
4,88,Classified,9,20:05.488,+2.235,+0.292,9,2:12.210,157.7,ARCTIC ENERGY,,,,MITJET 2L,,,,,,,,,,,,,JANKAVICIUS,,,,,,,,,,
5,71,Classified,9,20:06.925,+3.672,+1.437,6,2:12.290,157.6,DNS RACING,,,,MITJET 2L,,,,,,,,,,,,,CAPRASSE,,,,,,,,,,
6,128,Classified,9,20:07.000,+3.747,+0.075,9,2:12.124,157.8,GTDRIVE,J,,,MITJET 2L,,,,,,,,,,,,,FOSSARD,,,,,,,,,,
7,33,Classified,9,20:13.237,+9.984,+6.237,8,2:13.151,156.6,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,,PAPI,,,,,,,,,,
8,25,Classified,9,20:15.400,+12.147,+2.163,4,2:13.297,156.5,WOLFHOUND,G,,,MITJET 2L,,,,,,,,,,,,,ROUVIER,,,,,,,,,,
9,69,Classified,9,20:26.813,+23.560,+11.413,6,2:13.989,155.6,GTDRIVE,G,,,MITJET 2L,,,,,,,,,,,,,BOURLARD,,,,,,,,,,
10,116,Classified,9,20:26.897,+23.644,+0.084,4,2:14.648,154.9,TEAM LUCAS,S,,,MITJET 2L,,,,,,,,,,,,,THIEL,,,,,,,,,,
11,110,Classified,9,20:28.624,+25.371,+1.727,5,2:14.849,154.7,DC RACING,J,,,MITJET 2L,,,,,,,,,,,,,CREMONA,,,,,,,,,,
12,11,Classified,9,20:28.902,+25.649,+0.278,3,2:14.724,154.8,GTDRIVE,,,,MITJET 2L,,,,,,,,,,,,,TOURNISSOUX,,,,,,,,,,
13,28,Classified,9,20:29.040,+25.787,+0.138,6,2:14.703,154.8,GRT MOTORSPORT,,,,MITJET 2L,,,,,,,,,,,,,FUNARI,,,,,,,,,,
14,83,Classified,9,20:29.184,+25.931,+0.144,8,2:13.888,155.8,DNS RACING,S,,,MITJET 2L,,,,,,,,,,,,,BOURGINEAU,,,,,,,,,,
15,32,Classified,9,20:32.022,+28.769,+2.838,9,2:14.196,155.4,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,,PRANDI,,,,,,,,,,
16,35,Classified,9,20:42.754,+39.501,+10.732,4,2:14.195,155.4,ITAL CAR MOTORSPORT,J,,,MITJET 2L,,,,,,,,,,,,,TOCCI,,,,,,,,,,
17,8,Classified,9,20:49.358,+46.105,+6.604,8,2:15.761,153.6,GTDRIVE,S,,,MITJET 2L,,,,,,,,,,,,,DAMIANI,,,,,,,,,,
18,31,Classified,9,20:49.540,+46.287,+0.182,8,2:14.964,154.5,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,,SCIOMMERI,,,,,,,,,,
19,68,Classified,9,20:50.278,+47.025,+0.738,8,2:15.183,154.3,SCIONTI RACING TEAM,G,,,MITJET 2L,,,,,,,,,,,,,PAPARUSSO,,,,,,,,,,
20,66,Classified,9,20:52.271,+49.018,+1.993,8,2:16.786,152.5,DNS RACING,S,,,MITJET 2L,,,,,,,,,,,,,GERARD,,,,,,,,,,
21,21,Classified,9,20:53.168,+49.915,+0.897,8,2:16.879,152.4,MV2S,G,,,MITJET 2L,,,,,,,,,,,,,GERMAIN,,,,,,,,,,
22,16,Classified,9,20:54.636,+51.383,+1.468,7,2:15.221,154.2,FOX RACING,,,,MITJET 2L,,,,,,,,,,,,,FOSSATI,,,,,,,,,,
23,36,Classified,9,20:57.820,+54.567,+3.184,8,2:16.759,152.5,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,,ROSSETTI,,,,,,,,,,
24,55,Classified,9,21:04.827,+1:01.574,+7.007,5,2:17.699,151.5,DNS RACING,G,,,MITJET 2L,,,,,,,,,,,,,POTIER,,,,,,,,,,
25,22,Classified,9,21:26.208,+1:22.955,+21.381,9,2:15.610,153.8,MV2S,S,,,MITJET 2L,,,,,,,,,,,,,BUISSON,,,,,,,,,,
26,17,Classified,4,10:15.928,5 Laps,5 Laps,2,2:20.854,148.1,ARCTIC ENERGY,S,,,MITJET 2L,,,,,,,,,,,,,EGOROV,,,,,,,,,,
27,44,Classified,2,5:49.876,7 Laps,2 Laps,0,,,FOX RACING,S,,,MITJET 2L,,,,,,,,,,,,,GARBELLI,,,,,,,,,,
28,34,Classified,1,3:16.727,8 Laps,1 Lap,0,,,ITAL CAR MOTORSPORT,G,,,MITJET 2L,,,,,,,,,,,,,MALVESTITI,,,,,,,,,,
29,115,Classified,0,,9 Laps,1 Lap,0,,,DC RACING,,,,MITJET 2L,,,,,,,,,,,,,FERLONI,,,,,,,,,,
