POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,90,5,2:11.920,-,-,158.1,6,SCIONTI RACING TEAM,G,,,MITJET 2L,,,,,,,,,,,,,DE MARCO,,,,,,,,,,
2,71,4,2:12.545,+0.625,+0.625,157.3,5,DNS RACING,,,,MITJET 2L,,,,,,,,,,,,,CAPRASSE,,,,,,,,,,
3,88,4,2:12.690,+0.770,+0.145,157.2,7,ARCTIC ENERGY,,,,MITJET 2L,,,,,,,,,,,,,JANKAVICIUS,,,,,,,,,,
4,18,5,2:12.745,+0.825,+0.055,157.1,6,SCIONTI RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,,DESIDERI,,,,,,,,,,
5,128,3,2:13.220,+1.300,+0.475,156.5,7,GTDRIVE,J,,,MITJET 2L,,,,,,,,,,,,,FOSSARD,,,,,,,,,,
6,3,6,2:13.254,+1.334,+0.034,156.5,6,SCIONTI RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,,SCIONTI,,,,,,,,,,
7,35,7,2:13.751,+1.831,+0.497,155.9,7,ITAL CAR MOTORSPORT,,,,MITJET 2L,,,,,,,,,,,,,GIROTTI,,,,,,,,,,
8,115,6,2:14.050,+2.130,+0.299,155.6,7,DC RACING,,,,MITJET 2L,,,,,,,,,,,,,FERLONI,,,,,,,,,,
9,28,6,2:14.515,+2.595,+0.465,155.0,6,GRT MOTORSPORT,,,,MITJET 2L,,,,,,,,,,,,,FUOCHI,,,,,,,,,,
10,116,7,2:14.711,+2.791,+0.196,154.8,7,TEAM LUCAS,S,,,MITJET 2L,,,,,,,,,,,,,THIEL,,,,,,,,,,
11,83,4,2:14.806,+2.886,+0.095,154.7,5,DNS RACING,S,,,MITJET 2L,,,,,,,,,,,,,BOURGINEAU,,,,,,,,,,
12,11,3,2:14.876,+2.956,+0.070,154.6,6,GTDRIVE,,,,MITJET 2L,,,,,,,,,,,,,TOURNISSOUX,,,,,,,,,,
13,69,5,2:14.935,+3.015,+0.059,154.6,6,GTDRIVE,G,,,MITJET 2L,,,,,,,,,,,,,BOURLARD,,,,,,,,,,
14,33,5,2:14.963,+3.043,+0.028,154.5,6,COSTA OVEST,J,,,MITJET 2L,,,,,,,,,,,,,CROCCOLINO,,,,,,,,,,
15,22,7,2:15.275,+3.355,+0.312,154.2,7,MV2S,S,,,MITJET 2L,,,,,,,,,,,,,BUISSON,,,,,,,,,,
16,32,3,2:15.454,+3.534,+0.179,154.0,6,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,,GUAZZARONI,,,,,,,,,,
17,25,3,2:15.590,+3.670,+0.136,153.8,6,WOLFHOUND,J,,,MITJET 2L,,,,,,,,,,,,,FORENZI,,,,,,,,,,
18,16,6,2:15.642,+3.722,+0.052,153.7,6,FOX RACING,,,,MITJET 2L,,,,,,,,,,,,,FOSSATI,,,,,,,,,,
19,68,6,2:16.012,+4.092,+0.370,153.3,7,SCIONTI RACING TEAM,J,,,MITJET 2L,,,,,,,,,,,,,RACOLTA,,,,,,,,,,
20,17,6,2:16.573,+4.653,+0.561,152.7,7,ARCTIC ENERGY,J,,,MITJET 2L,,,,,,,,,,,,,SALO,,,,,,,,,,
21,66,4,2:16.618,+4.698,+0.045,152.7,6,DNS RACING,S,,,MITJET 2L,,,,,,,,,,,,,GERARD,,,,,,,,,,
22,34,2,2:17.521,+5.601,+0.903,151.6,7,ITAL CAR MOTORSPORT,G,,,MITJET 2L,,,,,,,,,,,,,ENGOLLI,,,,,,,,,,
23,21,5,2:17.950,+6.030,+0.429,151.2,7,MV2S,G,,,MITJET 2L,,,,,,,,,,,,,GERMAIN,,,,,,,,,,
24,44,7,2:18.653,+6.733,+0.703,150.4,7,FOX RACING,G,,,MITJET 2L,,,,,,,,,,,,,FOSSATI,,,,,,,,,,
25,36,6,2:18.670,+6.750,+0.017,150.4,6,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,,ROSSETTI,,,,,,,,,,
26,31,5,2:19.349,+7.429,+0.679,149.7,7,COSTA OVEST,S,,,MITJET 2L,,,,,,,,,,,,,GINESI,,,,,,,,,,
27,55,2,2:21.428,+9.508,+2.079,147.5,6,DNS RACING,G,,,MITJET 2L,,,,,,,,,,,,,POTIER,,,,,,,,,,
28,8,0,,,,,0,GTDRIVE,S,,,MITJET 2L,,,,,,,,,,,,,DAMIANI,,,,,,,,,,
29,110,0,,,,,0,DC RACING,J,,,MITJET 2L,,,,,,,,,,,,,CREMONA,,,,,,,,,,
