POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,88,Classified,7,17:48.966,-,-,4,2:12.592,157.3,ARCTIC ENERGY,,,,MITJET 2L,,,,,,,,,,,,,JANKAVICIUS,,,,,,,,,,
2,90,Classified,7,17:49.129,+0.163,+0.163,7,2:13.098,156.7,SCIONTI RACING TEAM,G,,,MITJET 2L,,,,,,,,,,,,,DE MARCO,,,,,,,,,,
3,71,Classified,7,17:49.529,+0.563,+0.400,4,2:13.078,156.7,DNS RACING,,,,MITJET 2L,,,,,,,,,,,,,CAPRASSE,,,,,,,,,,
4,18,Classified,7,17:49.686,+0.720,+0.157,4,2:13.047,156.7,SCIONTI RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,,DESIDERI,,,,,,,,,,
5,3,Classified,7,17:55.951,+6.985,+6.265,3,2:12.425,157.5,SCIONTI RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,,SCIONTI,,,,,,,,,,
6,33,Classified,7,18:19.489,+30.523,+23.538,7,2:14.743,154.8,COSTA OVEST,J,,,MITJET 2L,,,,,,,,,,,,,CROCCOLINO,,,,,,,,,,
7,116,Classified,7,18:20.468,+31.502,+0.979,3,2:14.173,155.4,TEAM LUCAS,S,,,MITJET 2L,,,,,,,,,,,,,THIEL,,,,,,,,,,
8,35,Classified,7,18:20.765,+31.799,+0.297,3,2:14.172,155.4,ITAL CAR MOTORSPORT,,,,MITJET 2L,,,,,,,,,,,,,GIROTTI,,,,,,,,,,
9,69,Classified,7,18:24.376,+35.410,+3.611,3,2:14.944,154.5,GTDRIVE,G,,,MITJET 2L,,,,,,,,,,,,,BOURLARD,,,,,,,,,,
10,25,Classified,7,18:24.919,+35.953,+0.543,3,2:14.627,154.9,WOLFHOUND,J,,,MITJET 2L,,,,,,,,,,,,,FORENZI,,,,,,,,,,
11,115,Classified,7,18:29.212,+40.246,+4.293,3,2:15.527,153.9,DC RACING,,,,MITJET 2L,,,,,,,,,,,,,FERLONI,,,,,,,,,,
12,11,Classified,7,18:29.234,+40.268,+0.022,3,2:16.191,153.1,GTDRIVE,,,,MITJET 2L,,,,,,,,,,,,,TOURNISSOUX,,,,,,,,,,
13,8,Classified,7,18:30.309,+41.343,+1.075,7,2:14.291,155.3,GTDRIVE,S,,,MITJET 2L,,,,,,,,,,,,,DAMIANI,,,,,,,,,,
14,110,Classified,7,18:31.554,+42.588,+1.245,7,2:14.705,154.8,DC RACING,J,,,MITJET 2L,,,,,,,,,,,,,CREMONA,,,,,,,,,,
15,22,Classified,7,18:32.599,+43.633,+1.045,7,2:16.188,153.1,MV2S,S,,,MITJET 2L,,,,,,,,,,,,,BUISSON,,,,,,,,,,
16,16,Classified,7,18:37.743,+48.777,+5.144,6,2:16.462,152.8,FOX RACING,,,,MITJET 2L,,,,,,,,,,,,,FOSSATI,,,,,,,,,,
17,68,Classified,7,18:38.151,+49.185,+0.408,7,2:16.203,153.1,SCIONTI RACING TEAM,J,,,MITJET 2L,,,,,,,,,,,,,RACOLTA,,,,,,,,,,
18,28,Classified,7,18:38.881,+49.915,+0.730,3,2:15.038,154.4,GRT MOTORSPORT,,,,MITJET 2L,,,,,,,,,,,,,FUOCHI,,,,,,,,,,
19,17,Classified,7,18:39.209,+50.243,+0.328,4,2:16.359,152.9,ARCTIC ENERGY,J,,,MITJET 2L,,,,,,,,,,,,,SALO,,,,,,,,,,
20,31,Classified,7,18:40.628,+51.662,+1.419,6,2:17.072,152.1,COSTA OVEST,S,,,MITJET 2L,,,,,,,,,,,,,GINESI,,,,,,,,,,
21,36,Classified,7,18:45.130,+56.164,+4.502,7,2:18.676,150.4,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,,ROSSETTI,,,,,,,,,,
22,55,Classified,7,18:47.826,+58.860,+2.696,4,2:18.225,150.9,DNS RACING,G,,,MITJET 2L,,,,,,,,,,,,,POTIER,,,,,,,,,,
23,83,Classified,7,18:48.258,+59.292,+0.432,4,2:15.394,154.0,DNS RACING,S,,,MITJET 2L,,,,,,,,,,,,,BOURGINEAU,,,,,,,,,,
24,21,Classified,7,18:48.772,+59.806,+0.514,6,2:18.054,151.1,MV2S,G,,,MITJET 2L,,,,,,,,,,,,,GERMAIN,,,,,,,,,,
25,128,Classified,4,10:29.523,3 Laps,3 Laps,3,2:15.066,154.4,GTDRIVE,J,,,MITJET 2L,,,,,,,,,,,,,FOSSARD,,,,,,,,,,
26,66,Classified,4,15:05.677,3 Laps,+4:36.154,2,3:41.994,93.9,DNS RACING,S,,,MITJET 2L,,,,,,,,,,,,,GERARD,,,,,,,,,,
27,44,Classified,3,9:32.735,4 Laps,1 Lap,2,3:39.670,94.9,FOX RACING,G,,,MITJET 2L,,,,,,,,,,,,,FOSSATI,,,,,,,,,,
28,32,Classified,0,,7 Laps,3 Laps,0,,,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,,GUAZZARONI,,,,,,,,,,
29,34,Classified,0,,7 Laps,,0,,,ITAL CAR MOTORSPORT,G,,,MITJET 2L,,,,,,,,,,,,,ENGOLLI,,,,,,,,,,
