POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,90,Classified,9,20:12.030,-,-,8,2:13.827,155.8,SCIONTI RACING TEAM,G,,,MITJET 2L,,,,,,,,,,,,,DE MARCO,,,,,,,,,,
2,88,Classified,9,20:12.634,+0.604,+0.604,9,2:13.522,156.2,ARCTIC ENERGY,,,,MITJET 2L,,,,,,,,,,,,,JANKAVICIUS,,,,,,,,,,
3,18,Classified,9,20:12.827,+0.797,+0.193,5,2:13.535,156.2,SCIONTI RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,,DESIDERI,,,,,,,,,,
4,3,Classified,9,20:13.460,+1.430,+0.633,9,2:13.677,156.0,SCIONTI RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,,SCIONTI,,,,,,,,,,
5,33,Classified,9,20:20.284,+8.254,+6.824,7,2:14.516,155.0,COSTA OVEST,J,,,MITJET 2L,,,,,,,,,,,,,CROCCOLINO,,,,,,,,,,
6,71,Classified,9,20:20.641,+8.611,+0.357,5,2:14.093,155.5,DNS RACING,,,,MITJET 2L,,,,,,,,,,,,,CAPRASSE,,,,,,,,,,
7,116,Classified,9,20:27.427,+15.397,+6.786,7,2:15.578,153.8,TEAM LUCAS,S,,,MITJET 2L,,,,,,,,,,,,,THIEL,,,,,,,,,,
8,128,Classified,9,20:34.158,+22.128,+6.731,9,2:14.155,155.5,GTDRIVE,J,,,MITJET 2L,,,,,,,,,,,,,FOSSARD,,,,,,,,,,
9,28,Classified,9,20:39.807,+27.777,+5.649,9,2:16.360,152.9,GRT MOTORSPORT,,,,MITJET 2L,,,,,,,,,,,,,FUOCHI,,,,,,,,,,
10,22,Classified,9,20:40.582,+28.552,+0.775,6,2:16.165,153.2,MV2S,S,,,MITJET 2L,,,,,,,,,,,,,BUISSON,,,,,,,,,,
