POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,008,3,1:33.644,-,-,188.7,6,Front Row Racing,LMP1,,,Lola Aston Martin DBR1/2,,,,,,,,,,,,Christian,ALBRECHT,,,DEU,,,,,,,
2,5,7,1:35.170,+1.526,+1.526,185.7,12,Race Performance AG,LMP1,,,Lola B07/18,,,,,,,,,,,,Michel,FREY,,,CHE,,,,,,,
3,4,14,1:36.213,+2.569,+1.043,183.7,14,BBM Sport,LMP1,,,Peugeot 908 HDI FAP,,,,,,,,,,,,Shaun,LYNN,Bronze FIA,,GBR,,,,,,,
4,6,6,1:36.619,+2.975,+0.406,182.9,7,BBM Sport,LMP1,,,Peugeot 908,,,,,,,,,,,,Stuart,WILTSHIRE,Bronze FIA,,GBR,,,,,,,
5,37,8,1:37.112,+3.468,+0.493,182.0,10,Race Performance AG,LMP1,,,Lola B06/10,,,,,,,,,,,,Marcel,AEBI,,,CHE,,,,,,,
6,16,7,1:37.324,+3.680,+0.212,181.6,14,OC Racing,LMP1,,,Peugeot 908,,,,,,,,,,,,Steve,BROOKS,Bronze FIA,,GBR,,,,,,,
7,83,4,1:37.729,+4.085,+0.405,180.8,4,JMB Classic,LMP2,,,Porsche RS Spyder,,,,,,,,,,,,François,PERRODO,Bronze FIA,,FRA,,,,,,,
8,21,6,1:38.475,+4.831,+0.746,179.5,7,JMB Classic,INV,,,OAK Pescarolo 01,,,,,,,,,,,,Mathieu,LAHAYE,Bronze FIA,,FRA,,,,,,,
9,46,12,1:39.341,+5.697,+0.866,177.9,12,Front Row Racing,LMP2,,,Oreca 05,,,,,,,,,,,,Evgeny,KIREEV,Bronze FIA,,CYP,,,,,,,
10,35,14,1:41.240,+7.596,+1.899,174.6,15,Rinaldi Racing,LMP2,,,Ligier JS P2,,,,,,,,,,,,Pierre,EHRET,Bronze FIA,,DEU,,,,,,,
11,47,13,1:41.458,+7.814,+0.218,174.2,14,JWA Racing,LMP2,,,Pescarolo 01 Morgan,,,,,,,,,,,,Andy,CUMMINGS,Bronze FIA,,GBR,,,,,,,
12,26,13,1:42.590,+8.946,+1.132,172.3,14,Rinaldi Racing,LMP2,,,Ligier JS P2,,,,,,,,,,,,Jacques,NICOLET,Bronze FIA,,FRA,,,,,,,
13,39,9,1:46.839,+13.195,+4.249,165.4,10,WA Motorsport,LMP2,,,HPD ARX-04,,,,,,,,,,,,Mark,DRAIN,,,GBR,,,,,,,
14,18,7,1:49.542,+15.898,+2.703,161.3,14,Rinaldi Racing,LMP2,,,Ligier JS P2,,,,,,,,,,,,Michael,DOPPELMAYR,Bronze FIA,,AUT,,,,,,,
15,25,13,1:50.548,+16.904,+1.006,159.9,14,Fanta Racing Legend by Code Classic,LMGTE,,,Aston Martin Vantage AMR,,,,,,,,,,,,Franz,WUNDERLICH,Bronze FIA,,DEU,,,,,,,
16,13,14,1:52.257,+18.613,+1.709,157.4,14,Komo-Tec,LMGTE,,,Lotus Evora GTE,,,,,,,,,,,,Professor Wolfgang,HENSELER,,,DEU,,,,,,,
