POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,008,Classified,25,41:05.450,-,-,25,1:36.271,183.6,Front Row Racing,LMP1,,,Lola Aston Martin DBR1/2,,,,,,,,,,,,Christian,ALBRECHT,,,GER,,,,,,,
2,4,Classified,25,41:31.781,+26.331,+26.331,11,1:37.647,181.0,BBM Sport,LMP1,,,Peugeot 908 HDI FAP,,,,,,,,,,,,Shaun,LYNN,Bronze FIA,,GBR,,,,,,,
3,83,Classified,25,41:47.548,+42.098,+15.767,18,1:37.793,180.7,JMB Classic,LMP2,,,Porsche RS Spyder,,,,,,,,,,,,François,PERRODO,Bronze FIA,,FRA,,,,,,,
4,6,Classified,25,41:59.188,+53.738,+11.640,23,1:39.424,177.7,BBM Sport,LMP1,,,Peugeot 908,,,,,,,,,,,,Stuart,WILTSHIRE,Bronze FIA,,GBR,,,,,,,
5,37,Classified,25,42:01.925,+56.475,+1.471,17,1:38.593,179.2,Race Performance AG,LMP1,,,Lola B06/10,,,,,,,,,,,,Marcel,AEBI,,,SUI,,,,,,,
6,46,Classified,25,42:11.285,+1:05.835,+9.360,16,1:39.238,178.1,Front Row Racing,LMP2,,,Oreca 05,,,,,,,,,,,,Evgeny,KIREEV,Bronze FIA,,CYP,,,,,,,
7,16,Classified,25,42:31.953,+1:26.503,+20.668,14,1:38.645,179.2,OC Racing,LMP1,,,Peugeot 908,,,,,,,,,,,,Steve,BROOKS,Bronze FIA,,GBR,,,,,,,
8,35,Classified,24,41:28.354,1 Lap,1 Lap,19,1:41.650,173.9,Rinaldi Racing,LMP2,,,Ligier JS P2,,,,,,,,,,,,Pierre,EHRET,Bronze FIA,,GER,,,,,,,
9,26,Classified,24,41:45.845,1 Lap,+17.491,17,1:42.570,172.3,Rinaldi Racing,LMP2,,,Ligier JS P2,,,,,,,,,,,,Jacques,NICOLET,Bronze FIA,,FRA,,,,,,,
10,39,Classified,23,42:24.600,2 Laps,1 Lap,8,1:46.830,165.4,WA Motorsport,LMP2,,,HPD ARX-04,,,,,,,,,,,,Mark,DRAIN,,,GBR,,,,,,,
11,18,Classified,23,42:53.815,2 Laps,+29.215,20,1:50.008,160.6,Rinaldi Racing,LMP2,,,Ligier JS P2,,,,,,,,,,,,Michael,DOPPELMAYR,Bronze FIA,,AUT,,,,,,,
12,25,Classified,22,41:23.221,3 Laps,1 Lap,4,1:50.987,159.2,Fanta Racing Legend by Code Classic,LMGTE,,,Aston Martin Vantage AMR,,,,,,,,,,,,Franz,WUNDERLICH,Bronze FIA,,GER,,,,,,,
13,13,Classified,22,42:03.733,3 Laps,+40.512,5,1:52.138,157.6,Komo-Tec,LMGTE,,,Lotus Evora GTE,,,,,,,,,,,,Professor Wolfgang,HENSELER,,,GER,,,,,,,
14,47,Classified,19,33:00.828,6 Laps,3 Laps,17,1:42.455,172.5,JWA Racing,LMP2,,,Pescarolo 01 Morgan,,,,,,,,,,,,Andy,CUMMINGS,Bronze FIA,,GBR,,,,,,,
15,21,Classified,25,42:00.454,+55.004,+1.266,8,1:39.417,177.8,JMB Classic,INV,,,OAK Pescarolo 01,,,,,,,,,,,,Mathieu,LAHAYE,Bronze FIA,,FRA,,,,,,,
