POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,44,Classified,19,33:04.145,-,-,10,1:43.686,170.4,ID Racing,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Theo,Oeverhaus,,,DEU,OEV,,,,,,
2,13,Classified,19,33:05.043,+0.898,+0.898,15,1:43.684,170.4,Target,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Alexander,Tauscher,,,DEU,TAU,,,,,,
3,3,Classified,19,33:05.210,+1.065,+0.167,9,1:43.460,170.8,Proton Competition,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Keagan,Masters,,,ZAF,KMA,,,,,,
4,27,Classified,19,33:06.479,+2.334,+1.269,18,1:43.805,170.2,Team GP Elite,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Matheus,Ferreira,,,BRA,FER,,,,,,
5,28,Classified,19,33:14.459,+10.314,+7.980,3,1:43.866,170.1,Target,,,,Porsche 911 Cup (992.2),M,Guest,,,,,,,,,,Aldo,Festante,,,ITA,FES,,,,,,
6,99,Classified,19,33:14.591,+10.446,+0.132,6,1:43.515,170.7,Proton Competition,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Marcus,Amand,,,FIN,AMA,,,,,,
7,11,Classified,19,33:15.466,+11.321,+0.875,9,1:43.550,170.7,SCHUMACHER CLRT,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Chester,Kieffer,,,LUX,KIE,,,,,,
8,34,Classified,19,33:24.709,+20.564,+9.243,10,1:43.957,170.0,Looping by CarTech,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Dirk,Schouten,,,NLD,DSC,,,,,,
9,95,Classified,19,33:25.322,+21.177,+0.613,9,1:44.196,169.6,Target,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Joseph,Warhurst,,,GBR,WAR,,,,,,
10,25,Classified,19,33:25.430,+21.285,+0.108,10,1:44.150,169.7,Team GP Elite,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Wouter,Boerekamps,,,NLD,BOE,,,,,,
11,57,Classified,19,33:25.615,+21.470,+0.185,16,1:43.738,170.4,Forch Racing by Atlas Ward,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Gustav,Burton,,,GBR,BUR,,,,,,
