POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,27,20,1:42.628,-,-,172.2,21,Team GP Elite,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Matheus,Ferreira,,,BRA,FER,,,,,,
2,25,18,1:42.922,+0.294,+0.294,171.7,22,Team GP Elite,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Wouter,Boerekamps,,,NLD,BOE,,,,,,
3,28,15,1:43.073,+0.445,+0.151,171.5,18,Target,,,,Porsche 911 Cup (992.2),M,Guest,,,,,,,,,,Aldo,Festante,,,ITA,FES,,,,,,
4,77,23,1:43.080,+0.452,+0.007,171.4,24,Forch Racing by Atlas Ward,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Louis,Perrot,,,FRA,PER,,,,,,
5,3,13,1:43.267,+0.639,+0.187,171.1,19,Proton Competition,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Keagan,Masters,,,ZAF,KMA,,,,,,
6,57,24,1:43.300,+0.672,+0.033,171.1,25,Forch Racing by Atlas Ward,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Gustav,Burton,,,GBR,BUR,,,,,,
7,13,12,1:43.319,+0.691,+0.019,171.0,21,Target,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Alexander,Tauscher,,,DEU,TAU,,,,,,
8,16,16,1:43.564,+0.936,+0.245,170.6,21,Target Competition,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Max,Mutschlechner,,,DEU,MUT,,,,,,
9,10,21,1:43.569,+0.941,+0.005,170.6,22,Laptime-Performance,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Niels,Langeveld,,,NLD,LAN,,,,,,
10,34,22,1:43.591,+0.963,+0.022,170.6,23,Looping by CarTech,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Dirk,Schouten,,,NLD,DSC,,,,,,
11,54,20,1:43.596,+0.968,+0.005,170.6,21,Team75 Bernhard,ProAm,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Michael,Essmann,,,DEU,ESS,,,,,,
12,12,12,1:43.627,+0.999,+0.031,170.5,21,SCHUMACHER CLRT,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Flynt,Schuring,,,NLD,FSC,,,,,,
13,11,5,1:43.657,+1.029,+0.030,170.5,22,SCHUMACHER CLRT,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Chester,Kieffer,,,LUX,KIE,,,,,,
14,4,20,1:43.658,+1.030,+0.001,170.5,22,GP Elite,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Jonas,Greif,,,DEU,GRE,,,,,,
15,14,18,1:43.665,+1.037,+0.007,170.5,20,Target,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Caleb,Sumich,,,AUS,SUM,,,,,,
16,44,11,1:43.668,+1.040,+0.003,170.5,19,ID Racing,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Theo,Oeverhaus,,,DEU,OEV,,,,,,
17,99,7,1:43.717,+1.089,+0.049,170.4,18,Proton Competition,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Marcus,Amand,,,FIN,AMA,,,,,,
18,88,20,1:43.803,+1.175,+0.086,170.2,20,Team Proton,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Daniel,Ros,,,SWE,ROS,,,,,,
19,66,22,1:43.895,+1.267,+0.092,170.1,23,Forch Racing by Atlas Ward,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Montego,Maassen,,,DEU,MMA,,,,,,
20,17,5,1:43.921,+1.293,+0.026,170.1,19,Team Proton,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Gustav,Bergström,,,SWE,BER,,,,,,
21,98,19,1:43.928,+1.300,+0.007,170.0,22,Team GP Elite,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Nick,Ho,,,NLD,NHO,,,,,,
22,95,20,1:43.944,+1.316,+0.016,170.0,21,Target,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Joseph,Warhurst,,,GBR,WAR,,,,,,
23,56,16,1:44.021,+1.393,+0.077,169.9,21,Target Competition,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Alexandra,Vateva,,,BGR,VAT,,,,,,
24,31,7,1:44.049,+1.421,+0.028,169.8,15,Laptime-Performance,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Sebastian,Freymuth,,,DEU,FRE,,,,,,
25,6,8,1:44.152,+1.524,+0.103,169.7,18,Team Proton,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Dylan,Yip,,,HKG,YIP,,,,,,
