POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,44,4,1:42.246,-,-,172.8,5,ID Racing,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Theo,Oeverhaus,,,DEU,OEV,,,,,,
2,13,4,1:42.387,+0.141,+0.141,172.6,6,Target,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Alexander,Tauscher,,,DEU,TAU,,,,,,
3,3,6,1:42.441,+0.195,+0.054,172.5,6,Proton Competition,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Keagan,Masters,,,ZAF,KMA,,,,,,
4,28,4,1:42.544,+0.298,+0.103,172.3,6,Target,,,,Porsche 911 Cup (992.2),M,Guest,,,,,,,,,,Aldo,Festante,,,ITA,FES,,,,,,
5,27,4,1:42.558,+0.312,+0.014,172.3,7,Team GP Elite,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Matheus,Ferreira,,,BRA,FER,,,,,,
6,12,4,1:42.612,+0.366,+0.054,172.2,6,SCHUMACHER CLRT,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Flynt,Schuring,,,NLD,FSC,,,,,,
7,34,5,1:42.671,+0.425,+0.059,172.1,7,Looping by CarTech,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Dirk,Schouten,,,NLD,DSC,,,,,,
8,25,4,1:42.692,+0.446,+0.021,172.1,7,Team GP Elite,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Wouter,Boerekamps,,,NLD,BOE,,,,,,
9,91,5,1:42.715,+0.469,+0.023,172.1,6,Team75 Bernhard,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Gian Luca,Tüccaroglu,,,DEU,TUE,,,,,,
10,65,3,1:42.748,+0.502,+0.033,172.0,6,Team75 Bernhard,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Sam,Jongejan,,,NLD,JON,,,,,,
11,57,4,1:42.793,+0.547,+0.045,171.9,7,Forch Racing by Atlas Ward,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Gustav,Burton,,,GBR,BUR,,,,,,
12,99,6,1:42.795,+0.549,+0.002,171.9,6,Proton Competition,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Marcus,Amand,,,FIN,AMA,,,,,,
13,77,6,1:42.822,+0.576,+0.027,171.9,7,Forch Racing by Atlas Ward,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Louis,Perrot,,,FRA,PER,,,,,,
14,11,5,1:42.848,+0.602,+0.026,171.8,6,SCHUMACHER CLRT,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Chester,Kieffer,,,LUX,KIE,,,,,,
15,10,5,1:42.862,+0.616,+0.014,171.8,7,Laptime-Performance,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Niels,Langeveld,,,NLD,LAN,,,,,,
16,66,6,1:42.940,+0.694,+0.078,171.7,7,Forch Racing by Atlas Ward,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Montego,Maassen,,,DEU,MMA,,,,,,
17,88,6,1:42.977,+0.731,+0.037,171.6,6,Team Proton,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Daniel,Ros,,,SWE,ROS,,,,,,
18,14,6,1:43.056,+0.810,+0.079,171.5,6,Target,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Caleb,Sumich,,,AUS,SUM,,,,,,
19,98,5,1:43.084,+0.838,+0.028,171.4,7,Team GP Elite,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Nick,Ho,,,NLD,NHO,,,,,,
20,95,4,1:43.136,+0.890,+0.052,171.4,6,Target,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Joseph,Warhurst,,,GBR,WAR,,,,,,
21,17,5,1:43.158,+0.912,+0.022,171.3,6,Team Proton,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Gustav,Bergström,,,SWE,BER,,,,,,
22,31,4,1:43.268,+1.022,+0.110,171.1,5,Laptime-Performance,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Sebastian,Freymuth,,,DEU,FRE,,,,,,
23,6,6,1:43.385,+1.139,+0.117,170.9,6,Team Proton,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Dylan,Yip,,,HKG,YIP,,,,,,
24,16,4,1:43.570,+1.324,+0.185,170.6,6,Target Competition,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Max,Mutschlechner,,,DEU,MUT,,,,,,
25,4,5,1:43.610,+1.364,+0.040,170.6,6,GP Elite,,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Jonas,Greif,,,DEU,GRE,,,,,,
26,5,5,1:43.889,+1.643,+0.279,170.1,6,GP Elite,ProAm,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Sören,Spreng,,,DEU,SPR,,,,,,
27,56,6,1:44.147,+1.901,+0.258,169.7,6,Target Competition,Rookie,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Alexandra,Vateva,,,BGR,VAT,,,,,,
28,54,5,1:44.205,+1.959,+0.058,169.6,5,Team75 Bernhard,ProAm,,,Porsche 911 Cup (992.2),M,,,,,,,,,,,Michael,Essmann,,,DEU,ESS,,,,,,
