POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,8,5,1:35.075,-,-,185.9,11,BBM Sport,LMP1,,,Peugeot 908 HDI FAP,,,,,,,,,,,,Kriton,LENDOUDIS,Bronze FIA,,,,,,,,,
2,5,12,1:36.056,+0.981,+0.981,184.0,12,FREY GROUP,LMP1,,,Lola B07/18,,,,,,,,,,,,Michel,FREY,,,,,,,,,,
3,008,13,1:36.203,+1.128,+0.147,183.7,14,Front Row Racing,LMP1,,,Lola Aston Martin DBR1/2,,,,,,,,,,,,Christian,ALBRECHT,,,,,,,,,,
4,83,4,1:37.850,+2.775,+1.647,180.6,16,JMB Classic,LMP2,,,Porsche RS Spyder,,,,,,,,,,,,François,PERRODO,Bronze FIA,,,,,,,,,
5,6,13,1:38.249,+3.174,+0.399,179.9,15,BBM Sport/Richard Bradley Motorsport,LMP1,,,Peugeot 908,,,,,,,,,,,,Stuart,WILTSHIRE,Bronze FIA,,,,,,,,,
6,16,17,1:39.638,+4.563,+1.389,177.4,17,OC Racing,LMP1,,,Peugeot 908,,,,,,,,,,,,Steve,BROOKS,Bronze FIA,,,,,,,,,
7,21,4,1:40.093,+5.018,+0.455,176.6,15,JMB Classic,INV,,,OAK Pescarolo 01,,,,,,,,,,,,Mathieu,LAHAYE,Bronze FIA,,,,,,,,,
8,4,13,1:40.148,+5.073,+0.055,176.5,13,BBM Sport,LMP1,,,Peugeot 908 HDI FAP,,,,,,,,,,,,Shaun,LYNN,Bronze FIA,,,,,,,,,
9,37,7,1:40.812,+5.737,+0.664,175.3,13,FREY GROUP/Race Performance AG,LMP1,,,Lola B06/10,,,,,,,,,,,,Marcel,AEBI,,,,,,,,,,
10,35,14,1:42.460,+7.385,+1.648,172.5,14,Rinaldi Racing,LMP2,,,Ligier JS P2,,,,,,,,,,,,Pierre,EHRET,Bronze FIA,,,,,,,,,
11,26,13,1:43.100,+8.025,+0.640,171.4,15,Rinaldi Racing,LMP2,,,Ligier JS P2,,,,,,,,,,,,Jacques,NICOLET,Bronze FIA,,,,,,,,,
12,46,14,1:44.225,+9.150,+1.125,169.6,15,Front Row Racing,LMP2,,,Oreca 05,,,,,,,,,,,,Evgeny,KIREEV,Bronze FIA,,,,,,,,,
13,39,4,1:46.844,+11.769,+2.619,165.4,14,WA Motorsport,LMP2,,,HPD ARX-04,,,,,,,,,,,,Mark,DRAIN,,,,,,,,,,
14,18,11,1:53.305,+18.230,+6.461,156.0,12,Rinaldi Racing - Pierre Kaffer,LMP2,,,Ligier JS P2,,,,,,,,,,,,Michael,DOPPELMAYR,Bronze FIA,,,,,,,,,
15,25,13,1:53.438,+18.363,+0.133,155.8,14,Fanta Racing Legend by Code Classic,LMGTE,,,Aston Martin Vantage AMR,,,,,,,,,,,,Franz,WUNDERLICH,Bronze FIA,,,,,,,,,
16,13,10,1:54.451,+19.376,+1.013,154.4,12,Komo-Tec,LMGTE,,,Lotus Evora GTE,,,,,,,,,,,,Professor Wolfgang,HENSELER,,,,,,,,,,
17,47,0,,,,,0,JW Racing,LMP2,,,Pescarolo 01 Morgan,,,,,,,,,,,,Andy,CUMMINGS,Bronze FIA,,,,,,,,,
